Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,Soy Free,"Quench your thirst with Pure Kick Strawberry Watermelon Flavored Hydrate Zero Sugar Drink Mix Stick Packs. With only 5 calories per serving and zero sugar, this drink mix is a smart choice for those seeking a refreshing beverage without the guilt. The pack contains natural flavors, vitamins C and E, and minerals like magnesium and zinc that help keep you hydrated throughout the day. Each pack makes six servings of deliciously fruity, gluten-free, and kosher drink mix that's perfect for on-the-go hydration. Get your hands on Pure Kick Strawberry Watermelon Flavored Hydrate Zero Sugar Drink Mix Stick Packs through Instacart for same-day delivery or pickup."
"Hawaiian Punch Drink Mix, Sugar Free, Fruit Juicy Red",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c48a4400-f761-428b-ba90-1f9e3ac05d46.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4edc43a8-ade9-485b-a2ca-6bdaf4995f47.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4eb612ec-5d39-4310-a221-994d0b70cb91.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3046d097-30b1-4da9-b3d9-7acbf2f45b15.png 4x",,,"Natural and artificially flavored low calorie drink mix. Add to bottled water. Caffeine free. Now you can take the refreshing taste of Sugar Free Hawaiian Punch anywhere you go. With 8 packets in each box, you can enjoy a quick and delicious drink at the gym, during work, at school, in your car or wherever you go.","Citric Acid, Maltodextrin, Natural And Artificial Flavor, Aspartame†, Salt, Contains 2% Or Less Of The Following: Acesulfame Potassium, Ascorbic Acid (vitamin C), Cellulose Gum, Pectin, Guar Gum, Disodium Phosphate, Magnesium Oxide, Artificial Color, Red 40, Blue 1.",Simple to Make Directions: Take a sip from a full 16.9 fl oz (0.5 liter) bottle of water to make room for powder. Pour one packet into a 16.9 fl oz bottle of water or a large glass of water. Shake bottle or mix well until powder dissolves. Mix with a 20 fl oz bottle of water for a milder flavor. Easy to make! Take a sip from a full bottle of water to make room for powder. Pour packet into a 16.9 fl oz bottle of water. Shake bottle until powder dissolves.,Phenylketonurics: contains phenylalanine,,
"Munchkin Lactation Drink Mix, Berry Lemonade",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4d5289ac-2f56-4da8-b38b-4e86a69859fb.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_73d44e4f-15da-4977-9a83-0c3f57d9f346.png 4x",,,"Includes 14 single-serve packets. Lucky ducts. Bring on the milk!,• Gluten Free","Cane Sugar, Maltodextrin, Malic Acid, Sodium Bicarbonate, Citric Acid, Rice Hulls, Pink Himalayan Sea Salt, Natural Flavors, Monkfruit, Stevia Leaf Extract (reb. A)","Suggested Use: Pour into at least 8 oz of iced or hot water, stir + enjoy. For a fizzy mocktail, use sparkling water!.","Warning: Store in a cool, dry place. Do not exceed 2 packets daily. Consult your healthcare provider prior to use. Keep out of reach of children.",,
"Propel Electrolyte Water Beverage Mix, Zero Sugar, Raspberry Lemonade",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6f44a37a-39c9-41ac-bc38-94c46536f4d2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a855ef03-24cc-4dce-9b80-9da8f1524747.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ce813c35-2e51-48c6-92d7-55c9d1349dd9.png 4x",,,"Give your workout a boost of fruit flavor. Each Propel provides electrolytes, vitamin B, and antioxidant vitamins C and E, so you can hydrate, replenish and get your best workout without adding calories.","Citric Acid, Sodium Citrate, Salt, Monopotassium Phosphate, Maltodextrin, Modified Food Starch, Sugar*, Sucralose, Ascorbic Acid (vitamin C), Natural And Artificial Flavor, Silicon Dioxide, Vitamin E Acetate, Niacinamide (vitamin B3), Acesulfame Potassium, Calcium Pantothenate (vitamin B5), Calcium Disodium Edta (to Protect Flavor), Pyridoxine Hydrochloride (vitamin B6), Cyanocobalamin (vitamin B","Pour packet into 16.9 fl oz of water and replace cap. Shake. Hydrate. Enjoy.,Tear.",,,
Gatorade Glacier Freeze Powder Beverage Mix,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f4afc498-6d4e-4220-802c-abc9e25c8e2a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a20f5bad-ddd7-450a-b2e0-9388c1ce253a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_47870c5d-09c8-4225-8bf0-5b38745a39e7.png 4x",,,"With a legacy over 40 years in the making, it's the most scientifically researched and game-tested way to replace electrolytes lost in sweat. Gatorade Thirst Quencher replenishes better than water, which is why it's trusted by some of the world's best athletes.,• Contains critical electrolytes to help replace what's lost in sweat,• Top off with carbohydrate energy, your body's preferred source of fuel,• Tested in the lab and used by the pros,• 50.9 oz Canister; makes 6 Gallons","Sugar, Dextrose, Citric Acid, Salt, Sodium Citrate, Monopotassium Phosphate, Calcium Silicate, Gum Arabic, Modified Food Starch, Natural Flavor, Blue 1.","Mixing: Shake well before using to assure proper measurement (Product settles in shipment). Pour Gatorade mix into a plastic or glass container. Add cold water. Stir until mix is completely dissolved. Hydrate. Store in refrigerator. To Make: 12 fl oz: 1/3 scoop Gatorade mix, 1-1/2 cups (12 fl oz) cold water; 1 Quart: 1 scoop Gatorade mix, 4 cups (1 quart) cold water; 2 Quarts: 2 scoops Gatorade mix, 8 cups (2 quarts) cold water; 1 Gallon: 4 scoops Gatorade mix, 16 cups (1 gallon) cold water. For optimal performance benefits, do not vary from mixing instructions. Keep in cool, dry place. Replace plastic lid tightly after use.",,,
"Alani Nu Energy Sticks, Cherry Slush",,$10.97, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e4c1c1c9-d838-4184-bd84-4bba90818ae4.png 4x,Gluten Free,,,"Malic Acid, Taurine, Erythritol, Natural Flavors, Silica, L-theanine, Caffeine, L-carnitine Tartrate, Sucralose, Salt, Acesulfame Potassium, Panax Ginseng Root Extract, Guarana Seed Extract, Pyridoxal-5 Phosphate (vitamin B6), Cyanocobalamin (vitamin B12), Biotin (vitamin B7).","Directions: Add 1 stick to 12-16 oz of water. Stir or shake, then enjoy your instant pick-me-up!,Store in a cool, dry place.","Allergen warning: this product is manufactured in a facility which may also process milk, soy, wheat, egg, peanuts, tree nuts, fish and shellfish.",,
Swiss Miss Milk Chocolate Flavored Hot Cocoa Mix,,$7.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_013364b5-9058-4a30-90c3-456d6e4d9afa.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_488baa56-048f-44e4-9d79-aa05c4f48c29.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_81edadf9-cc00-4ea8-9909-9bdadfed3e75.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a5f1b16e-2a98-428f-b8b5-dce468d7654e.jpg 4x",Gluten Free,,"Swiss Miss Milk Chocolate Flavored Hot Cocoa Mix makes a warm, delightful hot cocoa drink that will bring you comfort and everyday warmth whenever you need it. This hot cocoa drink mix easily transforms into a rich, creamy hot cocoa that delivers on that timeless flavor your family has always known and loved. Swiss Miss Hot Cocoa Mix is packaged in a large canister with about 20 servings so everyone can make their hot cocoa just how they like it. You won't miss your old hot chocolate. This hot cocoa powder is made with real cocoa and nonfat milk to give you that comforting, rich and creamy taste you expect from Swiss Miss. Not only is this a gluten free hot cocoa mix, but it's also made with no artificial sweeteners, preservatives, flavors or colors. Preparing a delicious mug of this hot cocoa is easy. Add 3 tablespoons to a mug, add 8 ounces of hot water (or milk for a richer taste) and stir. Enjoy a mug as part of your morning routine, on chilly days or as a sweet evening treat. You can use this cocoa mix in different ways. Try making a tasty iced cocoa drink to cool you down, or incorporate the hot cocoa mix into your recipes for brownies, cookies, cakes and more. Whatever you’re warming up to, know that Swiss Miss will give you everything you need in the palm of your hands.","Sugar, Corn Syrup, Modified Whey, Cocoa (processed With Alkali), Hydrogenated Coconut Oil, Nonfat Milk, Less Than 2% Of: Salt, Dipotassium Phosphate, Mono- And Diglycerides, Natural Flavor.","Place 3 tablespoons delicious cocoa in mug. Stir, sip, savor. You deserve it. Add hot water or milk (1 cup/8 fl oz) for richer taste add milk. 4 Servings: 1 cup cocoa and 1-quart hot water or milk. 8 Servings: 2 cups cocoa and 2-quarts hot water or milk. 12 Servings: 3 cups cocoa and 3-quarts hot water or milk. 16 Servings: 4 cups cocoa and 1 gallon hot water or milk.",Contains: milk.,,
"Concord Foods Smoothie, Strawberry",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f4d2436c-3b93-4058-a2c7-579140f419ad.png 4x,,,"Just Add: fresh strawberries, milk & ice. Strawberries are an excellent source of vitamin C. Quick and easy to prepare. Our refreshing smoothie mixes are a great way to add fresh fruit to your diet. Visit our website for great recipes! www.concordfoods.com.","Sugar, Corn Syrup Solids, Nonfat Dry Milk, Xanthan Gum, Natural And Artificial Flavors, Sodium Citrate.","You Will Need: 1 cup sliced fresh strawberries (1 cup frozen strawberries, thawed, may be substituted for fresh); 1-1/4 cups milk; 1-1/4 cups ice (8 large ice cubes). Easy to Make: Makes 3 (8 fl oz) servings. 1. In a blender, add strawberries, ice, contents of pouch and milk. 2. Blend on high for one minute.",,,
"Liquid I.V. Electrolyte Drink Mix, Sugar-Free, Lemon Lime",,$25.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_20c60881-c532-49d8-9509-d2c96daa9f89.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_30afa3fb-3581-496a-9730-7ad72dbb7c58.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_214424ff-4191-4273-bd5f-78251bd59c18.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_06c355f4-aedd-4cc1-8731-2cb5e71efa42.jpg 4x","Gluten Free,Soy Free",,,"Allulose*, Citric Acid, L-glutamine, L-alanine, Potassium Citrate, Salt, Natural Flavors, Sodium Citrate, Silicon Dioxide, Stevia Leaf Extract (rebaudioside A), Vitamin C (ascorbic Acid), Malic Acid, Vitamin B3 (niacinamide), Vitamin B5 (calcium D-pantothenate), Vitamin B6 (pyridoxine Hydrochloride), Vitamin B12 (cyanocobalamin).","Suggested Use: Add 1 stick to 16 oz of water and mix thoroughly before drinking. We recommend 1 stick per day for daily hydration. For ages 1- 3, pregnant or breastfeeding population, or if you have specific dietary or medical concerns, please seek medical consultation if you wish to consume more than 1 stick per day.,Store in a cool, dry place.","for ages 1-3, pregnant or breastfeeding population, or if you have specific dietary or medical concerns, please seek medical consultation if you wish to consume more than 1 stick per day.",,
"Nuun Sport + Caffeine, Tablets, Fresh Lime",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_226cd2b2-7332-4583-b616-0b78ad1afda5.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e89e00ed-2cf4-4138-b4dc-4849fafbf277.png 4x",,,"Effervescent Electrolyte Supplement. Natural flavor. 1 g sugar. 15 calories. Vegan. Gluten free. Non GMO Project verified. nongmoproject.org. For exercise. Packed with complete electrolytes, Nuun is your go-the-extra-mile water. Packed with complete electrolytes, Nuun is your go-the-extra-mile water. Plop. Fizz. Drink. Go! Hydration you can feel. Complete electrolytes. (These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.)","Citric Acid, Dextrose (non-gmo Sourced), Natural Flavors, Monk Fruit Extract, Stevia Leaf Extract, Avocado Oil, Riboflavin (for Color).","Add to 16 oz/500 ml of water. Use only if cap seal is unbroken.,Store below 25c/80f. Keep cap closed when not in use.",Contains caffeine,,
"Liquid I.V. Hydration Multiplier + Energy, Lemon Ginger",,$14.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_19d29b14-e80f-42b2-a24a-e8646b4a052f.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8c47b35a-b661-4133-94e5-208dccf3b97b.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1701d80a-0de5-47b0-a26c-c381608b4608.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_85fc430d-535e-407e-a8bf-e834d7887a07.jpg 4x","Gluten Free,Soy Free",,,"Pure Cane Sugar, Dextrose Anhydrous, Citric Acid, Premium Matcha Tea, Salt, Potassium Citrate, Guayusa Extract, Sodium Citrate, Dipotassium Phosphate, Silicon Dioxide, Stevia Leaf Extract (rebaudioside A), Natural Flavors, Vitamin C (ascorbic Acid), Vitamin B3 (niacinamide), Ground Ginger, Vitamin B5 (d-calcium Pantothenate), Vitamin B6 (pyridoxine Hydrochloride), Vitamin B12 [cyanocobalamin).","Suggested Use: Add 1 stick to 12 ounces of water and shake thoroughly before drinking. Take as needed to support energy throughout the day. Recommended for adults only. If you have a medical condition, consult your doctor before use.,Store in a cool, dry place.",,,
Cure Hydration Lemonade Hydrating Electrolyte Drink Mix 8 Pack Case,$12.99,$15.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_31c32345-ae36-4b8f-8095-cc7c9fd285cf.png 4x,,,"No added sugar. Backed by Science. Powered by Nature. Hydration is the foundation of health. But science shows that staying hydrated often requires more than water alone. Without essential electrolytes like sodium and potassium, we can't replenish ourselves adequately from everyday life: exercise, travel, late nights or illness. That's why we made Cure. Based on the World Health Organization's gold standard of rehydration, known as Oral Rehydration Solution, each packet contains electrolytes and glucose to facilitate hydration. ORS is as effective as an IV drip, but way more convenient. Plus, Cure's plant-based formula has no added sugars, just natural fruit flavors you'll love to drink. Science has never tasted this good. Science backed hydration. Please recycle. Women Owned.","Coconut Water Powder, Organic Flavor, Non-gmo Citric Acid, Lemon Juice Powder, Pink Himalayan Salt, Sodium Citrate, Organic Stevia Extract, Monk Fruit Extract.","Instructions: Mix one packet into 8 - 16 oz of cold water. Drink as needed to hydrate.,Store packets in a cool, dry place.",Contains: coconut,,
"DripDrop Electrolyte Drink Mix, Bold Variety",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2c39b5cd-3e91-4d57-aa5b-c49a2656835a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ed75b1a1-3442-4386-8a96-6363052d893b.png 4x",,,,"Sugar, Fructose, Sodium Citrate, Citric Acid, Natural Flavor, Potassium Citrate, Magnesium Citrate, Dextrose, Salt, Silicon Dioxide, Ascorbic Acid [vitamin C], Fruit And Vegetable Juice As Color, Turmeric (lemon), Beta Carotene As Color (orange), Sucralose, Zinc Aspartate.","Suggested Use: Mix one stick with 8 oz (237 ml) water.,Store in a cool dry place.",,,
Wyler's Light Drink Sticks Low Calorie Strawberry Lemonade,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0cf63a10-fff0-4c7d-982c-7ef9f2350413.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6f97aa06-5956-4013-86cb-bd3ba8a38fef.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fc6d35d3-8ba0-40c0-8179-2cf3f9778801.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7ad5d578-4280-435a-b0a7-315d6aadc84f.jpg 4x",,,"If getting your family to drink enough water is a chore, Wyler’s Light drink mix can make hydration taste great! With just 5 calories per packet and no sugar, Wyler’s Light drink mix is a better choice than most soft drinks and comes in a wide variety of flavors. Wyler’s Light singles to go are also an excellent source of vitamin C. Convenient and easy, Wyler’s Light singles are perfect for adding to the average water bottle. Wyler’s Light powder packets to go are perfect for taking to the office, gym, backyard gatherings or anywhere in between.","Citric Acid, Potassium Citrate, Aspartame*, Natural And Artificial Flavors, Maltodextrin, Contains 2% Or Less Of The Following: Acesulfame Potassium, Ascorbic Acid (vitamin C), Magnesium Oxide, Red 40. *phenylketonurics: Contains Phenylalanine","Mixing Directions: Sip from a full bottle of water to make room for powder. Pour one stick into a 16.9 fl. oz. bottle of water (use 20 fl. oz. bottle of water for milder flavor). Shake bottle or mix well until powder dissolves.,More ways to enjoy Wyler's Light: in a smoothie recipe; as a slushie; to color & flavor white frosting; over snow cones.","Simply sip from the bottle to make room for the powder, pour in the flavor of your choice and shake bottle to mix – or stir well into a glass of water. For a milder flavor, mix with a 20 fl. oz bottle of water rather than a standard 16.9 oz bottle.",,
Kool-Aid Unsweetened Pink Lemonade Naturally Flavored Powdered Soft Drink Mix,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_209fae7f-130c-4784-b349-fc1545804edd.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_465e3297-e5e7-483e-846d-2d66765c1d46.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bd9c0005-da38-4a28-93c1-df8b6ac14f88.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_70e75f48-312b-4208-91eb-c480bba7f26e.jpg 4x",,,"Kool-Aid Naturally Flavored Pink Lemonade Unsweetened Powdered Drink Mix is a delicious way to stay hydrated. This unsweetened powdered lemonade mix makes it easy to prepare a tasty pink lemonade drink, just mix it with water and sugar or your sweetener of choice. Quench your thirst with the refreshingly sweet taste of pink lemonade. With no caffeine, this artificially flavored powdered drink mix is always a great choice for the whole family. It's also a good source of vitamin C. These handy packets of unsweetened pink lemonade drink ensure that you always have a refreshing beverage ready-to-go. To prepare, empty contents of this 0.23 ounce drink mix packet into a plastic or glass pitcher. Add 1 cup of sugar or sweetener. Then, just add ice and water and stir for a 2 quart supply of tasty pink lemonade Kool-Aid.,• One 0.23 oz packet of Kool-Aid Naturally Flavored Pink Lemonade Unsweetened Powdered Drink Mix,• One packet of Kool-Aid Naturally Flavored Pink Lemonade Unsweetened Powdered Drink Mix makes a 2 quart pitcher,• Powdered drink mix packet makes it easy to prepare a tasty drink — just mix with water and sugar,• Bursting with refreshingly sweet pink lemonade flavor,• Unsweetened pink lemonade drink mix powder is a good source of vitamin C and contains no caffeine,• Combine powdered pink lemonade drink mix with sugar in a bottle of water to take-on the-go,• Drink mix packets are individually sealed until you're ready to enjoy","Citric Acid, Calcium Phosphate, Maltodextrin, Salt, Contains Less Than 2% Of Ascorbic Acid (vitamin C), Natural Flavor, Artificial Color, Red 40","Empty Contents Into Large Plastic Or Glass Pitcher. Add 1 Cup Sugar Or 1 Cup Splenda® No Calorie Sweetener, Granulated (More Or Less To Taste). Add Cold Water And Ice To Make 2 Quarts; Stir To Dissolve. Do Not Store In Metal Container. When Prepared With Sugar, One Serving Contains 100 Calories, 25G Total Carb And 25 Sugars. When Prepared With Splenda® No Calorie Sweetener, One Serving Contains 15 Calories, 3G Total Carb And 3G Sugars.",,,
Crystal Light Cherry Pomegranate Naturally Flavored Powdered Drink Mix,$5.19,$5.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5a8bed80-a38e-4559-8f47-a92e186495a3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_28603741-ae3e-4578-9b3c-b58781f35f1a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_55edd298-5bef-4620-a0f2-492e2bf64323.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f8071fdd-87c9-4985-8d24-4f334b3295e4.jpg 4x",Gluten Free,,"Crystal Light Naturally Flavored Cherry Pomegranate On-the-Go Powdered Drink Mix is a deliciously fruity drink you can enjoy wherever the day takes you. With zero sugar and 10 calories per packet, Crystal Light fruit flavored water enhancer is a sweet alternative to juice and soda and has 90 percent fewer calories than leading beverages (this product 10 calories, leading beverages 70 calories), so you don't have to choose between taste and calories. Each 0.11 ounce single serve packet in our 10 count box of powdered drink mix singles fits easily in your bag, desk or glove box, so you can enjoy a refreshing glass of Crystal Light anytime, anywhere. Simply empty one packet of drink powder into a bottle of water or a glass with 2 cups of water, shake or stir, and enjoy! All the flavor and only 10 calories per packet, just the way you like it.,• Ten 0.11 oz packets of Crystal Light Naturally Flavored Cherry Pomegranate On-The-Go Powdered Drink Mix,• Crystal Light powdered drink mix packets are small and easy to pour for convenient on-the-go water flavor,• Our individual drink packets are ideal for adding refreshing flavor to a standard 16.9 fl oz water bottle,• Give yourself a boost with our cherry pomegranate flavored water powder,• Fruit drink powder made with zero sugar and 10 calories per packet for guilt-free refreshment,• Pour the contents of the powdered drink mix packet into water,• Empty one packet into a bottle of water or a glass with 2 cups of water, shake or stir, and enjoy","Citric Acid, Maltodextrin, Aspartame†, Contains Less Than 2% Of Natural Flavor, Ascorbic Acid (vitamin C), Magnesium Oxide, Acesulfame Potassium, Blue 1, Red 40, †phenylketonurics: Contains Phenylalanine","Makes 2 Servings.,1. Empty 1 Packet Into 16.9 Fl Oz Bottle Of Water, Replace Cap.,Or.,Empty 1 Packet Into Tall Glass And Add 2 Cups Of Water.,2. Shake Or Stir Until Dissolved, And Enjoy!,Store Prepared Beverage, Covered, In Refrigerator.,Do Not Store In Metal Container.",Phenylketonurics: contains phenylalanine,,
Ovaltine Rich Chocolate Drink Mix,,$8.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1d8f50f3-608d-44c1-b4ec-ef739b0b2a2d.jpeg 4x,,,"• One 18 oz canister of Ovaltine Rich Chocolate Flavored Drink Mix, Powdered Drink Mix for hot and cold milk,• Chocolatey and yummy, Rich Chocolate Ovaltine provides great tasting, good for you deliciousness,• Rich Chocolate Ovaltine chocolate mix contains no artificial flavors or preservatives,• Ovaltine Rich Chocolate Mix is a good source of 12 vitamins and minerals, including iron, zinc, vitamins A, D and E, when prepared as directed,• Mix Rich Chocolate Ovaltine with 8 fl oz of cold or hot dairy or plant based milk,• Store this canister of Ovaltine Rich Chocolate Mix in a cool, dry place with the lid tightly closed,• SNAP and EBT Eligible item,Make Your Milk Work Harder With Ovaltine Rich Chocolate Flavored Powdered Drink Mix. A Classic Addition To Milk And Plant Based Dairy, This Powder Drink Mix Gives Milk A Nostalgic Chocolate Milk Taste. Ovaltine Rich Chocolate Mix Is A Good Source Of 12 Vitamins And Minerals Per Serving, Including Iron, Zinc, Vitamins A, D And E, When Prepared As Directed. These Vitamins And Minerals Are Good Additions To The Diets Of Kids And Adults Alike. Additionally, This Rich Chocolate Drink Powder Contains No Artificial Flavors Or Sweeteners. Rich Chocolate Ovaltine Drink Mix Powder Goes Great In A Cold Glass Of Almond Milk For A Dairy-Free Chocolate Milk Or A Warm Mug Of Whole Milk For A Classic Hot Chocolate. It Is Also Perfect As An Ice Cream Topping. Use This Powdered Chocolate Milk Mix In Smoothies And Baked Goods For A Rich Chocolatey Taste. Ovaltine Rich Chocolate Drink Mix Comes In An 18 Ounce Canister Big Enough To Share And Is Shelf Stable When Stored In A Cool Dark Place With The Lid Closed Tightly. Chocolatey And Yummy All In One, Ovaltine Has A Rich Heritage As A Trusted Provider Of Great Tasting, Good For You Deliciousness.","Sugar, Cocoa Processed With Alkal, Beetjuice Color, Whey,caramel Color Natural Flavor, Carrageenan, Soy Lecithin, Salt. Vitamins And Minerals:calcium Carbonate, Magnesium Hydroxide Vitamin C(sodium Ascorbate), Ferric Orthophosphate (iron) Zincsulfate, Vitamine Acetate, Niacinamide, Copper Gluconate, Vitamin B6 (pyridoxine Hydrochloride), Vitamin B1 (thiamine Hydrochloride) Vitamin A Palmitate, Biotin, Vitamin D3.","Enjoy cold or hot mix with milk or plant-based dairy.,Close lid tightly. Store in a cool, dry place.,See bottom of container for best before date.",Contains: milk and soy ingredients. May contain wheat.,,
Crystal Light Decaf Lemon Iced Tea Naturally Flavored Powdered Drink Mix,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ec80add3-9fe3-43c4-a78a-3ef149a212ee.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f125eadc-6161-473c-ac97-e4566c33f053.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_af7874dc-b3c6-4dfb-896b-f5f9a60228b2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d64a7412-03a4-4a79-924d-a4713f8401ad.jpg 4x",,,"Crystal Light Naturally Flavored Decaf Lemon Iced Tea Powdered Drink Mix is a light and refreshing beverage you can enjoy any time of day. With zero sugar and 5 calories per serving, Crystal Light water enhancer drink packets are a sweet alternative to juice and soda and has 90 percent fewer calories than leading beverages (this product 5 calories, leading beverages 70 calories), so you don't have to choose between taste and calories. Crystal Light water flavor drink mix singles are made with real black tea for a refreshingly smooth taste. Our decaf iced tea mix comes in a 6 count canister of perfectly portioned pitcher packets that make 2 quarts or 1 pitcher of Crystal Light each, so there's plenty to share with family and friends. Simply mix one drink powder packet with 8 cups or 2 quarts of water, stir and enjoy! All the flavor and only 5 calories per serving, just the way you like it.,• One 6 ct canister of Crystal Light Naturally Flavored Decaf Lemon Iced Tea Powdered Drink Mix,• Each pitcher packet of Crystal Light iced tea mix makes 5 servings or one 2 quart pitcher,• Crystal Light powdered drink mix dissolves easily when combined with water,• Our flavored water powder keeps you hydrated and happy with real black tea, without the caffeine,• 90 percent fewer calories than leading beverages; this product 5 calories, leading beverages 100 calories,• Combine the powdered iced tea drink mix with water,• Comes in pre-portioned pitcher packets for easy preparation without measuring","Maltodextrin, Citric Acid, Decaffeinated Instant Tea, Aspartame+, Corn Syrup Solids++, Contains Less Than 2% Of Magnesium Oxide, Acesulfame Potassium, Natural Flavor, Artificial Color, Red 40, Yellow 5, Soy Lecithin, Blue 1.","1. Empty Contents Of 1 Packet Into Large Plastic Or Glass Pitcher.,2. Add 2 Quarts (8 Cups) Cold Water. Serve Over Ice Or Refrigerate.,Store Prepared Beverage, Covered, In Refrigerator. Do Not Store In Metal Container.",Contains: soy.,,
"Concord Foods Smoothie, Banana",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_39d23c4c-6fc4-4c68-86d9-976033b0f0c9.png 4x,,,"Just Add: 1 ripe banana, milk & ice. Quick and easy to prepare. Our refreshing smoothie mixes are a great way to add fresh fruit to your diet. Concord Foods - the makers of fine products in the produce department. Visit our website for great recipes! www.concordfoods.com.","Sugar, Corn Syrup Solids, Nonfat Dry Milk, Natural Flavor, Xanthan Gum, Monoglycerides (emulsifier From Soybeans).","You Will Need: 1 ripe medium/large banana (3/4 cup sliced); 1-1/4 cups milk; 1-1/4 cups ice (8 large ice cubes). Easy to Make: Makes 3 (8 fl oz) servings. 1. In a blender, add banana, ice, contents of pouch and milk. 2. Blend on high for one minute.",,,
