Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free
"Celestial Seasonings Tension Tamer, Caffeine-Free Herbal Tea",$4.39,$5.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_022d2696-9137-4ab8-bf9e-43bee53bddd4.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bade0f41-f8e2-47db-93af-30ab1a4e33b1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a3cd0f0c-de9b-45ba-bc15-80cdf7c41c8f.png 4x","Blendmaster's notes: Tension tamer: This soothing blend begins with eleuthero, an Asian herb popular for centuries because of the sense of calm and wellbeing it imparts. We've added cooling peppermint, spicy ginger and tangy lemon flavor to create an uplifting and restorative blend that can bring harmony to any moment of your day. - Charlie Baden, Celestial Seasonings Blendmaster. Bleding herbs, art and inspiration since 1969. The story of celestial seasonings: Back in 1969, we started picking herbs from the fields and forests of the rocky mountains and at that moment, we created America's very first herbal tea. Still blended in boulder by our expert Blendmaster, our uniquely delicious teas are made with the finest ingredients, passion and inspiration. The greatest heroes that the world can know, to women their original must owe. -Mary Collier. Blended in Boulder .Co.","Eleuthero, Peppermint, Cinnamon, Ginger, Chamomile, Lemongrass, Licorice, Catnip, Tilia Flowers, Natural Lemon Flavor With Other Natural Flavors, Hops, Pyridoxine Hydrochloride (vitamin B6), Cyanocobalamin (vitamin B12)",Hot tea by the cup (Always pour boiled water into heat-resistant cup): Pour boiled water over one tea bag. Steep 4 to 6 minutes and remove tea bag. Sweeten if desired. Iced tea by the glass (Always pour boiled water into heat-resistant cup): Pour boiled water over two tea bags. Steep 4 to 6 minutes and remove tea bags. Pour into a tall glass filled with ice.,,Gluten Free,
Bolthouse Farms Vanilla Chai,,$11.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a0e7c89f-8fff-4e4f-8726-2a0d3b99bd3b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8865876c-af61-4401-a13a-a47809ec378d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_932bb729-b1bc-4aae-b889-d62e3f81bdf2.png 4x","Natural green tea, with a hint of vanilla and spice flavors mixed into a creamy drink. All perfectly balanced with 7 grams of protein per serving, it makes for a delicious start to the day or the perfect afternoon snack.","Soy Milk From Concentrate (water, Soy Milk Concentrate), Cane Sugar, Contains 2% Or Less: Soy Protein Concentrate, Natural Flavors, Acacia Gum, Sea Salt, Green Tea (water, Green Tea Extract).","Shake well.,Perishable. Keep refrigerated.",Contains: soy,,
Snapple Peach Tea,$2.49,$2.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_32040088-1316-44d1-95f9-394fa6ec4b42.jpeg 4x,"Naturally flavored with other natural flavors. All natural. Made from green & black tea. 160 calories per bottle. Life's a peach. Made from the best stuff on Earth! At Snapple, we believe life's a peach. We've been living this mantra since we were a small brand in New York in the 80's. Take a sip of our delicious peach tea, and go back to the times of big hair, neon leggings and breakdancing. Ok - not literally, but you can use your imagination. So go ahead, break out the boom box and enjoy the best stuff on Earth. Please recycle. Call us at 1-800-762-7753 or visit us at snapple.com. Gluten free.","Filtered Water, Sugar, Citric Acid, Tea, Natural Flavors.",Refrigerate after opening. Shake it! Then shake the bottle too. Settling is natural.,Safety button pops up when original seal is broken. Reject if button is up.,Gluten Free,
TAZO TEA Organic Chai Tea,,$5.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_281310e9-fab7-4e8e-979d-b2196e541bbb.png 4x,"Tazo® Regenerative Chai Is Made From Ingredients Grown With Regenerative Agriculture Practices And Principles That Improve The Health Of The Soil And Ensure Better Care For The Farmers Who Grow Our Teas. This Robust Blend Of Usda Organic Black Teas Combines Rich Spices Like Cinnamon, Ginger, And Cardamom To Bring You The Full-Bodied Cup Of Chai Of Your Dreams. Plus, It’S Got The Perfect Amount Of Caffeine: Not Too Much, Not Too Little—Just Enough To Give You A Boost, Sans The Jitters. Our Organic Chai Comes Packaged With 16 Individual Tea Bags For Your Sipping Pleasure, And It'S Kosher, Fair Trade And Non-Gmo Project Verified. By The Way, Brewing'S Also A Cinch: Just Bring Fresh, Filtered Water To A Boil, Carefully Pour Water Over Your Black Tea Bag, And Let It Steep For 5 Minutes (The Longest 5 Minutes, We Know). Then, You’Re Good To Take That First Sip! At Tazo®, We’Re A Group Of Tea-Obsessed People On A Mission To Challenge The Status Quo. This Doesn’T Stop At Exciting, New Tea Blends; It Continues With Making The World A Better Place. That Means Investing In Regenerative Growing Practices. Stepping Up For Environmental Justice. And Shining A Spotlight On Important Issues (Like The Climate Crisis) To Help Our Communities—And The Planet. So Choose Your Favorite Blend, Brew A Cup, And Let'S Stir Things Up.","Organic Black Teas*, Organic Ginger*, Organic Cinnamon*, Organic Black Pepper*, Organic Cardamom*, Organic Cloves*, Organic Star Anise*, *fair Trade Certified™ By Fair Trade Usa®",For Best Brewing: 212 degrees F - Bring fresh water to a boil. 8 fl oz - Pour water into cup. 5 min - Add teabag and let it brew. Wait patiently for perfection.,,,
Lipton Black Tea Bags,,$5.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_07564b3b-0496-4128-8fb7-9c8223cb62c8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_da61b97a-a91e-4392-b3bc-3adffffd5e55.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_92071d66-aedf-47d3-ace4-055628ed24b8.jpg 4x","Our Master Blenders Have Created The Ultimate Black Tea Blend, Crafted To Capture A Pure, Natural Tea Taste To Enjoy Any Time Of Day. The Bold, Smooth Flavor Of Lipton Black Tea Comes From Tea Leaves Picked The Moment They’Re Freshest, Then Pressed To Enhance The Tea’S Taste And Aroma For An Unforgettable Tea Experience. Lipton Black Tea Is Made From Real Tea Leaves And Blended To Be Delicious No Matter How You Enjoy It, Whether Hot And Enlivening As You Greet The New Day, Or Iced And Refreshing To Accompany A Midday Snack Or Barbeque With Friends And Family. Lipton Unsweetened Black Tea Is A Delicious Way To Help Support A Healthy Heart As Part Of A Healthy, Balanced Diet*. Daily Consumption Of 2-3 Eight Fluid-Ounce Cups Of Lipton Unsweetened Black Tea Provides Your Body With Naturally Occurring Flavonoids, Which Can Help Support Healthy Blood Circulation Essential For Heart Health. We’Re Also Proud To Say That Lipton Black Tea Is Rainforest Alliance Certified, A Commitment Which Helps Support Sustainable Farming And Farmers Around The Globe. Packaged To Preserve Their Great Taste, All 50 Lipton Black Tea Bags Are Sealed Within Freshness Trays. And With 50 Bags To Enjoy, You’Ll Always Have Plenty Of Your Favorite Tea On Hand. For Your Next Cup Of Tea, We Invite You To Discover The Lipton Difference And Treat Yourself To The Incredible Taste Of Fresh-Brewed Lipton Black Tea. We Believe That Every Cup Of Tea Can Brighten Your Day. *Unsweetened Lipton Black Tea Contains About 170Mg Of Flavonoids Per Serving, No Calories, No Added Sugars, And Is 99.5% Water.",Orange Pekoe And Pekoe Cut Black Tea,"Brew in boiling water 3 - 5 minutes.,Serve with milk, if desired and sweeten to taste.,Quart of Iced Tea,Brew 3-5 tea bags in two cups of boiling water in heat-proof pitcher,Brew 3-5 minutes;keep refrigerated;remove tea bags and sweeten to taste,STir in 3 cups ice cubes until melted",,,
"Twinings Flavoured Black Tea, Lady Grey, Tea Bags",$4.59,$6.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_827147b9-803f-4eef-9086-ba7335483ac0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b4fb3966-ace4-492c-8a5f-a497b4950461.png 4x","Legend has it that the second Earl Grey was presented with this exquisite recipe by an envoy on his return from China. He liked it so much he asked Richard Twining to recreate it for him and future generations of the Earl have enjoyed the blend ever since. Today, each box of Twinings Earl Grey bears the signature of the seventh Earl Grey so the tradition lives on. At Twinings, we take great care to ensure that the Earl Grey you drink today tastes as extraordinary as the one Richard Twining first created, and helps you feel good inside and out . At Twinings, we've been blending Earl Grey tea for nearly two centuries. But sometimes, a little change can be good. That's why we are excited to bring you the Twinings Lady Grey Citrus Black Tea Bags. Although it's hard to top an original, our continuous pursuit of a new and unique teas brought forth Lady Grey® tea- a softer, more elegant version of Earl Grey tea developed exclusively for Twinings. To brew the perfect cup, steep one tea bag for 5 minutes in boiling water. At Twinings, we believe in living well and enjoying life. Backed by generations of trusted knowledge and ethical integrity, our Master Blenders are committed to delivering nature’s goodness and ensuring consistent taste and quality by sourcing the world’s finest herbs, fruits, and teas. From traditional teas to functional blends, Twinings encourages consumers to “Drink in Life” by celebrating the small steps that make wellbeing attainable and remain committed to an optimistic life that is well-lived, one sip at a time.,• To brew the perfect cup of tea, steep one tea bag for 3 minutes in boiling water.,• Black tea is fuller-bodied and has the strongest tea taste,• 20 tea bags,• We believe our drinks can be a force for positive change around the world – from the communities where we source our ingredients to the homes where our drinks are enjoyed.","Black Tea, Orange Peel, Lemon Peel, Natural Citrus Flavours With Other Natural Flavours","Want tips on how to make it? Hot tea: pour boiling water over tea bag, steep for 3-5 minutes, remove & enjoy! Iced tea: fill half a pitcher with boiling water, steep 4 tea bags 3 minutes, remove, add ice to desired strength. Or use 1 tea bag in a heat-resistant glass. Enjoy immediately! Drink hot or iced.,Store in a cool, dry place.,Open here.,Best before date.",,,
"Twinings Black Tea, Flavoured, Chai",$4.59,$6.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_41a07e12-7fd2-4313-b044-49e55cae645f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3bde2b1e-503b-4099-b5e6-9c256f3b1f41.png 4x","The finest black tea expertly blended with the sweet and the savoury spice flavours of cinnamon, cardamom, cloves and ginger to deliver a flavourful tea with a warm, soothing aroma and fresh, spicy taste.,Chai Soothing, Spicy & Aromatic:,For over 300 years, Twinings has been sourcing and blending the finest, high-quality teas from around the globe to ensure that your tea has the perfect balance of tea taste, flavour and aroma. Twinings blends to perfection the finest black teas with the sweet and savoury spice flavours of cinnamon, cardamom, cloves and ginger to give you a line of great-tasting Chai teas with a bold, spicy taste and rich, vibrant aroma.,The Twinings Story:,In 1706 Thomas Twining began selling fine tea from an English storefront in The Strand, London. Today, Twinings still sells some of the world's best teas from the original store and in more than 100 countries throughout the world.,Fine black tea perfectly balanced with the sweet and savoury spice flavours of cinnamon, cardamom, cloves and ginger.","Black Tea, Natural Chai, Cinnamon And Ginger Flavours With Other Natural Flavours, Cardamom, Clove.","Want tips on how to make it? Hot Tea: Pour boiling water over tea bag, steep for 3-5 minutes, remove & enjoy! Iced Tea: Fill half a pitcher with boiling water, steep 4 tea bags 3 minutes, remove, add ice to desired strength. Or use 1 tea bag in a heat-resistant glass. Enjoy immediately!,Drink hot or iced.,Store in a cool, dry place.",,,
"Bigelow Herbal Tea, Plus Zinc, Caffeine Free, Ginger Honey, Tea Bags",$4.09,$5.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d3c573fc-e027-4936-8d7a-c45a07ffcd2b.jpeg 4x,"Family tea blenders since 1945. Plus zinc supports healthy lifestyle. 18 Tea bags individually wrapped in foil pouches. Freshness stays in. Air and moisture stay out. Bigelow (hashtag)TeaProudly. A Moment Just For You: For three generations, our family has remained passionately dedicated to a lifelong love for tea. We are proud of only using the highest quality ingredients and creating the most unique recipes. After all, tea, that's all we do. We hope our teas provide you with some well-deserved comfort during your day, because we want a cup of Bigelow tea to be a moment just for you. That's what we hope for. - The Bigelow Family Eunice, Cindi & David. Every cup counts. Protected in Foil: To maintain the integrity of our carefully selected ingredients, we wrap each tea bag in a foil pouch to ensure the fullest flavor, freshness, and aroma. Cafe-O-Meter (Represents average caffeine content; individual products may vary): Coffee 100-120 mg; Black 30-60 mg; Green tea 25-50 mg; Decaf tea 1-8 mg; Herbal tea 0 mg. Our Family is Proud of Our Recipe: Each ingredient below has been carefully selected by the Bigelow family to deliver an uncompromised quality tea experience. This herbal blend of zesty ginger with a touch of the smooth, sweet flavor of honey provides a delicious way to include zinc as part of your daily routine. Enjoy a cup of this soothing tea any time of day. 100% American family owned. Proud to be: Zero-landfill company. Green-e: Made with 100% certified renewable energy. Our tea bags are compostable. Certified B Corporation. Simply Doing the right thing. This certification recognizes our commitment to the highest standards of social and environmental impact.","Ginger, Rooibos, Fennel, Rosehips, Zinc Gluconate, Pumpkin Seeds, Natural Honey Flavor, Natural Honey Granules","How To Make a Perfect Cup: Start with fresh cold water and bring to a rolling boil. Pour over tea bag, steep for 4 minutes (or whatever time you like), remove bag. For iced tea by the glass, steep longer & pour over ice. Enjoy!",,Gluten Free,
Traditional Medicinals Breathe Easy Tea,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0960d981-7dcf-459a-abc6-3a79a3e9c839.png 4x,"Our unique formula taps into both Western herbalism—with traditional herbs like fennel, licorice and eucalyptus—and Traditional Chinese Medicine, with Bi Yan Pian, a beloved blend of eleven Chinese herbs. Engage your senses with the herbal remedy that has supported lungs for over four decades.","Propriety Blend: Organic Peppermint Leaf, Organic Ginger Rhizome.",POUR 8 oz. freshly boiled water over 1 tea bag. COVER & STEEP for 10-15 min. SQUEEZE tea bag to ensure maximum goodness.,"Consult your healthcare practitioner prior to use if you have low potassium levels, if you are taking corticosteroids, cardiac glycosides such as digoxin, or potassium-depleting medications. Do not use this product if you have inflammatory disorders of the digestive tract or bile duct, impaired kidney or liver function, high blood pressure or heart disease; if you are allergic to plants in the daisy (Asteraceae) family, or plants in the parsley (Apiaceae) family; or if pregnant or breastfeeding unless otherwise directed by your healthcare practitioner. Not recommended for use with children under 12 years of age.",,
Traditional Medicinals Organic Mothers Milk Tea,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_08a0ff77-96b4-4ceb-bff0-6fd48db277ae.png 4x,"Inspired by a Traditional European Medicine combination passed through generations of women, our time-tested formula uses fennel, anise, coriander, fenugreek and blessed thistle to help promote lactation.* Moms have been trusting us to help feed their little ones with this tea for over four decades.","Proprietary Blend: Organic Spearmint Leaf, Organic West Indian Lemongrass Leaf, Organic Lemongrass Leaf, Organic Verbena Leaf, Organic Marshmallow Root.",POUR 8 oz. freshly boiled water over 1 tea bag. COVER & STEEP for 10-15 min. SQUEEZE tea bag to ensure maximum goodness.,"This product is intended for use when nursing. Please discuss use of this product, and any other supplement products, with your lactation consultant, midwife or other healthcare practitioner. Do not use this product if you are allergic to plants in the parsley (apiaceae) family, such as fennel or coriander, or plants within the daisy (asteraceae) family such as chamomile, echinacea or blessed thistle. If pregnant and breastfeeding, consult your lactation consultant, midwife or other healthcare practitioner prior to use.",,
Yogi Tea Green Tea Super Antioxidant,$4.50,$5.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8d8d76da-b1b6-46ae-ae89-351df94457da.png 4x,"Yogi Green Tea Super Antioxidant tea is purposefully formulated to supply antioxidants and support overall health. We combine our select blend of Green Tea with Pomegranate Extract, which supplies naturally potent antioxidants. Lemongrass adds bright citrus flavor, while Licorice and Jasmine Green Tea lend sweet and floral notes. Rejuvenate with a fragrant cup of Yogi Green Tea Super Antioxidant tea.*","Organic Lemongrass, Organic Green Tea Leaf**, Organic Licorice Root, Organic Jasmine Green Tea Leaf**, Organic Alfalfa Leaf, Organic Burdock Root, Organic Dandelion Root, Organic Pomegranate Extract, Organic Amla Fruit (Amalaki), Organic Belleric Myrobalan Fruit (Bibhitaki), Organic Chebulic Myrobalan Fruit (Haritaki).","Get the most out of every cup. Bring water just to boiling and steep 3 minutes. For a stronger tea, use 2 tea bags.",Contains caffeine,,
TAZO TEA Passion,,$5.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_258a09bf-0919-4111-b8a2-ec803534fb5c.png 4x,"Add Some Joy To Your Day With An Invigorating Cup Of Tazo Passion Herbal Tea. These Tea Bags Are Infused With Refreshing Hibiscus, Orange Peel, Rose Hips, And Passion Fruit Flavor. A Suprising Tropical Twist Of Delicious Flavors, Tazo Passion Herbal Tea Is Also Incredibly Easy To Make. Simply Add An Unsweetened Tea Bag To Your Favorite Cup, Top It With Hot Water, And Let It Brew For 5 Minutes To Unleash Each Brilliant Flavor. Whether You’Re Drinking It As Your Morning Tea Or As An Afternoon Refreshment, You Can Enjoy Passion Herbal Tea Hot Or Cold Using The Instructions On The Packaging. This Herbal Blend Is Caffeine-Free, Meaning You Can Enjoy It At Any Time Of Day. Plus, Tazo Passion Herbal Tea Is Non-Gmo Project Verified And Kosher Certified, So You Can Feel At Ease While Sipping This Unexpected Blend Of Tea And Herbs. This Tea, Like All Tazo Teas, Is Carefully Crafted With Fine-Quality Tea Sourced From Around The World And Botanicals Meticulously Blended To Combine Each Complex Flavor In A Unique Way. Each Box Of Tazo Passion Herbal Tea Contains 20 Individually-Wrapped Herbal Tea Bags To Preserve Its Bright Flavor And Tropical Aroma.","Hibiscus Flowers, Natural Flavor, Citric Acid, Licorice Root, Orange Peel, Cinnamon, Rose Hips, Lemongrass, Hibiscus And Elderberry Extract (for Color)",For Best Brewing: 212 degrees F bring fresh water to a boil and allow to cool slightly. 8 fl oz pour water over the tea bag in cup. 5 min let it brew. Wait patiently for perfection.,,,
Bigelow English Teatime Black Tea,$4.09,$5.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_71c30ae3-85e9-4633-9717-2b092ea4e2ec.jpeg 4x,"Family tea blenders since 1945. Tea bags individually wrapped in foil pouches. Freshness stays in. Air and moisture stay out. Dedicated to Giving You More: Selecting premium tea leaves is essential to a superior cup of tea, which is why we use hand-picked tea grown at high elevations. The cool misty mountain peaks provide optimal conditions for producing tea leaves without any bitterness. Our family has been using the same high elevation tea gardens for over 75 years maintaining the quality standard that my grandmother set in 1945. - The Bigelow Family. Cindi Bigelow, President & CEO, 3rd Generation. Visiting tea gardens in India. Every cup counts. Protected in Foil: To maintain the integrity of our carefully selected ingredients, we wrap each tea bag in a foil pouch to ensure the fullest flavor, freshness, and aroma. Bigelow Black Tea Blend: English Teatime Our Family is Proud of Our Recipe Our black tea has been carefully selected by the Bigelow family to deliver an uncompromised quality tea experience. That is why we only use tea grown on the misty mountain tops in high elevation gardens to create a special blend that is full-bodied and smooth. English Teatime is the perfect cup to enjoy any time of day. Proud to Be: Zero-landfill company. Green-E: Made with 100% certified renewable energy. Ethical tea partnership. Certified B Corporation. Simply Doing the Right Thing: This certification recognizes our commitment to highest standards of social and environmental impact.",Black Tea,"How to Make a Perfect Cup: Start with fresh cold water and bring to a rolling boil. Pour over tea bag, steep for 2 - 4 minutes (or whatever time you like), remove bag. For ice tea by the glass, steep longer & pour over ice. Enjoy. Caff-O-Meter (Represents average caffeine content: individual products may vary) content per serving: Coffee: 100-120 mg; Black Tea: 30-60 mg; Green Tea: 25-50 mg; Decaf Tea: 1-8 mg; Herbal Tea: 0 mg.",,Gluten Free,
"AriZona Sweet Tea, Real Brewed, Southern Style",,$1.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cf6da01c-036e-4a29-82c8-93dc6a9c04a9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a4737d77-64dd-447f-ae81-0e7e632fed27.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7b38a192-4abe-4724-9f97-1cba3c19fe83.png 4x","Real brewed. 100% natural. No preservatives. No synthetic color. An American company. Family owned & operated.,• No Preservatives/No Artificial Preservatives,• No Synthetic Colors,• No Artificial Flavors,• Natural","Premium Brewed Blend Of Black Teas Using Filtered Water, High Fructose Corn Syrup (glucose-fructose Syrup), Citric Acid, Natural Flavors","Shake well.,Refrigerate after opening.",,,
Gold Peak Diet Tea,,$2.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1685b6c1-04c2-4fed-9058-6feec2ef935e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cf2f80f8-f248-4fd1-9143-1c0e0d654422.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_16d444fb-c744-4cf5-921e-bb78ed1de503.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fe807c5f-a2a6-413e-985a-9846522c0b1a.jpg 4x","Gold Peak is real brewed tea made from tea leaves picked for peak taste - enjoy the zero-calorie option, Gold Peak Zero Sugar Tea. Tea bursting with refreshingly natural flavors. Perfect for the whole family, these convenient bottles let you take real brewed tea wherever you go.,Whether it’s a picnic in the park, watching the game, or a backyard barbeque, get that delicious fresh brewed flavor with every sip. Gold Peak Zero Sugar Tea is a zero-calorie tea that uses pure filtered water for a difference you can taste.,Gold Peak has a variety of real brewed flavors that pair marvelously with any occasion, from unplanned get-togethers, to holiday traditions. And the fresh flavor makes any meal feel like home cooking, whether it’s lunch on-the-go or family takeout night, Gold Peak’s real taste will match those real moments.,There’s a variety of Gold Peak Teas to choose from, whether you like zero-sugar teas, sweetened real brewed teas or unsweetened real brewed tea options. We have a collection of classic flavors like Gold Peak Lemon Tea, Gold Peak Green Tea and Gold Peak Lemonade Tea and even offer refreshing flavors that are available nationally, like California Raspberry Tea and Georgia Peach Tea.,Real Brewed. Real Tea. Real Good.,• Gold Peak Real Brewed Zero-Sugar Black Tea,• High quality tea leaves make for a flavor so refreshing you’ll swear it was homemade,• Real Brewed Tea with no sugar for a zero calorie, sweet tea,• 52 fl oz bottle of Gold Peak Diet Tea,• Enjoy the taste of Gold Peak Real Brewed Tea in a variety of flavors","Brewed Tea (filtered Water, Black Tea Leaves), Phosphoric Acid, Aspartame, Acesulfame Potassium",Keep refrigerated.,Phenylketonurics: contains phenylalanine,,
"Pure Leaf Brewed Tea, Lemon",$10.99,$13.79, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_47bcbb49-72e7-4ab9-903c-42e0ed40febd.jpeg 4x,"At Pure Leaf, no is at the heart of mastering tea. We say no to artificial flavors, no to tea powders and concentrate, and no to anything that doesn't make our iced tea better. Let's say no to the things that don't matter - in tea and in life - so we can say yes to more things that do.,• Brewed from real tea leaves picked at their freshest, never from powder or concentrate,• Lemon flavor,• No artificial sweeteners or added color,• Includes six 16.9 oz bottles","Brewed Black Tea*, Sugar, Citric Acid, Natural Flavor, Citrus Pectin.",Refrigerate after opening.,,,
Traditional Medicinals Organic Lemon Everyday Detox Tea,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dbf47560-8d94-4146-a3e9-3cbc7d00b383.png 4x,"This traditional European herbal formula helps beautify the skin, break down fats, and promote flushing of the kidneys.* Using burdock to support the skin, dandelion to support the liver, nettles for kidneys, and cleavers for kidneys and the lymph, this light and bright blend tastes as good as it feels.*","All Herbal Ingredients: Organic Burdock Root, Organic Stinging Nettle Leaf, Organic Cleavers Herb. Proprietary Blend: Organic Dandelion Root, Organic Lemon Peel, Organic Lemon Myrtle Leaf (Backhousia Citriodora) Oil on Gum Arabic.",POUR 8 oz. freshly boiled water over 2 tea bags. COVER & STEEP for 10-15 min. SQUEEZE tea bag to ensure maximum goodness.,"Consult your healthcare practitioner prior to use if you have kidney failure, diabetes, or heart failure. Do not use if you are allergic to plants of the daisy (Asteraceae) family. Do not use if you have liver or gall bladder disorders, or obstructions of the bile duct or intestinal tract, or in cases of active peptic ulcer. Do not use if pregnant or breastfeeding. In sensitive individuals, mild stomach upset may occur from use of stinging nettle. Discomfort due to gastric hyperacidity may occur after taking bitter herbs. This product should be used for periods of up to 2 weeks, followed by a break before resuming. Not recommended for use with children under 12 years of age.",,
Liquid Death Rest In Peach Iced Tea With Agave & Vitamins,,$2.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8550090a-20a5-4c2c-a06c-54c7bfd3d52a.png 4x,"- 30 calories,- 6g of sugar from real agave,- Microdose of 30mg of natural caffeine,- Enhanced with B vitamins,- Infinitely recyclable aluminum cans,- Limited edition art on bottom of each case,These psychotic cans of peach iced tea are dead set on using natural agave and B-vitamins to savagely murder your thirst and turn its insides into balloon animals to book gigs at children’s birthday parties.","Water, Agave Nectar, Black Tea, Citric Acid, Natural Flavor (Peach, Pear, Apricot), Pyridoxine Hydrochloride (Vitamin B6), Cyanocobalamin (Vitamin B12).",{},,,
"Lipton Green Tea, Citrus",,$2.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_38360df2-1dcb-4976-bb1c-ccee3f39e1a1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a0f99017-05f5-4d95-82c8-f8e1670e327c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a5941ea8-55b4-428b-ac30-8d2f050539ba.png 4x","Lipton iced tea is made from the finest tea leaves in the world. It features a clean, pure taste that includes tea flavonoids and hints of fruit. 100% natural, with a clean, pure taste, Lipton iced tea pairs brilliantly with meals, parties, or breaktime, at home or on the go.","Water, Sugar, Citric Acid, Sodium Polyphosphates (to Protect Flavor), Green Tea, Natural Flavor, Ascorbic Acid (vitamin C), Potassium Sorbate (preserves Freshness), Phosphoric Acid, Acesulfame Potassium, Calcium Disodium Edta (to Protect Flavor), Citrus Pectin.",Refrigerate after opening.,,,
