Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,Milk Free
Big Easy Pop Strawberry Lemon,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_63fa6bd6-6ce0-4729-a9aa-bd88c8b84b16.png 4x,,,,"Carbonated Water, Organic Agave Syrup, Organic Allulose Syrup, Prebiotic Fiber (Organic Acacia Fiber), Organic Concentrated Strawberry Juice, Organic Natural Flavors, Citric Acid, Organic Concentrated Lemon Juice, Organic Monkfruit, Fruit & Vegetable Juice for Color, Probiotics (Bacillus Subtilis DE111).","Do not shake.,Consume after opening.,Keep refrigerated.","This product is not intended to diagnose, treat, cure or prevent any disease.",
Live Soda Organic Spicy Cherry Berry Gut Supporting Soda,,"$2.49Buy 1, get 1 free", https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ce20b284-cf9a-453e-8e9d-c5b24ebdf7ba.png 4x,,,,"Organic Kombucha (organic Tea, Organic Sugar, And Organic Kombucha Culture Fermented In Purified Water), Natural Flavors, Organic Stevia Extract",,,
"Better Booch Kombucha, Morning Glory",,$2.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_26d76d5c-4bf5-4a8f-bc89-0c5fe9bb82b7.jpg 4x,Gluten Free,,"Sparkling probiotic tea. USDA Organic. Certified Organic by Certifiers.Gluten Free. Vegan. Non-GMO Project Verified. nongmoproject.org. Premium small craft. Peach + black tea. Better for you. We believe when you have your health, you have freedom-freedom to create, explore, set goals and crush them. So, we crafted Better Booch to keep you going strong. Thank you for allowing us to be a part of your journey. The best just got better! - Trey & Ashleigh, Founders. Morning Glory: Introducing your new morning ritual! This peach black tea booch, with it's naturally existing L-theanine, helps sharpen your focus and keeps you cool while navigating challenging situations, like your morning commute. Raw. Live with intent. Don't worry, any sediment is part of the natural kombucha properties. Why cans are better. Cans keep out all UV rays, so those live probiotics stay active. Can go where bottles cannot. Take it to the beach, lake, or park for better picnic! betterbooch.com. (at)betterbooch. Twitter. Instagram. 5 cents from every Better Booch can sold is donated to the program in natural therapies at city of hope. BPA free. Please recycle. Less than 0.5 alcohol by volume.","Organic Kombucha Tea (purified Water, Organic Cane Sugar, Organic Black Tea, Kombucha Culture [yeast, Bacteria]), Bacillus Subtilis De1110*, Natural Peach Flavor",Perishable. Keep refrigerated.,,
"GT's Living Foods Kombucha, Raw, Guava Goddess",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_62689586-f34f-4b54-95de-ebc3b463227e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0b4f3b95-b935-4d54-8428-d40ff5b1ba82.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c8143117-b6d1-455d-93fa-37841f970cc8.png 4x",,,,"GT's Kombucha (Organically Produced) (Kombucha Culture (Organically Produced), Black Tea (Organically Produced), Green Tea (Organically Produced), Kiwi Juice (Organically Produced)), Guava Puree (Organically Produced), and 100% Pure Love!!!","Do not shake. Swirl gently.,Store upright. Keep refrigerated. Naturally effervescent. May leak or burst if unrefrigerated.","If you are pregnant or breastfeeding, please consult with your healthcare professional before consuming our products. Please Note: Kombucha is a fermented tea that has naturally occurring alcohol. Do not consume if you are avoiding alcohol due to pregnancy, allergies, sensitivities, or religious beliefs.",
"GT's Living Foods Kombucha, Watermelon Wonder",,$11.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0994cf16-cfaf-456e-b459-4991dbff9118.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8a6cadfb-d038-4438-b725-4b05d85425d4.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_df3408c8-fa2f-4552-b7d5-94bc9c2c1b80.png 4x",Gluten Free,,"Aminos + polyphenols. Enzymes + probiotics. Renew. Rebalance. Rebuild. Reclaim. Rekindle. Recharge. 9 billion living probiotics. Living food for the living body. The Most Powerful Kombucha You Can Buy: That is the standard I set when I bottled my first batch of Kombucha in 1995. To this day, every small batch is traditionally cultivated in 5-gallon glass vessels for 30 days - the longest ferment of any brand- using heirloom living cultures to naturally develop the most nutrients possible. I promise to always craft with pure love and true intentions, to nourish your body and nurture your health. - GT Dave, Founder. Raw Is Real: If Kombucha is not raw, then it's not the real deal. When heated (pasteurized), filtered, or made from concentrate, Kombucha's innate nutritional goodness is compromised and weakened. But don't just take our word for it; you can see the authenticity in every one of our bottles. They're always refrigerated, have visible culture strands. and offer a bright, tangy bite. Words of Enlightenment: A problem is an opportunity for creativity. - Jennifer Grimaudo, Artist San Diego, CA. Naturally effervescent. Please recycle.,• Organic,• Kosher,• Gluten Free,• Vegan","Gt's Kombucha* (kombucha Culture*, Black Tea*, Green Tea*, Kiwi Juice*), Fresh Pressed Watermelon Juice*, Cherry Juice*, Fresh Pressed Lime Juice*, 100% Pure Love!!!, *organically Produced",Keep refrigerated.,"If you are pregnant or breastfeeding, please consult with your healthcare professional before consuming our products. Do not shake. Swirl gently. May leak or gush if unrefrigerated. Please Note: Kombucha is fermented tea that has naturally occurring alcohol. Do not consume if you are avoiding alcohol due to pregnancy, allergies, sensitivities, or religious beliefs.",
"GT's Living Foods Raw Kombucha, Hibiscus Ginger",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_edf2a40c-9257-4c7a-997b-95aafbc8d644.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f6f45504-b395-42c1-ac3a-705986d0ed05.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_43c03a9c-5d05-4131-b6fb-73eea75dde30.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_073cf810-3549-4c68-8867-4458615dc8d4.png 4x",,,"Begin Within: Begin with a sip of liquid life and a bold bite that's undeniably electric. Begin with a drink that is living - bubbling with nutrients and billions of probiotics. Begin with energy that nourishes your body's vitality, making you feel more alive. Begin with a taste that transforms you from within. GT Dave, Founder.","Gt's Kombucha* (kombucha Culture*, Black Tea*, Green Tea*, Kiwi Juice*), Hibiscus*, Fresh Pressed Ginger Juice*, Lemon Juice*, 100% Pure Love!!!, *organically Produced",Keep refrigerated. Naturally effervescent. May leak or gush if unrefrigerated. Store upright.,"Please note: kombucha is a fermented tea that has naturally occurring alcohol. Do not consume if you are avoiding alcohol due to pregnancy, allergies, sensitivities, or religious beliefs.,if you are pregnant or breast feeding, please consult with your healthcare professional before consuming our products.",
"Better Booch Kombucha, Ginger Boost",,$2.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d641c129-bb22-4363-80b2-9ea2e92c5dee.jpg 4x,Gluten Free,,"Sparkling probiotic tea. USDA Organic. Certified Organic by Organic certifiers. Vegan. Gluten free. Non GMO Project verified. nongmoproject.org. Premium small craft. Ginger + lemongrass + mint. Better for you. We believe when you have your health, you have freedom-freedom to create, explore, set goals and crush them. So, we crafted Better Booch to keep you going strong. Thank you for allowing us to be a part of your journey. The best just got better! - Trey & Ashleigh, Founders. A subtle blend of ginger and mint makes for a match made in heaven. Crafted to improve digestion and brain function, this natural boost is your new best friend. Raw. Live with intent. Don't worry, any sediment is part of the natural kombucha properties. Why cans are better. Cans keep out all UV rays, so those live probiotics stay active. Can go where bottles cannot. Take it to the beach, lake, or park for better picnic! betterbooch.com. (at)betterbooch. Twitter. Instagram. 5 cents from every Better Booch can sold is donated to the program in natural therapies at city of hope. BPA free. Please recycle. Less than 0.5% alcohol by volume.","Organic Kombucha Tea (purified Water, Organic Cane Sugar, Organic Black Tea, Kombucha Culture [yeast, Bacteria]), Organic Ginger, Organic Lemongrass, Organic Peppermint, Organic Spearmint, Organic Orange Peel",Perishable. Keep refrigerated.,,
"Brew Dr. Kombucha Crisp Apple, Organic Kombucha",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c8c69a6a-c740-43c6-8310-c2eaddd1d5b1.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cfc4deb1-81e8-4800-a32a-b2b2781841ef.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_485c4a12-98ad-4619-8049-3298b213229e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d844ef81-fc0e-42eb-b9c5-c1f349680779.jpg 4x",,,This delicious blend of Pacific Northwest apples is refreshing to the core,"Brewed tea (water, green tea*), apple juice*, cane sugar*, live kombucha culture (yeast, bacteria)*, lemon juice*, apple essence*, malic acid*. *Organic",,,
"Rowdy Mermaid Kombucha, Savory Peach",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0798d517-a76e-4c4a-8d30-9904a3fb59f8.png 4x,,,"Take me somewhere wild. Return me somewhere responsible. Flavor based on function. Everybody knows what thyme is all about, right. It’s in our spice racks and in the chorus of that famous folk song. But you may not know it’s also an herb with properties that are known to boost immunity. So while you might think we added it in our savory peach brew just for its flavor, it’s also been invited for its function. Because flavor based on function is just peachy.","Brewed Tea (filtered Water, Green Tea*, Black Tea*), Cane Sugar*. Thyme*, Peach Flavor Wonf*. Peach Powder*, Live Cultures* (lactobacillus Plantarum)",Keep me in the fridge.,,
"GT's Living Foods Kombucha, Tangerine Dream",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_42f3f4e2-4b78-4438-9a06-fa5a993b9b27.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d55c6dbd-c34c-4964-abc1-7480515cae26.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e9656ade-1fca-4899-873a-5920460b9799.png 4x",,,"Begin Within: Begin with a sip of liquid life and bold bite that's undeniably electric. Begin with a drink that is alive - bubbling with nutrients and billions of probiotics. Begin with energy that nourishes your body's vitality, making you feel more alive. Begin with a taste that transforms you from within. GT Dave, Founder. Words of enlightenment. First let go of something that doesn't serve you, then grasp onto something that will. - Bea Lavelle professor of health Charleston, NC. Raw is Real: If Kombucha is not raw, then it's not the real deal. When heated (pasteurized), filtered, or made from concentrate, Kombucha's innate nutritional goodness is compromised and weakened. But don't just take our word for it; you can see the authenticity in every one of our bottles. They're always refrigerated, have visible culture strands, and offer a bright, tangy bite.,• Kosher,• Organic,• Gluten Free,• Vegan","Gt's Kombucha* (kombucha Culture*, Black Tea*, Green Tea*, Kiwi Juice*), Tangerine Juice*, Meyer Lemon Juice*, Apricot Juice*, Fresh Pressed Ginger Juice*, Vanilla Extract*, And 100% Pure Love!!!","Do not shake. Swirl gently.,Keep refrigerated.","If you are pregnant or breastfeeding, please consult with your healthcare professional before consuming our products. Please Note: Kombucha is a fermented tea that has naturally occurring alcohol. Do not consume if you are avoiding alcohol due to pregnancy, allergies, sensitivities, or religious beliefs. Naturally effervescent. May leak or gush if unrefrigerated.",
"GreenWise Kombucha, Dragon Fruit Watermelon",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bfc25664-f637-401d-bd57-1544b58cbbca.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_373d0730-6e46-4852-a450-d555ff3e6c02.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2b2f7671-bbbc-4457-bd41-bdc33761dd12.png 4x",,,"• Gluten free. USDA Organic. Certified Organic by Quality Certification services.,• Kosher,• Gluten Free,• Organic","Kombucha (purified Water, Organic Green Tea, Organic Black Tea, Organic Cane Sugar, Kombucha Culture), Organic Watermelon Juice, Organic Dragonfruit Juice.",Keep refrigerated; do not shake.,Kombucha contains a trace amount of alcohol due to natural fermentation (less than 0.5%).,
"Brew Dr. Kombucha Cherry Limeade, Organic Kombucha",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c958d053-d850-48ad-bd6d-707aa54f9d73.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d1144904-6564-4791-adef-a090aa3d900d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_239f2678-f56e-4bb6-8608-7fbf0e11ffa7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aae9bcee-2817-4731-a0f5-0083cc824985.jpg 4x",,,Sweet & juicy cherry mingles with a tart touch of lime.,"Brewed tea (water, green tea*), cane sugar*, dark sweet cherry juice concentrate*, lime juice*, live kombucha culture (yeast, bacteria)*, dark sweet cherry essence*, concord grape essence*, lime extract* *Organic",Keep refrigerated.,Bottle may burst if unrefrigerated.,
"GT's Living Foods Kombucha, Raw, Cosmic Cranberry",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c6c4ff54-ed1d-40e7-94bd-05943429d521.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1e5c7302-9c67-4424-8005-2226f2267ef9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b16a3f10-2e71-4c17-9b01-8321789017c0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_47c19bbd-da9e-49c1-a284-18e8f1f6dffb.png 4x",,,Organic & unpasteurized. Aminos + polyphenols. Enzymes + probiotics. Handcrafted in Los Angeles since 1995. 25 years of authentic kombucha. Remember. Reflect. Rejoice. We make quality happen. gtslivingfoods.com. Contact us: Toll free: (877) 735-8423.,"probiotic bacillus coagulans, S. Boulardii, Polyphenols, Glucuronic Acid, Lactic Acid, Acetic Acid. Organic Gt’s Kombucha (Organic Kombucha Culture, Organic Black Tea, Organic Green Tea, Organic Kiwi Juice), Organic Pure Unsweetened Cranberry Juice.",Keep refrigerated.,Do not shake. Handle with care.,
"GreenWise Kombucha, Organic, Pineapple Spirulina",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b82eff08-4ae2-4c26-870c-70e5e8407dde.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_87f25685-04c4-4074-8bf7-4314d9b7e17b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_abf964e7-1051-48d6-96d3-5586644c6c49.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_676f2bc2-43f5-43a2-af57-f90b8ac9555c.png 4x",,,Gluten free. USDA Organic. Certified Organic by Quality Certification Services. Contains live probiotic cultures. Kombucha contains a trace amount of alcohol due to natural fermentation (less than 0.5%). Strands of cultures may appear. Publix Guarantee: Complete satisfaction or your money back. publix.com/greenwise. Scan for more information. Fermented & bottled in USA with USA & imported ingredients.,"Kombucha (purified Water, Organic Green Tea, Organic Black Tea, Organic Cane Sugar, Kombucha Culture), Organic Pineapple Juice, Organic Spirulina.",Keep refrigerated; do not shake.,Contains live probiotic cultures. Kombucha contains a trace amount of alcohol due to natural fermentation (less than 0. 5%). Strands of cultures may appear,
"GreenWise Kombucha, Organic, Carrot Ginger Turmeric",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d49c45ba-d11d-40bd-b236-e9f3f707c3f7.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_88a52e3c-8099-46b5-b04c-4de81f41ab0f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1cbfc08c-024a-41a2-84c6-42ce5ea03f84.png 4x",,,Gluten free. USDA Organic. Certified Organic by Quality Certification Services. Contains live probiotic cultures. Kombucha contains a trace amount of alcohol due to natural fermentation (less than 0.5%). Strands of culture may appear. Publix Guarantee: Complete satisfaction or your money back. publix.com/greenwise. Scan for more information. Fermented & bottled in USA with USA & imported ingredients.,"Kombucha (purified Water, Organic Green Tea, Organic Black Tea, Organic Cane Sugar, Kombucha Culture), Organic Carrot Juice, Organic Ginger Juice, Organic Turmeric Juice.",Keep refrigerated.,Contains live probiotic cultures. Kombucha contains a trace amount of alcohol due to natural fermentation (less than 0. 5%). Strands of cultures may appear,
"GreenWise Kombucha, Organic, Honeycrisp Apple",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_47b3a8a6-e2cb-40b1-ac5c-a99d0967f5b7.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b942df2f-4363-4c37-9125-0b86c15512fa.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b83a4129-57e9-4676-8642-7c4ad80d5b27.png 4x",,,Gluten free. USDA Organic. Certified Organic by Quality Certification Services. Contains live probiotic cultures. Kombucha contains a trace amount of alcohol due to natural fermentation (Less than 0.5%). Strands of culture may appear. Publix Guarantee: Complete satisfaction or your money back. publix.com/greenwise. Scan for more information. Fermented & bottled in USA with USA & imported ingredients.,"Kombucha (purified Water, Organic Green Tea, Organic Black Tea, Organic Cane Sugar, Kombucha Culture), Organic Honeycrisp Apple Juice.","Do not shake.,Keep refrigerated.",Contains live probiotic cultures. Kombucha contains a trace amount of alcohol due to natural fermentation (less than 0. 5%). Strands of cultures may appear,
"GreenWise Kombucha, Organic, Berry Blend",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bf8a7881-7790-4720-95db-9ff218dc1729.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b203dd44-24f8-4df7-9093-eee69e2028fa.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c5749190-3d5c-4a38-b1ab-f8be47e47540.png 4x",,,Gluten free. USDA Organic. Certified Organic by Quality Certification Services. Contains live probiotic cultures. Kombucha contains a trace amount of alcohol due to natural fermentation (less than 0.5%). Strands of culture may appear. Publix Guarantee: Complete satisfaction or your money back. publix.com/greenwise. Scan for more information. Fermented & bottled in USA with USA & imported ingredients.,"Kombucha (purified Water, Organic Green Tea, Organic Black Tea, Organic Cane Sugar, Kombucha Culture), Organic Blackberry Juice, Organic Blueberry Juice, Organic Raspberry Juice.",Keep refrigerated.,Kombucha contains a trace amount of alcohol due to natural fermentation (less than 0.5%),
"Rowdy Mermaid Kombucha, Strawberry Tonic",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b2dab4a2-3ca0-4fc8-ba08-35344ac70df0.png 4x,,,"Flavor based on function. Our approach to flavor creation never stops at taste. And it always starts with function. The aim when conjuring our strawberry tonic kombucha was to deliver an alchemy where sweet strawberry and bright hibiscus merge with the detoxifying power of dandelion root and prebiotic raw chicory. For a tonic that tempers. Because flavor is our pleasure. But brewing scientifically for a desired effect? That's our everything. Nordic inspired. Take me to somewhere wild. Return me somewhere responsible.,• Contains live probiotics. Low sugar, plant based, Contains less than 0.5% ABV.,• Gluten free. Certified Organic by CCOF. USDA Organic.,• Plant-Based,• Made With Organic Ingredients","Brewed Tea (filtered Water, Green Tea*. Black Tea*), Cane Sugar*. Hibiscus*. Dandelion Root*, Strawberry Flavor Wonf*, Raw Chicory*, Strawberry Powder*, Live Cultures* (lactobacillus Plantarum)",Keep me in the fridge.,,
Live Soda Organic Luscious Cream Gut Supporting Soda,,"$2.49Buy 1, get 1 free", https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_96f4967f-6be5-41f6-8612-33e0ad805863.png 4x,,,,"Organic Kombucha (organic Tea, Organic Sugar, And Organic Kombucha Culture Fermented In Purified Water), Natural Flavors, Organic Stevia Extract",,,
Liquid Remedy Organic Ginger Lemon Kombucha,,$3.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bd8a05e8-80c8-4dd6-be59-858125112dcc.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_50741899-bb4d-4cd9-a628-1878013cf49e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5a985f29-1c37-46b2-bdae-a6f83b4f6161.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_50030748-6ec3-4f70-89cf-eb9b62a75b21.jpg 4x",Gluten Free,,,"ORGANIC RAW KOMBUCHA (CARBONATED WATER, SUGAR*†, BLACK TEA LEAVES*, GREEN TEA LEAVES*, KOMBUCHA CULTURE* (YEAST, BACTERIA CULTURES)), GINGER JUICE*, ERYTHRITOL*, LEMON JUICE*, NATURAL GINGER FLAVOR, STEVIA EXTRACT (STEVIOL GLYCOSIDES*), *CERTIFIED ORGANIC INGREDIENTS, † NO SUGAR REMAINS AFTER LIQUID REMEDY'S TRADITIONAL LONG-AGED FERMENTATION",,,
"Rowdy Mermaid Kombucha, Roaring Pineapple",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_10f23b34-cde6-45d0-ba76-92e4469d7743.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_377bfd2a-af3b-40d8-8392-e847cf6e3248.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_87b68601-c891-4899-ba52-93d4980a52f3.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d20cac29-e57c-47a6-bf20-7f1e99638d7a.png 4x",,,"We are rowdy, hear us roar! Then open wide and sip yourself into a state of pure, tropical enlightenment. Lion's Mane mushroom fiercens your focus with memory and cognitive support. Turmeric takes root with primal anti-inflammatory properties. And succulent Pineapple sweetens the deal to make ﻿Roaring Pineapple™ ﻿the most ferociously fruity way to tame a wild mind.","Brewed Tea (Filtered Water, Rooibos Tea*), Cane Sugar*, Turmeric Extract*, Pineapple Powder*, Pineapple Flavor WONF, Lion’s Mane Mushroom*, Live Cultures* (Lactobacillus Plantarum) *ORGANIC",Keep me in the fridge.,,
"GreenWise Kombucha, Organic, Peach",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cf28a1d8-df5e-4ddc-9158-eb13861b113f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c2a5888e-0c1b-4fb0-9dcb-492a6446db62.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4fdcfddd-9ec2-4847-b2ea-538766d78153.png 4x",,,Gluten free. USDA Organic. Certified Organic by Quality Certification Services. Contains live probiotic cultures. Kombucha contains a trace amount of alcohol due to natural fermentation (less than 0.5%). Strands of cultures may appear. Publix Guarantee: Complete satisfaction or your money back. publix.com/greenwise. Scan for more information. Fermented & bottled in USA with USA & imported ingredients.,"Kombucha (purified Water, Organic Green Tea, Organic Black Tea, Organic Cane Sugar, Kombucha Culture), Organic Peach Juice.",Keep refrigerated; do not shake.,Contains live probiotic cultures. Kombucha contains a trace amount of alcohol due to natural fermentation (less than 0. 5%). Strands of cultures may appear,
"Humm Kombucha Blood Orange, Zero Sugar Probiotic Kombucha",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d20a4566-3029-4933-9f98-2bdd8139f4a3.png 4x,,,"Absurdly tasty. Hello back-of-can reader. You're holding a drink so fizzin' good, you'll have to taste it to believe it. This crazy-delicious 100% real kombucha is packed with billions of probiotics, B12 vitamins - and zero sugar. Yup, you read that right. No refrigeration is necessary. So load up your pantry. Verified non-alcoholic (Contains less than 0.5% alcohol). Never pasteurized. Please recycle.,• Organic,• Vegan","Organic Raw Carbonated Kombucha (filtered water, organic green tea, organic black tea, organic white grape juice*, organic cane sugar*, live kombucha cultures), Allulose Syrup**, Monk Fruit**, Natural Flavors**, Probiotic: Bacillus subtilis, Vitamin B12 (mecobalamin). *Sugar is eliminated during fermentation. **From plant-based ingredients.","Enjoy chilled.,No refrigeration is necessary.",,
"Wild Tonic Blackberry Mint, Sparkling Jun, Probiotic Beverage",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_de135356-61bd-402d-b250-9013a254d74f.png 4x,,,Blackberry tartness balanced by refreshing spearmint notes.,"Filtered Water, Honey,* Tea,* Blackberry Juice Concentrate, Mint*, Natural Blackberry Flavor,* Mint Essence,* Raw Jun Culture.* (*Organic and Non-GMO Ingredients)",Stay cool. Keep refrigerated.,"Do not shake. Notice: Due to natural fermentation, this product contains trace amounts of alcohol and culture, which are normal. If you are pregnant or nursing, please consult with your physician before consuming.",
Health-Ade Organic Ginger Lemon Kombucha 4 Pack Case,,$10.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1a06fbb2-54c8-4c7c-a58b-c1f150852dc3.png 4x,Gluten Free,,"Health-Ade Kombucha combines thirst-quenching, real fruit juice with the living probiotics and organic acids of fermented tea to support a happy gut and a healthier you.,Health-Ade Kombucha is an easy addition to your everyday routine. You can sip on it just like you would a soda or your favorite alcoholic beverage!,• Living probiotics and gut healthy acids to promote feeling good from the inside out,• No artificial sweeteners, colors, or flavors,• Natural antioxidants from tea,• Blended with real fruit juice for delicious, refreshing flavor","Organic Kombucha*, Cold-pressed Ginger Juice*, Cold-pressed Lemon Juice*, Live Active Cultures (bacillus Coagulans Mtcc 5856) Filtered Water, Acids From Fermentation (acetic+, Lactic, Gluconic, Tartaric), Cane Sugar+, Live Kombucha Cultures, Black Tea+, Green Tea+, Carbonation",,,
"Humm Kombucha Peach Tea, Zero Sugar Probiotic Kombucha",,$3.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_96b67785-523d-4406-b966-52c895a18443.png 4x,,,"Absurdly tasty. Hello back-of-can reader. You're holding a drink so fizzin' good, you'll have to taste it to believe it. This crazy-delicious 100% real kombucha is packed with billions of probiotics, B12 vitamins - and zero sugar. Yup, you read that right. No refrigeration is necessary. So load up your pantry. Verified non-alcoholic (Contains less than 0.5% alcohol). Never pasteurized. Please recycle.,• Organic,• Vegan","Organic Raw Carbonated Kombucha (filtered water, organic green tea, organic black tea, organic cane sugar*, live kombucha cultures), Allulose Syrup**, Monk Fruit**, Natural Flavors**, Probiotic: Bacillus Subtilis DE111®, Vitamin B12 (mecobalamin). *Sugar is eliminated during fermentation **From plant-based ingredients","Enjoy chilled.,No refrigeration is necessary.",,
