Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free
Dr Pepper Soda,,$4.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_55d4c2d9-5fd1-4933-8506-ac29971e3200.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1d4a8942-780e-47e5-8e24-96aada3eb658.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e8558346-f835-4057-98c5-7c67f6e51e0e.png 4x","Satisfy your craving for flavor with the unique taste of Dr Pepper! It’s not your ordinary soda and it’s definitely not a cola. It’s the sweet treat that can’t be beat. So, whether you enjoy the original or any of the varieties like Dr Pepper Cherry and our latest innovation, Dr Pepper & Cream Soda, you’ll get the satisfying flavor that only Dr Pepper can deliver straight to your taste buds. Established in 1885 in Waco, TX, Dr Pepper is the oldest major soft drink in the United States. It’s a refreshing favorite that’s always smooth and delicious at dinner, lunch or breakfast (we won’t judge you!). Although you can enjoy the unique flavor all on its own, you can also pair it with food. Dr Pepper is the perfect companion for everything from a full meal like pizza, burgers or rotisserie chicken to a quick snack like pastries, chocolates or your favorite candy. You can’t go wrong with a Dr Pepper when you want to satisfy your sweet cravings. Give your tastebuds something to cheer for with the smooth, satisfying flavor of an ice-cold Dr Pepper, Dr Pepper Cherry or Dr Pepper & Cream Soda and they’ll thank you for it every time!","Carbonated Water, High Fructose Corn Syrup. Caramel Color. Phosphoric Acid, Natural And Artificial Flavors, Sodium Benzoate C. 6425 Hall Preservative), Caffeine. Produced Under Thi Of C",{},,,
Diet Coke Diet Cola Soda Bottle,,$4.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_48f51266-9960-41b8-bd8e-a02a69b8617c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c2b22ca5-e85a-4a04-9fcb-8953918548dd.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cfc4327c-9e31-4905-8dc6-42e85e36fd48.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_133d83a2-a7e3-471d-9050-dab7b78cfc71.jpg 4x","Enjoy a break with the one and only Diet Coke. This diet soda is your perfect no-sugar, no-calorie companion. With its bold taste, Diet Coke is an everyday hero when it comes to refreshing your day.,Diet Coke's distinctive taste comes from its blend of flavors and the fizz of carbonation, all without the calories. Whether you're looking for some me time or just want to brighten your day, this everyday go-to is the perfect companion.,Every sip of Diet Coke delivers the same great taste that's delighted fans for years. A trusted soft drink for over four decades, Diet Coke helps you make the most of any occasion. With each sip of its bold taste, you'll find your ""ahh"" moment. So when you want a sugar-free soda that doesn't sacrifice on taste, open happiness and reach for a Diet Coke.,• Crisp and refreshing soda with no sugar and no calories to refresh your day,• Enjoy the great taste of Diet Coke, a diet cola that has no sugar and no calories.,• Take a Diet Coke break with this refreshing, no-calorie soft drink.,• 46 mg of caffeine in each 12 fl oz serving,• 2 liter bottle of Diet Coke","Carbonated Water, Caramel Color, Aspartame, Phosphoricacid, Potassium Benzoate (to Protect Taste), Natural Flavors, Citric Acid, Caffeine",{},Phenylketonurics: contains phenylalanine,,
Fanta Orange Soda Fruit Flavored Soft Drink,$3.69,$4.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7dcc3a67-488f-492c-ae46-2d73404631c4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e54cc4ce-f058-462c-9fc5-cc916e2d33d8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_904fdd7d-769e-49ef-8090-08421dc3a6e3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6138c453-ca1d-4b01-9953-98f577d6c1a1.jpg 4x","Choosing the right fruit soda can be a whole thing. But when you’ve got a delicious bottle of Fanta Orange ready to go, the decision is easy. Why?,Well, it tastes like it’s ripe from the tree. The orangiest of orange you can imagine. Simply iconic citrus-y flavor, like a caffeine-free sunset on the beach, where you’re living in the moment, shooting for the stars and discovering new ones while you’re at it. It tastes so bright it’s in the gifted program. A flavor that’s effervescent and luminescent and all the other -escents.,Fanta has been making delicious flavors like this for literally a long time. Not Jurassic long, or like a tortoise's lifespan long, but most likely before you were born long (unless you are a grandparent, in which case: rock on gramps!). So anyway, you should trust Fanta when it comes to fruit soda. We have a lot of flavors you should try, and they are all super good.,Grab yourself a 20oz bottle of Fanta Orange—come on, the decision is easy.,• It’s a refreshingly fruity orange soda that tastes great with your fav snack,• 100% naturally flavored soft drink,• Delicious fruit flavored drink,• Pop this pack in the fridge, it's the perfect flavor adventure with friends (or perfect for when you’re alone with a snack —either way),• Fanta Orange 20 fl oz bottle - the perfect for anything, thing","Carbonated Water, High Fructose Corn Syrup, Citric Acid, Sodium Benzoate (to Protect Taste), Natural Flavors, Modified Food Starch, Sodium Polyphosphates, Glycerol Ester Of Rosin, Yellow 6, Red 40",{},,,
Coca-Cola Cola,,$5.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f58e74cd-664b-4979-a479-db1736835432.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e210e46b-a3e0-42c5-8255-637343d090e2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b2ed0847-48fb-433d-89aa-a8334a2b980a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2b0f7c5a-44bc-46d7-8085-b73e35cc559a.jpg 4x","There's nothing quite like the crisp, refreshing taste of an ice-cold Coca-Cola. Carefully crafted in 1886, Coca-Cola's great taste has stood the test of time. This soda is the perfect companion for both special moments and everyday enjoyment.,Each sip of Coca-Cola's signature taste brings a smile. This refreshing soft drink is meant to be enjoyed anytime, anywhere, making life's moments more magical. Coca-Cola's secret formula has been carefully crafted to create a taste experience like no other. The familiar fizz and caffeine give you an instant ""ahh"" moment with every sip.,Pop open a Coca-Cola and drink in the moments that make life special. Whether spending time with loved ones or taking a quick break to recharge, Coca-Cola makes the ordinary extraordinary. Refreshing the world for over 130 years, Coca-Cola continues to bring people together and spread optimism wherever it goes. Find your magic and make life delicious with an ice-cold Coca-Cola.,• Coca-Cola Original Taste — the crisp, refreshing taste you know and love,• Coke, making life magic since 1886,• Enjoy delicious and refreshing Coca-Cola sodas to refresh your day.,• 34 mg of caffeine in each 12 fl oz serving,• 2 liter bottle of Coca-Cola","Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosphoric Acid, Natural Flavors, Caffeine",{},,,
Sprite Lemon Lime Soda Soft Drink,,$5.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_18256cd3-527f-4519-be76-c407c5facaed.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2e457b31-8d5c-4867-8887-ab97cc3eb360.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0c4ccf4b-0235-4041-97d6-32aa40c13c02.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2cb908f2-09b7-4f7c-bb1a-3c0ce2a24420.jpg 4x","Designers, artists, musicians, athletes. Tastemakers, changemakers and trend-setters. They’ve all got something in common—a thirst. For cutting through the noise with a perspective all their own. And Sprite helps them quench that thirst.,It’s a one-of-a-kind, citrus soda that’s got a lemon-lime flavor made with cut through refreshment, making sure you’re ready to leave your mark.,How? By keeping it real. Just like you do, an iconic flavor, and whatever you can think of next. It’s all you need to pursue your passions—a moment to take a sip, refresh your senses, and get back to pushing the boundaries wherever you go.,Sprite has been the clear choice for lemon-lime soda lovers since 1961. It’s made with 100% natural flavors and comes in a variety of sizes and flavors, leaving something for everyone.,So, pick up a 2 liter bottle of caffeine-free Sprite soda today and make your mark.,• Quench your thirst with refreshing Sprite soda,• Clear, crisp lemon-lime soda will keep you invigorated and inspired,• A delicious citrus taste that knows how to keep things cool,• Caffeine-free, full of 100% natural flavors,• 2 liter bottle to help you cut through the noise","Carbonated Water, High Fructose Corn Syrup, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate (to Protect Taste)",{},,,
Coca-Cola Cherry Soda Soft Drink,,$3.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_07f08383-9d4c-47ac-8b20-19c36c17c3ef.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_85302766-0a33-443f-9086-2ce1ec58ae0f.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bb7f324a-c94f-4570-906d-b8f3799ca585.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_83105569-e32e-40ad-8db5-2cd37e8545b3.jpg 4x","Soda. Pop. Soft drink. Sparkling beverage.,Whatever you call it, nothing compares to the refreshing, crisp taste of Coca-Cola Cherry. A little flavor can make a lot of magic happen and Coca-Cola Cherry is here to make your taste buds happy. Enjoy with friends, on the go or with a meal. Whatever the occasion, Coca-Cola Cherry makes life’s special moments a little bit better.,A delicious combination of flavors, Coca-Cola Cherry blends a familiar taste of Coca-Cola Original Taste with something unexpected, creating more ways for you to enjoy Coca-Cola. Between that perfect taste and refreshing fizz, it’s sure to give you that “ahhh” moment whenever you want it.,Coca-Cola is available in many different options, including Coca-Cola Original Taste and a variety of all-time favorite flavors like Coca-Cola Vanilla and Coca-Cola Cherry Vanilla. Looking for something with zero sugar or caffeine free? Then look no further than Coca-Cola Zero Sugar and Coca-Cola Caffeine Free. Whatever you’re looking for, there’s a Coca-Cola to satisfy your taste buds.,Every sip, every “ahhh,” every smile—find that feeling with Coca-Cola Cherry. Best enjoyed ice-cold for maximum refreshment. Grab a Coca-Cola Cherry and find your “ahhh” moment.,Enjoy Coca-Cola Cherry.,• Delicious combination of Coca-Cola and cherry flavor,• Refreshing, crisp taste pairs perfectly with a meal or with friends,• 57 mg of caffeine in each 20 oz serving,• 20 FL OZ in each bottle,• This sparkling beverage is best enjoyed ice-cold for maximum refreshment","Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosphoric Acid, Natural Flavors, Caffeine",{},,,
Pepsi Soda - Pack,,$15.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_51a0ef1f-5477-49aa-97f9-5a51fa2b2210.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7a12cf39-bda7-46fb-a1ec-74a330915b2e.png 4x","Soda. Pop. Soft Drink.,Pepsi-Cola, the bold, refreshing cola.,Enjoy the refreshing cola taste right out of the can, over ice, or with a twist of lemon or lime.,For a classic treat, try serving with a scoop of vanilla ice cream!,• Original Pepsi cola,• Live for now,• Includes 12 cans","Carbonated Water, High Fructose Corn Syrup, Caramel Color, Sugar, Phosphoric Acid, Caffeine, Citric Acid, Natural Flavor.",Best taste drink by date.,,,
Mountain Dew Soda,,$4.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_806d8927-ad00-42dd-8039-0c314e2ea641.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a550ba19-e696-4851-a563-3e033ef14947.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_163d7b0e-72b0-4f00-81db-194df400307f.png 4x","Mtn Dew exhilarates and quenches with its one of a kind, bold taste.,• The original, the one that started it all Mtn Dew,• Intense Refreshment,• Do the DEW","Carbonated Water, High Fructose Corn Syrup, Concentrated Orange Juice, Citric Acid, Natural Flavor, Sodium Benzoate (preserves Freshness), Caffeine, Sodium Citrate, Gum Arabic, Erythorbic Acid (preserves Freshness), Calcium Disodium Edta (to Protect Flavor), Yellow 5.",{},,,
"Canada Dry Ginger Ale Soda, 20 fl oz bottle",,$4.09, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_045addf0-8744-42db-9d96-f05aae96fe63.jpeg 4x,"Sip into your comfort zone with the refreshing taste of Canada Dry Ginger Ale. There comes a time when we all need a break from the treadmill of life, and there’s only one thing to do during those moments when we need an escape from stresses and obligations... Grab an ice-cold can of Canada Dry Ginger Ale, and sip into your comfort zone. Whether that means you’re sitting on your front porch swing, listening to your favorite podcast or just taking a quiet moment for yourself, Canada Dry is the perfect ginger ale to make it even better. And it's caffeine free! Once transported to the comfort zone, you can enjoy refreshing ginger taste made with only high quality ingredients, soothing you with each comforting sip. For over 100 years, Canada Dry has been creating quality carbonated beverages and mixers that can be enjoyed at any time of day. There are so many ways you can enjoy the great taste of Canada Dry Ginger Ale. You can make delicious cocktails like a Moscow Mule in a cold copper cup, or simply sit back and relax with a Canada Dry Ginger Ale over ice all by itself. So grab an ice-cold can of Canada Dry, sink into your favorite chair, and sip into the comfort zone.","Carbonated Water, High Fructose Corn Syrup And Less Than 2% Of: Ginger Extract, Natural Flavors, Citric Acid, Sodium Benzoate (preservative), Caramel Color.",{},,,
Diet Pepsi Soda,,$2.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_17d9c6c0-140c-4bff-bf17-4d6c03b39596.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cfb0eb6e-8daa-4299-8af1-11c413f3599a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fcab2608-52a9-49c2-b46e-7e4944e7a8cb.png 4x","Soda. Pop. Soft Drink.,Light. Crisp. Refreshing. Zero Calories.,Nothing refreshes like a Diet Pepsi.,Each can blends the timeless taste of Pepsi into a zero calorie, zero sugar drink that's as flavorful as it is guilt free.,Perfect to enjoy any time of day or whenever you need a quick pick me up.","Carbonated Water, Caramel Color, Aspartame, Phosphoric Acid, Potassium Benzoate (preserves Freshness), Caffeine, Citric Acid, Natural Flavor, Acesulfame Potassium.",{},Phenylketonurics: contains phenylalanine.,,
"Pepsi Wild Cherry, Soda",,$3.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6db06d62-3dfc-4969-a280-3adfb50f4664.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d5ac7929-2f3d-4ea4-893e-0302636f1a7c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cd4f62f3-a1f1-4d8f-b345-97dc371fc728.png 4x","• Wild Cherry Pepsi,• 20 oz bottle,• Live for now","Carbonated Water, High Fructose Corn Syrup, Caramel Color, Sugar, Phosphoric Acid, Natural Flavor, Caffeine, Citric Acid.",{},,,
Pepsi Cola,$4.59,$4.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0235bb4a-fc87-4741-9786-5a55166e03d6.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_45c193a7-8ca4-4e79-aee1-8985d1edbe3c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5ad9cd12-12de-41cb-9d89-4ea553abb93b.png 4x","Pepsi-Cola, the bold, refreshing cola.,Enjoy the refreshing cola taste right out of the can, over ice, or with a twist of lemon or lime.,For a classic treat, try serving with a scoop of vanilla ice cream!,• The original bold, robust, and refreshing cola,• 150 calories per serving,• 2 liter bottle","Carbonated Water, High Fructose Corn Syrup, Caramel Color, Sugar, Phosphoric Acid, Caffeine, Citric Acid, Natural Flavor.",{},,,
Mountain Dew Soda,$4.59,$4.79, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_db6d590c-99ee-4395-8b61-4e91dd5dddb9.jpeg 4x,"Mtn Dew exhilarates and quenches with its one of a kind, bold taste.,• The original, the one that started it all,• Intense refreshment,• Two liter bottle","Carbonated Water, High Fructose Corn Syrup, Concentrated Orange Juice, Citric Acid, Natural Flavor, Sodium Benzoate (preserves Freshness), Caffeine, Sodium Citrate, Gum Arabic, Erythorbic Acid (preserves Freshness), Calcium Disodium Edta (to Protect Flavor), Yellow 5.",Best served chilled.,,,
"Pepsi Zero Sugar, Soda",,$3.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_348ad19f-43af-446e-84ea-b7d399a0c17d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c51b0963-1e3f-4b38-ba4b-d663780e05ac.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a83fbde6-9184-4c20-ba91-31012eeed5d1.png 4x","New improved taste.,• Sugar Free/No Sugar","Carbonated Water, Caramel Color, Phosphoric Acid, Aspartame, Natural Flavor, Potassium Benzoate (preserves Freshness), Acesulfame Potassium, Caffeine, Citric Acid, Calcium Disodium Edta (to Protect Flavor)",{},Phenylketonurics: contains phenylalanine.,,
Coca Cola Zero Sugar Cola,,$4.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e3c28dac-e61d-4b57-9bc6-19a4d00359d3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_74947baf-703b-4d51-bd95-f1b3784394e3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1e31bd0a-09bf-4c49-a92d-5c88b2ae0bbe.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0b656a91-14d0-4abf-a7de-2eed760470ef.jpg 4x","Soda. Pop. Soft drink. Sparkling beverage.,Whatever you call it, nothing compares to the refreshing, crisp taste of Coca-Cola Zero Sugar. Enjoy with friends, on the go or with a meal. Whatever the occasion, wherever you are, Coca-Cola Zero Sugar makes life’s special moments a little bit better.,The great taste of Coca-Cola has stood the test of time. And Coca-Cola Zero Sugar brings you a Coca-Cola taste with zero sugar. Between the delicious taste and refreshing fizz, it’s sure to give you that “ahhh” moment whenever you want it.,Coca-Cola is available in many different options, including Coca-Cola Original Taste, Coca-Cola Caffeine Free, and a variety of all-time favorite flavors like Coca-Cola Cherry and Coca-Cola Vanilla. Whatever you’re looking for, there’s a Coca-Cola to satisfy your taste buds.,Every sip, every “ahhh,” every smile—find that feeling with Coca-Cola Zero Sugar. Best enjoyed ice-cold for maximum refreshment. Grab a Coca-Cola Zero Sugar, take a sip and find your “ahhh” moment.,Enjoy Coca-Cola Zero Sugar.,• Great Coca-Cola taste, zero sugar,• Refreshing, crisp taste pairs perfectly with a meal or with friends,• 34 mg of caffeine in each 12 oz serving,• 67.6 FL OZ in each bottle,• This sparkling beverage is best enjoyed ice-cold for maximum refreshment","Carbonated Water, Caramel Color, Phosphoric Acid, Aspartame, Potassium Benzoate (to Protect Taste), Natural Flavors, Potassium Citrate, Acesulfame Potassium, Caffeine",{},Phenylketonurics: contains phenylalanine,,
Mountain Dew Soda - Pack,,$15.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_07ca554d-0f41-4d7c-b4ac-f5d104074320.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c3f22e59-7c39-474e-bd10-02bb37c06522.png 4x","Mtn Dew exhilarates and quenches with its one of a kind, bold taste.","Carbonated Water, High Fructose Corn Syrup, Concentrated Orange Juice, Citric Acid, Natural Flavor, Sodium Benzoate (preserves Freshness), Caffeine, Sodium Citrate, Gum Arabic, Erythorbic Acid (preserves Freshness), Calcium Disodium Edta (to Protect Flavor), Brominated Vegetable Oil, Yellow 5",Best taste drink by date.,,,
"Canada Dry Ginger Ale Soda, 12 fl oz cans, 12 pack",,$15.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_061eca8d-4ebf-4667-9bc1-6024121b2c3f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_43e9e9c5-73d0-42fb-9770-432815efd30f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4c72b994-24b2-497f-a3ac-f234186dc55f.png 4x","Sip into your comfort zone with the refreshing taste of Canada Dry Ginger Ale. There comes a time when we all need a break from the treadmill of life, and there’s only one thing to do during those moments when we need an escape from stresses and obligations... Grab an ice-cold can of Canada Dry Ginger Ale, and sip into your comfort zone. Whether that means you’re sitting on your front porch swing, listening to your favorite podcast or just taking a quiet moment for yourself, Canada Dry is the perfect ginger ale to make it even better. And it's caffeine free! Once transported to the comfort zone, you can enjoy refreshing ginger taste made with only high quality ingredients, soothing you with each comforting sip. For over 100 years, Canada Dry has been creating quality carbonated beverages and mixers that can be enjoyed at any time of day. There are so many ways you can enjoy the great taste of Canada Dry Ginger Ale. You can make delicious cocktails like a Moscow Mule in a cold copper cup, or simply sit back and relax with a Canada Dry Ginger Ale over ice all by itself. So grab an ice-cold can of Canada Dry, sink into your favorite chair, and sip into the comfort zone.","Carbonated Water, High Fructose Corn Syrup And Less Than 2% Of: Ginger Extract, Natural Flavors, Citric Acid, Sodium Benzoate (preservative), Caramel Color.",{},,,
Canada Dry Caffeine Free Ginger Ale,$4.59,$4.79, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ba9f5485-56b3-4b66-8aca-c48704d1c630.jpeg 4x,"Sip into your comfort zone with the refreshing taste of Canada Dry Ginger Ale. There comes a time when we all need a break from the treadmill of life, and there’s only one thing to do during those moments when we need an escape from stresses and obligations... Grab an ice-cold can of Canada Dry Ginger Ale, and sip into your comfort zone. Whether that means you’re sitting on your front porch swing, listening to your favorite podcast or just taking a quiet moment for yourself, Canada Dry is the perfect ginger ale to make it even better. And it's caffeine free! Once transported to the comfort zone, you can enjoy refreshing ginger taste made with only high quality ingredients, soothing you with each comforting sip. For over 100 years, Canada Dry has been creating quality carbonated beverages and mixers that can be enjoyed at any time of day. There are so many ways you can enjoy the great taste of Canada Dry Ginger Ale. You can make delicious cocktails like a Moscow Mule in a cold copper cup, or simply sit back and relax with a Canada Dry Ginger Ale over ice all by itself. So grab an ice-cold can of Canada Dry, sink into your favorite chair, and sip into the comfort zone.","Carbonated Water, High Fructose Corn Syrup And Less Than 2% Of: Ginger Extract, Natural Flavors, Citric Acid, Sodium Benzoate (preservative), Caramel Color.",{},No refill.,,
Dr Pepper Soda,,$15.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cc9c4b1a-bc90-47ed-9e16-c2da09baa62b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c198e61b-ad43-40e8-9f1d-b2898a53cb21.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7ceba1c1-341f-4a98-a4ef-0170f03e5473.png 4x","Satisfy your craving for flavor with the unique taste of Dr Pepper! It’s not your ordinary soda and it’s definitely not a cola. It’s the sweet treat that can’t be beat. So, whether you enjoy the original or any of the varieties like Dr Pepper Cherry and our latest innovation, Dr Pepper & Cream Soda, you’ll get the satisfying flavor that only Dr Pepper can deliver straight to your taste buds. Established in 1885 in Waco, TX, Dr Pepper is the oldest major soft drink in the United States. It’s a refreshing favorite that’s always smooth and delicious at dinner, lunch or breakfast (we won’t judge you!). Although you can enjoy the unique flavor all on its own, you can also pair it with food. Dr Pepper is the perfect companion for everything from a full meal like pizza, burgers or rotisserie chicken to a quick snack like pastries, chocolates or your favorite candy. You can’t go wrong with a Dr Pepper when you want to satisfy your sweet cravings. Give your tastebuds something to cheer for with the smooth, satisfying flavor of an ice-cold Dr Pepper, Dr Pepper Cherry or Dr Pepper & Cream Soda and they’ll thank you for it every time!","Carbonated Water, High Fructose Corn Syrup, Caramel Color, Phosphoric Acid, Natural And Artificial Flavors, Sodium Benzoate (preservative), Caffeine",{},,,
