Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free
Stok Coffee Espresso Blend Un-Sweet Cold Brew Coffee,,$7.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6700acec-1989-41b7-8de3-123cfb6a1f1c.png 4x,"Brewed low and slow, SToK Espresso Blend Cold Brew Coffee is our darkest roast yet. Notes of chocolate and nuts? Yes. Shades of dried fruit and caramel? Still yes. Bitterness? No way. At SToK, we brew our Espresso Blend Cold Brew Coffee for at least 10 hours for a bold, one-of-a-kind flavor that’s never bitter. Every batch of SToK Cold Brew Coffee uses a higher ratio of Rainforest Alliance Certified, Arabica-based coffee beans to water than hot brewed espresso coffee, yielding a smooth and flavorful coffee. Looking for the best brew to suit the mood? Check out all the SToK bottled coffee flavors for the perfect fit, with Bright & Mellow as our lightest roast and Espresso Blend as our darkest. Wake up your passions with a SToK cold coffee drink you can enjoy throughout the day.","Coffee (filtered Water, Coffee*), Natural Flavor, *rainforest Alliance Certified",Ready To Drink,,,
"NESCAFÉ Coffee, Instant, Ice Roast",,$15.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_555d0344-7805-4da2-9c38-0135c2c1fa84.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_21093f25-d1ae-4215-aba8-eea10e26738d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2f28bde9-1501-441d-9da5-927b801b06b6.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f62fcbb6-bf25-4604-ae8e-0d950e5a15f1.png 4x",,,"Preparation Instructions: Cold water: 6 oz + 1 tsp. Cold Milk: 6 oz + 1 tsp.,Keep in a cool, dry place.,Close tightly.",,,
Folgers Black Silk Dark Roast Coffee K-Cups,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_91fe90fc-e23c-4165-b921-e2a7bdd71fe5.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1792bfad-bb94-4dd7-a683-732cb7610cfa.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4f1567f8-d827-4dcf-9404-c8a70d8388c0.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d9f7bbd6-e974-4346-905c-31ab5c204fbb.jpg 4x","Slip into satisfaction with a delicious Folgers dark roast coffee that tastes and feels as luxurious as it sounds. Folgers Black Silk coffee is a select line of exceptional dark roast coffee that was carefully crafted by our experienced roast masters. Every sip delivers a distinctive blend of bold and smooth flavors that’s sure to please. And because it’s conveniently packaged in genuine K-Cup pods, you can enjoy this indulgent dark coffee with the touch of a button when you brew it in your Keurig coffee maker. Stock up on Folgers Black Silk now to help make every morning feel a little smoother.",Coffee.,For use in Keurig K-Cup Brewers.,Caution: Pod is hot. Allow to cool after use.,,
Starbucks Coffee Coffee Drink,,$8.79, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6b3edc89-eab5-4d83-aa8b-ad628c9e41a6.jpg 4x,"Pop the cap. Savor the sip. Go. Coffee Frappuccino chilled coffee drink is a harmonious blend of Starbucks coffee and creamy milk with a hint of sweetness.,• Pack of 4 glass bottles,• You'll fulfill your coffee daydream in our Frappuccino coffee drink, a creamy blend of the finest Arabica coffee and milk,• We use the finest Arabica beans to create a rich and undeniably luscious beverage","Brewed Starbucks Coffee (water, Coffee), Reduced Fat Milk, Sugar, Maltodextrin, Pectin.","Serving Suggestion: Shake well, served chilled over ice.","Partially produced with Genetic Engineering.,Safety button will pop up. If not, reject.",,
Peet's Coffee Major Dickasons Ground Coffee,,$14.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_49944d92-7449-46d4-bb20-4f32e606abf9.png 4x,"Peet's Major Dickason's Blend Dark Roast Coffee is the roast that put Peet's Coffee on the map. A loyal customer of our original Berkeley store, retired army sergeant Key Dickason, brought the idea for our most beloved blend to Mr. Peet in 1969. Intrigued, our founder worked with the local gourmand and coffee aficionado to refine it. They sampled countless combinations before arriving at what is now our all-time bestseller. The result was so good, Alfred Peet decided naming it after his friend wasn't enough. Dickason's rich, complex blend also deserved a promotion from sergeant to major. Major Dickason's combines the best origin coffees from the world's premier growing regions, each imparting its distinctive regional characteristics while still effortlessly rounding into a smooth, balanced cup. Over the years, it has become the coffee that epitomizes Peet's: flavorful, deeply roasted, and unsurpassingly satisfying. But for us, ""Major D"" is just like a relationship with an old friend. We'll always remember it as the story of a customer's passion, an expert's palate, and a shared love of coffee.",100% Arabica Coffee,"Measure 2 tablespoons (10g) of ground coffee for each 6 oz water (one cup on your coffee brewer). For the best flavor, use cold, filtered water and enjoy within 30 minutes.",,,
NESCAFÉ Clásico Colombia Medium Roast Instant Coffee,,$8.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bdc20242-3a8c-49aa-8d86-e788947459e2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b2048f55-ba21-489e-a43f-c351e59dd7a8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b09e3bc6-69a9-458b-bb75-eee4476ed8c2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_438cedb0-0949-4d79-974f-3a9e030f3a4f.jpg 4x","Discover NESCAFÉ CLÁSICO Colombia, handpicked by local Colombian farmers and made with 100% Arabica beans, resulting in a cup of coffee that delights the senses with its fruity and aromatic flavor. Crafted with 100% real coffee respectfully grown in the Santuario Risaralda region of Colombia, you can taste the quality instantly. We use only the highest quality, responsibly sourced Arabica coffee beans and carefully roast them to capture the full flavor and aroma. Savor a fresh cup of coffee, instantly with the world’s best-selling coffee brand, NESCAFÉ. Based on 2019 global retail sales data reported by independent research company comparing brands of coffee.,• PREMIUM FLAVOR—Savor rich aroma and flavor with NESCAFÉ CLÁSICO Colombia Instant Coffee. This full-bodied, 100% Arabica bean coffee delights the senses with its fruity and aromatic flavor,• PURE QUALITY - Crafted with 100% respectfully grown, high-quality coffee beans from around the world, creating a cup that’s sustainably delicious,• EXCEPTIONAL TASTE—This medium roast blends perfectly with milk or creamer for a rich and smooth taste that elevates every sip,• EASY TO PREPARE—It's never been easier to get a perfect cup of coffee. Simply scoop 1 teaspoon, add hot water, then stir and enjoy.,• SERVING SIZE—Scoop your way up to 85 cups of real, fresh instant coffee",<P> 100% Coffee.</P>,Close tightly. Keep in a cool dry place.,,,
Maxwell House 100% Colombian Medium Roast Ground Coffee,,$17.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_94a41958-36c6-435c-b0eb-8e9537efb937.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dcc4d509-35bd-43e0-8e9a-76bde8a60906.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_26943d65-16da-4a5c-a59f-5c6413edbeec.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3a34e536-e16c-4ad0-8f11-7c4e6dac5614.jpg 4x","Enjoy a cup of Maxwell House Medium Roast 100% Colombian Ground Coffee made with beans from Colombia's ideal coffee-growing climate all winter long. The perfect balance of strength and flavor, our 100% Colombian medium roast ground coffee has a balanced body with deep, robust flavor to warm up your winter. Trusted by generations of coffee drinkers, our medium roast coffee has a consistently great taste that’s good to the last drop. Great served black, with Maxwell House International Café as creamer, or however your take your coffee, our 100% pure coffee is perfect for brewing in your drip coffee maker. Our Certified Kosher ground coffee is packaged in a 24.5-ounce resealable canister to lock in flavor and freshness in between uses. From lively light roasts to full bodied dark blends, Maxwell House's signature taste is created through a process that isn't done the easy way, but the right way, for 125 years.,• One 24.5 oz canister of Maxwell House Medium Roast 100% Colombian Ground Coffee,• Warm up your winter with Maxwell House Ground Coffee,• Maxwell House 100% Colombian Ground Coffee will be a new holiday favorite,• Medium roast ground coffee has a balanced body with deep, robust flavor,• Maxwell House Medium Roast 100% Colombian Ground Coffee has a consistently great taste,• Made with 100% real Colombian coffee beans,• Great served black or with cream and sugar; Try it with Maxwell House International Cafe as creamer,• Perfect for use in automatic drip coffee makers,• Packaged in a resealable canister to lock in flavor,• Certified Kosher ground coffee",100% Pure Coffee,"Brewing Instructions,1 Tbsp Maxwell House Coffee+6 Fl Oz Water=1 Serving.,Adjust For Strength And Servings As Needed.,We Recommend Using The Directions Above And Fresh, Cold Water.,For Maximum Freshness, Store In A Sealed Container In A Cool, Dark, And Dry Place.",,,
"Folgers Coffee, Ground, Medium, Classic Decaf, Decaffeinated",,$9.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6be6f140-cf04-43ee-a355-f0763794197e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8fd0c8cd-8ab5-483b-9c6d-277cc1770bda.png 4x","Makes up to 90, 6 fl oz cups. Every cup of Folgers Classic Decaf is proudly roasted in New Orleans with exceptional craft and passion. Classically rich and decaffeinated, Folgers Classic Decaf empowers you to confidently take on the day. This canister makes up to 90 suggested strength 6 fl oz servings. Folgers Best Part Promise: See how we are strengthening smallholder farmers and maximizing coffee opportunities at Folgers.com/BestPartPromise.,• Kosher,• Decaffeinated",,"For best brewing results, we recommend: Cold Water: 1 serving (6 fl oz); Folgers Coffee: 1 tablespoon. Cold Water: 10 servings; Folgers Coffee: 1/2 measuring cup.,Store in a cool, dry place.",,,
Peet's Coffee Big Bang Ground Coffee,,$14.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7275aef5-3323-4fc4-992c-39124f5034ff.png 4x,"Some have described Alfred Peet as the “big bang” of craft coffee, the one who started it all. When he set up shop in Berkeley back in 1966, he transformed America’s expectations of the depth, body, and flavor in our cups. And that pursuit of greatness has never stopped. In 2016, we honored his legacy by taking a bold step ahead. Like Mr. Peet’s pioneering dark roasts, this blend expands the horizon of what coffee can be: vibrant, full-flavored, boldly original, and roasted to medium-bodied perfection. If you love Major Dickason’s one-of-a-kind taste, you’ll find a kindred spirit in Big Bang. This blend is crafted from some of the same premium coffees as Major Dickason’s but with a twist, thanks to the heavenly, aromatic citrus of Ethiopian Super Natural. It’s the perfect coffee to honor the man who still inspires us every day.",100% Arabica Coffee,"Measure 2 tablespoons (10g) of ground coffee for each 6 oz water (one cup on your coffee brewer). For the best flavor, use cold, filtered water and enjoy within 30 minutes.",,,
"Folgers Coffee, Ground, Med-Dark, Gourmet Supreme",,$14.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_48660d44-3364-463a-bb73-2a817e0ecf2e.jpeg 4x,"If you enjoy the rich and flavorful depth of a medium dark roast coffee, Folgers Gourmet Supreme ground coffee is just what you need to start the day right. Carefully crafted by our expert Roast Masters, this supremely delicious coffee features a blend of robust and full-bodied flavors you’re sure to love. Brew it your way using the home coffee maker of your choice. (Tip: Folgers Gourmet Supreme ground coffee is especially well-suited for cold brewing or for use in a French press.) It’s The Best Part of Wakin’ Up, with a special twist. Stock up now to elevate your every day.",100% Pure Coffee,"For best brewing results, we recommend: Cold Water: 1 serving (6 fl oz). 10 servings. Folgers Coffee: 1 tablespoon. 1/2 measuring cup.,Store in a cool, dry place.",,,
Starbucks Colombia Medium Roast Ground Coffee,$10.39,$19.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1f3c09ea-a0ec-4a4e-9cd4-78624e4da9b2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f0ca9134-7b75-4829-8ecd-ba6e5728e24e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ae382070-0b15-46c7-a3b3-44322045e230.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_42bede18-4b6f-4f40-8be6-19b59787f3f0.jpg 4x","We’ve always loved coffee from Colombia. And we’re never reminded of that love more than when we’re traveling to the coffee farms. Driving treacherous dirt roads with a sheer mountain wall to one side—nothing but air for thousands of feet to the other. Sitting at 6,500 feet of elevation, nestled among the beautiful and distinctive Colombian countryside, these farms produce amazing coffee. For us, the juicy acidity, herbal notes and signature nutty finish of this 100% Colombian coffee are worth the journey every time. Nestlé uses Starbucks trademarks under license,• PREMIUM GROUND COFFEE—Starbucks delivers exceptional coffee cup after cup with this 12-ounce bag of Colombia medium roast ground coffee,• STARBUCKS SINGLE-ORIGIN COLOMBIA BLEND—Starbucks Single-Origin Colombia blend is a balanced single-origin medium roast with subtle notes of rich herbs and rustic spice.,• FRESH TASTE—Starbucks adheres to the highest quality standards—shipping you the same carefully roasted 100% arabica coffee beans we brew in our cafés,• MAKE IT YOUR OWN—An everyday cup no matter how you brew it, Starbucks coffee is carefully ground to be ideal for a variety of brewing methods, including drip brewer, coffee press, pour-over and moka pot,• ETHICALLY SOURCED—Starbucks is committed to 100% ethical coffee sourcing in partnership with Conservation International",Ground Arabica Coffee,"Brew Great Coffee with the Four Fundamentals: Proportion: 2 tbsp (10 g) coffee per 6 fl oz (180 ml) water. Grind: Pre-ground coffee is perfect for coffee brewers and pour overs. Water: Fresh and filtered. Freshness: Seal bag tightly and store at room temperature.,Freshness: Seal bag tightly and store at room temperature.",,,
Folgers Classic Roast K-Cup Pods,,$17.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d0f187f3-aee4-42c2-92d0-b78f4c8ffb90.jpg 4x,"Spend more time enjoying your favorite cup of Folgers® coffee with our Keurig® K-Cup® pods. Rich, smooth flavor and our iconic aroma, conveniently brewed with the touch of a button. It's exceptional craft made easy, any time of day.",Coffee.,For use in Keurig K-cup brewers.,Caution: Pod is hot. Allow to cool after use.,,
"Folgers Coffee, Ground, Half Caff, Medium",$17.29,$19.59, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_df4fe0be-3571-41c3-872d-855ab5010af1.jpeg 4x,"Enjoy The Best Part of Wakin’ Up, even if you’re cutting down on caffeine. Folgers Half Caff coffee is flavorful and smooth, with all the rich, pure flavor and classic aroma you love — but without all the caffeine. In fact, it contains about half the caffeine of Folgers Classic Roast coffee. This blend is packaged in an AromaSeal canister designed to help maintain freshness and contains up to 210 suggested strength 6-fl oz servings.","Coffee, Decaffeinated Coffee.","For best brewing results, we recommend: Cold Water: 1 serving (6 fl oz). 10 servings. Folgers Coffee: 1 tablespoon. 1/2 measuring cup. Store in a cool, dry place. This canister makes up to 210 suggested strength 6 fl oz servings.,Store in a cool, dry place.",,,
McDonald’s McCafé Premium Roast Decaf K-Cup Pods,,$10.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7077f9ce-a095-4c5a-a3cb-33914483b2ee.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8922480c-f93d-4bb4-8f29-6d29b351e11e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c8e81986-e558-4ec2-b1c1-8f91763432c3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_704a30e6-72b4-4465-9110-185829caffd8.jpg 4x","Savor the comfortingly familiar taste of McCafé® Premium Roast without the caffeine and start your day in a surprisingly good way. This medium roast coffee blend is simply satisfying with a rich aroma, smooth body and clean finish. We start with 100% premium Arabica coffee beans, carefully harvested from the rich soils and mountainous regions of the foremost coffee-growing areas of the world. Then we expertly roast them in a temperature-controlled environment to bring out the best taste in every cup, every time. To keep the good going, we use only 100% Responsibly Sourced coffee. That means we support a healthier planet and an improved quality of life for farming communities. Not only are McCafe K-Cup® pods made from recyclable materials, they are recyclable.* Enjoy the freshly brewed flavor you’ve come to expect. And when you’re done, just Peel. Empty. Recycle. Each K-Cup® pod in this package contains medium roast, decaffeinated ground coffee from 100% Arabica beans. They have been certified Orthodox Union Kosher. With this purchase, you can be assured you are receiving genuine single serve coffee K-Cup® pods; they have been engineered for quality and are compatible with all Keurig® K-Cup® coffee makers. Simple. Delicious. Brew good by the cupful.*Check locally, not recycled in all communities.",100% Arabica Coffee,Store In A Dry Place.,,,
Starbucks Pike Place Medium Roast Ground Coffee,$19.59,$25.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b6c2db1a-397e-460d-a837-60c8f13b9da4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a6439a2a-157c-4420-8b89-ce066547d7cc.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c6a008cb-2e2b-482e-bbc7-efe674c37844.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_47521ba5-adbe-4ad7-837e-2f1618d99726.jpg 4x","Named for our first store in Seattle’s Pike Place Market, this coffee is served fresh every day in Starbucks cafés around the world. A smooth, well-rounded blend of Latin American beans with subtly rich flavors of cocoa and praline, it’s the perfect brewed coffee—a consistently delicious cup you can really look forward to. Enjoy the spirit of Pike Place in every sip.,Pike Place is a registered trademark of The Pike Place Market PDA, used under license. Nestlé uses Starbucks trademarks under license,• PREMIUM GROUND COFFEE—Starbucks delivers exceptional coffee cup after cup with this 18-ounce bag of Pike Place Roast medium roast ground coffee,• STARBUCKS PIKE PLACE ROAST COFFEE—A smooth, well-rounded blend of Latin American coffees with subtly rich notes of cocoa and rich praline, it’s perfect for every day,• FRESH TASTE—Starbucks adheres to the highest quality standards—shipping you the same carefully roasted 100% arabica coffee beans we brew in our cafés,• MAKE IT YOUR OWN—An everyday cup no matter how you brew it, Starbucks coffee is carefully ground to be ideal for a variety of brewing methods, including drip brewer, coffee press, pour-over and moka pot,• ETHICALLY SOURCED—Starbucks is committed to 100% ethical coffee sourcing in partnership with Conservation International",Ground Arabica Coffee,Brew Great Coffee with the Four Fundamentals: Proportion: 2 tbsp (10 g) coffee per 6 fl oz (180 ml) water. Grind: match to your brewing method. Water: fresh and filtered. Freshness: seal bag tightly and store at room temperature.,,,
"Death Wish Coffee Dark Roast, Organic and Fair Trade, Ground Coffee",$16.09,$17.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3ae7eb7f-d0ff-4617-bd23-51c183783423.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_76dea826-5a9d-405f-bf9c-8ad09631a4fe.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6da166b7-79dd-417a-b47d-3f5e60221040.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0f2a78c5-79e5-4751-abba-47aa69783b40.jpg 4x","Dark roast. Bold flavor. Reliable. Doesn’t ask questions. Our original dark roast is sourced from the highest- quality, Fair Trade and USDA Certified Organic coffee beans in the world and roasted in the USA. With notes of dark chocolate and black cherry, Death Wish Coffee Dark Roast serves up a strong cup every time, getting you the caffeine you need without ever tasting bitter or acidic. Ground coffee can be brewed by the cup or the pot with any coffee maker—perfect for brewing at home. This is 10 ounces of power to fuel even your busiest days.",Certified Organic Coffee,"Keep your coffee stored in a cool, dry place or in an airtight container. We recommend using 2.5 tablespoons of coffee per 6 ounces of water.",,,
Gevalia Signature Blend Mild Light Roast Keurig K-Cup® Coffee Pods,$5.99,$12.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dbd778f7-2136-4209-b267-f009a092a115.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_991c4b36-2535-43d1-bd9f-37d449a4019a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b777527a-f24c-458b-a7ed-b8f617966d0a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4c2e84a2-72af-4e4c-9259-dedb05de39c6.jpg 4x","Gevalia Signature Blend K‐Cup® Coffee Pods fill your mug with rich and never-bitter light roast coffee. Gevalia beans are slow roasted, snap cooled to lock in flavor and aroma. We provide the perfect care for the perfect cup. Founded in Gavle, Sweden in 1853, Gevalia K Cup coffee pods are made from globally sourced 100% Arabica beans. Our full-flavored coffee k cups can be used for all Keurig® 1.0 & 2.0 brewing systems. Each 12-count box of light roast k cups is great for those keeping Kosher. Gevalia K‐Cup® Pods lock in exquisite coffee taste until you’re ready to awaken your senses. Try Gevalia Coffee K Cups and experience 150 years of Swedish tradition.,• 12 Gevalia Signature Blend Light Roast K‐Cup® Coffee Pods,• Gevalia Signature Blend Light Roast Coffee K Cups provide the perfect care for the perfect cup,• Each box of Signature Blend K Cups deliver light roast coffee to your home,• Our K Cups coffee is crafted from 100% Arabica coffee beans sourced from around the world,• Gevalia Coffee K Cups are compatible with all Keurig® 1.0 & 2.0 brewing systems,• All our single serve pods use slow roasted, snap cooled beans to lock in flavor and aroma,• Each light roast K‐Cup® Pod is great for those keeping Kosher,• SNAP & EBT eligible food item",100% Arabica Coffee.,Store In A Dry Place.,Caution: Pod is Hot. Allow to Cool After Use,,
Califia Farms Pure Black Medium Roast Cold Brew Coffee,,$5.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b678be6b-e32e-423e-9769-18aa7cc19971.png 4x,"Califia Farms Medium Roast Cold Brew Coffee is your bold and distinctive blank canvas for coffee creativity. Smooth, balanced, and never bitter, it’s made from 100% arabica coffee beans, cold brewed for maximum flavor. With delicate notes of apple, caramel, and cocoa, this unsweetened pure black blend shines on its own or makes the perfect base for your next coffee creation. Swirl in your favorite Califia Farms creamer for a creamy and flavorful iced coffee or sip it straight up for a pure coffee experience. Califia Farms Medium Roast Cold Brew Coffee is as versatile as it is delicious.","Cold Brew Coffee (water, Coffee).",Perishable. Keep Refrigerated. Consume Within 7 - 10 Days After Opening. Shake Well For Best Taste.,,Gluten Free,
Starbucks Breakfast Blend Medium Roast Ground Coffee,$19.59,$25.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_39279655-0e59-451a-bff1-3ba280796dad.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a184d1be-2070-4729-8225-3ae5e9314230.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_996fd34c-e864-4713-9614-879480b0c25c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a284b8e9-6a93-451b-a463-186fab71bd3c.jpg 4x","We introduced this blend in 1998 for those who prefer a milder cup. A shade lighter than most of our offerings—more toasty than roasty—it was the result of playing with roast and taste profile together for a flavor that appealed to a wider range of palates. Perfect if you want to wake up to a less intense coffee but still want a lot of character, it's light and lively with a soft sweetness.,Nestlé uses Starbucks trademarks under license,• PREMIUM GROUND COFFEE—Starbucks delivers exceptional coffee cup after cup with this 18-ounce bag of Breakfast Blend medium roast ground coffee,• STARBUCKS BREAKFAST BLEND COFFEE—Notes of brown sugar and sweet orange mingle in our lightest medium roast coffee,• FRESH TASTE—Starbucks adheres to the highest quality standards—shipping you the same carefully roasted 100% arabica coffee beans we brew in our cafés,• MAKE IT YOUR OWN—An everyday cup no matter how you brew it, Starbucks coffee is carefully ground to be ideal for a variety of brewing methods, including drip brewer, coffee press, pour-over and moka pot,• ETHICALLY SOURCED—Starbucks is committed to 100% ethical coffee sourcing in partnership with Conservation International",Ground Arabica Coffee,"Brew Great Coffee with the Four Fundamentals: Proportion: 2 tbsp (10 g) coffee per 6 fl oz (180 ml) water. Grind: Pre-ground coffee is perfect for coffee brewers and pour overs. Water: Fresh and filtered.,Freshness: Seal bag tightly and store at room temperature.",,,
The Original Donut Shop K-Cup Pods,,$9.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b0d22a19-7e35-427d-904c-a9ebf5c728b9.jpeg 4x,"Unwrap a little sweetness in your everyday with The Original Donut Shop® Coffee SNICKERS™ flavored coffee. Get ready to dive headfirst into a cup of coffee inspired by the always satisfying, deliciously gratifying flavors of SNICKERS — creamy milk chocolate, gooey caramel, and just a touch of nuttiness. It’s all brought to you by the folks who know how to treat your taste buds.,The Original Donut Shop® Coffee stacks flavors on top of flavors to reimagine the limits of coffee and turns every day into a delicious treat. With the press of a button, you can sip into SNICKERS flavored coffee where the scrumptious candy bar you know and love meets the deliciousness of a hot cup of joe.,Each K-Cup® pod is filled with freshly ground, 100% Arabica beans and brews a perfect, great-tasting cup of coffee, every time. These K-Cup® pods are compatible with all Keurig® single serve K-Cup® pod coffee makers and brew up to 12 oz each. Simple. Delicious. And recyclable.* So drink up, and set your taste buds to discovery mode!,*Check locally, not recycled in all communities. Packaging may vary.","Coffee, Natural And Artificial Flavors",{},Caution: pod is hot. Allow to cool after use.,,
"Folgers Coffee, Ground, Mild, Breakfast Blend",,$14.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d330f15b-faaa-4559-801d-ee1a889bf925.jpeg 4x,"Sometimes, you just want a nice, mild coffee to help you ease into the day. On those days, The Best Part of Wakin’ Up is Folgers Breakfast Blend coffee. Carefully crafted by our experienced Roast Masters, Folgers Breakfast Blend is a mild roast coffee that brings you a delicious combination of smooth and mellow flavors. So whether you actually sip it with breakfast or just grab it to go, it’s a simple pleasure that helps make any morning (or anytime, really) a little bit better. Brew Folgers Breakfast Blend ground coffee any way you choose for a perfectly low-key, laid-back pick-me-up.",Coffee.,"For best brewing results, we recommend: 1 serving (6 fl oz) cold water; 1 tablespoon Folgers coffee. 10 servings cold water; 1/2 measuring cup Folgers coffee.,Store in a cool, dry place.",,,
McDonald’s McCafé Premium Roast K-Cup Pods,,$25.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2cba5a71-5e4d-4747-9f80-2fa2fc8b9662.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5a7c4c42-8d76-4dd4-bbf5-375eb0db9cb3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1552e0d5-cd9b-41b9-b1db-0b7a1fb08d83.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_82ddf7ce-7a82-4214-8911-71401a9f7dfc.jpg 4x","Brew the comfortingly familiar taste of McCafé® Premium Roast and start your day in a surprisingly good way. This medium roast coffee blend is simply satisfying with a rich aroma, smooth body and clean finish. We start with 100% premium Arabica coffee beans, carefully harvested from the rich soils and mountainous regions of the foremost coffee-growing areas of the world. Then we expertly roast them in a temperature-controlled environment to bring out the best taste in every cup, every time. To keep the good going, we use only 100% Responsibly Sourced coffee. That means we support a healthier planet and an improved quality of life for farming communities. Not only are McCafé K-Cup® pods made from recyclable materials, they are recyclable.* Enjoy the freshly brewed flavor you’ve come to expect. And when you’re done, just Peel. Empty. Recycle. Each K-Cup® pod in this package contains medium roast, caffeinated ground coffee from 100% Arabica beans. They have been certified Orthodox Union Kosher. With this purchase, you can be assured you are receiving genuine single serve coffee K-Cup® pods; they have been engineered for quality and are compatible with all Keurig® K-Cup® coffee makers. Simple. Delicious. Brew good by the cupful.*Check locally, not recycled in all communities.",100% Arabica Coffee,Store in a dry place.,,,
