Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Milk Free,Gluten Free,Soy Free,Treenut Free
Oroweat / Arnold Oatnut Bread,$4.79,$5.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_734260e0-af92-4a94-8962-f6d4fd924bca.png 4x,"Oroweat Whole Grains Oatnut Bread is baked with the goodness of grains, making it a simple choice that supports your goal of living a balanced life. Filled with a delicious blend of oats, sunflower seeds and real hazelnuts, this whole grain bread loaf gives your favorite sandwiches a rich, nutritional flavor. Free from artificial colors, flavors and preservatives, as well as high fructose corn syrup, this loaf of bread delivers nutrition in every bite. Oroweat Oatnut Bread provides a great foundation for savory egg salad sandwiches and other tasty meals whether you are at home, at work or need on the go snacks. This sandwich bread is also great for peanut butter and jelly or deli sandwiches as part of a school lunch. Enjoy a slice of Oroweat Whole Grains Oatnut Bread as your morning toast topped with butter and jelly or use it in other kitchen creations. Oroweat Whole Grains Bread offers delicious nutrition for your balanced life from an expert name in bread. This item is Shelf Stable. Size Description: Regular.","Whole Wheat Flour, Water, Enriched Wheat Flour [flour, Malted Barley Flour, Reduced Iron, Niacin, Thiamin Mononitrate (vitamin B1), Riboflavin (vitamin B2), Folic Acid], Oats, Sugar, Wheat Gluten, Yeast, Vegetable Oil (soybean) Hazelnuts (filberts), Cultured Wheat Flour, Sea Salt, Sunflower Seeds, Soy Lecithin, Grain Vinegar, Citric Acid, Soy, Whey, Nuts (walnuts, Almonds).","Our bakery products retain their best quality if stored at room temperature. for best results, please use by date on package. we are committed to providing you with quality products and welcome your questions and comments. call 1-800-984-0989, consumer relations department. when writing, please include the proof-of-purchase (bar code) and stamped date code.","Contains wheat, soy, milk, walnuts, almonds, hazelnuts (filberts). Made in a bakery that may also use egg sesame.",,,,,
"Udi's Sandwich Bread, Soft White",$6.89,$8.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_67afaf45-2b43-4c85-9482-6e4f53975e4c.jpeg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_103c6779-306c-4615-af9e-207f5e8ab1a8.jpeg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1ceda816-521e-4113-9563-d1801c80e803.jpeg 4x","Enjoy bread, even while limiting your gluten intake, with Udi's Gluten Free Delicious Soft White Sandwich Bread. Large slices and a soft texture make this bread so tasty, you won't believe it is gluten free. Keep a loaf in your pantry; it is ideal for sandwiches, for toast or simply with a dollop of your favorite jam.","Water, Pea Starch, Modified Tapioca Starch, Rice Starch, Canola Oil, Rice Flour, Sorghum Flour, Tapioca Starch, Invert Cane Sugar, Egg Whites, Cane Sugar, Modified Cellulose, Apple Cider Vinegar, Salt, Yeast, Cultured Brown Rice, Brown Rice, Guar Gum, Xanthan Gum, Enzymes","For best use, thaw and use within 7 days or refrigerate and use within 18 days. Thawing will aid in separating slices.",Contains: eggs.,"Gluten Free,Soy Free,Treenut Free",,,,
"7Days Vanilla Soft Croissant, On The Go Breakfast",,$3.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b02e5d5a-629d-40e9-97d8-e1c7bddafb9c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d5a91613-7c19-4b93-a722-5eb38ebc239e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_240b6959-f5e6-449c-8d5d-5394e3446fe6.jpg 4x","WHAT’S INCLUDED: individually packaged, ready-to-eat croissant with vanilla filling.,PREMIUM TASTE: a wonderful combination of soft croissant pastry and deliciously creamy vanilla filling.,ON THE GO: the perfect on the go pastry to enjoy for breakfast with your coffee in the morning, or for an afternoon pick-me-up.,GMO-FREE: 7Days does not use genetically modified organisms.","Dough; Wheat Flour, Vegetable Oils (palm Oil, Sunflower Oil, Cotton Seed Oil, Rapeseed Oil), Sugar, Mono- And Diglycerides Of Fatty Acids (emulsifier), Egg Yolk, Corn Syrup, Yeast, Salt, Vanillin, Milk Proteins, Calcium Propionate (preservative)/. Vanilla Flavour Filling (29%) [sugar, Palm Oil, Skimmed Dry Milk, Dextrose, Ethyl Alcohol, Dried Egg Yolks, Emulsifiers (polyglycerol Esters Of Fatty Acids, Cellulose Gum), Acidity Regulators (disodium Diphosphate, Phosphoric Acid), Vanilla Flavouring, Potassium Sorbate (preservative), Lactose]. Contains: Wheat, Milk, And Eggs.",{},"Contains: wheat, milk, and eggs.",,,,,
Pepperidge Farm White Bread,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_11b0b1f2-5706-4401-a9e5-93ae9efced21.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c33678a2-ad0e-49d5-aae8-8de10125b24a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ea8870af-eda4-42f5-9e71-35fbb5b9ac7e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0a94d7ab-9e70-47f8-be76-1088bd6b52e3.jpg 4x","We have been baking delicious breads with carefully selected ingredients for over 75 years. At Pepperidge Farm, baking is more than a job. To us, it’s a real passion. Our dedication to quality shows in the care we put into every detail. Pepperidge Farm white sandwich bread stays true to the classic recipe you know and love: with its convenient shape and delightfully light, mild flavor, Pepperidge Farm Sandwich White bread is ideal for sandwich lovers. A delicious, versatile white bread baked with quality ingredients and a touch of sweetness, with no high-fructose corn syrup. Each loaf of bread is double wrapped for freshness. Each 16-oz. loaf of bread has approximately 20 slices per loaf. Enjoy Pepperidge Farm breads, buns and melt-in-your-mouth cookies, all baked with care in a variety of craveable flavors.","Enriched Wheat Flour (flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Sugar, Yeast, Vegetable Oil (soybean And/or Canola), Contains 2% Or Less Of: Wheat Gluten, Salt, Monoglycerides, Whey, Calcium Propionate And Sorbic Acid To Extend Freshness, Malted Barley Flour, Soy Lecithin",{},"Contains: wheat, milk, soy.",,,,,
Martin's Sandwich Potato Bread,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b077f667-a2e2-4c4c-ad7f-c18e7f877084.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bfcce109-c721-486a-a1a2-7e5e275b32cb.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f573d87c-d834-4783-9b52-08d8ffe65751.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7d4c0275-8f0e-4eb6-a8dd-30b10fd06522.png 4x","Make your next meal or gathering a cherished eating experience! Martin's Rolls and Bread have been at the table, helping families and friends make memories, for more than 60 years. Ever since the Martin family introduced their sweet, buttery, soft potato bread with it's distinctive golden color to local farmer's markets in the 1950's, Martin's Potato Bread has been a delicious staple of goodness, not only at the family table, but in restaurants around the world! Once you've tried the golden taste of Martin's Potato Bread, you'll understand why no other bread will do! Shelf-Stable, Regular, Enriched Wheat Flour.,-90 calories a slice; High quality ingredients; The famous Dutch taste the whole family loves; Potato rolls and bread; Soft and tastes great; No high fructose corn syrup; No artificial dyes; No trans fats; No cholesterol; Non-GMO; High quality ingredients makes great tasting rolls and bread.,-Per 1 Slice Serving: 90 calories; 0 g sat fat (0% DV); 105 mg sodium (5% DV); 3 g sugars.,-Made with high quality ingredients such as high protein wheat flour, nonfat milk, potatoes, real cane sugar, yeast, and real butter. Better ingredients make better bread! Learn more at www.potatorolls.com.,-American family owned and operated; Because quality is a family tradition, we pride ourselves in baking a nutritious bread that tastes just as good as it is good for you.,-Buttery taste. The taste is golden.,-Enriched bread. Made with unbleached flour.,-Non-GMO (We source non-GMO ingredients. For more information, go to our website: www.potatorolls.com/about/faqs).,-Soft and tastes great!,-No artificial dyes.,-No trans fats; no cholesterol.,-We believe that our high quality ingredients and our dedication to excellence are what has made Martin's Famous Potato Rolls the preferred choice in America for more than 60 years!,-Potato Bread, Sandwich Bread, Great Tasting Bread, Best Bread for French Toast, Premium bread, Quality Bread, Better Sandwich Bread, Best Sandwich Bread.,-Regular.,-Shelf-Stable.","Unbleached Enriched Wheat Flour (Flour, Ferrous Sulfate, Niacin, Thiamin, Riboflavin, Folic Acid), Nonfat Milk, Reconstituted Potatoes (From Potato Flour), Yeast, Sugar, Cane Sugar Syrup, Wheat Gluten, Sunflower Oil, Contains 2 Percent Or Less Of Each Of The Following: Salt, Butter, Dough Conditioners (Sodium Stearoyl Lactylate, Monoglycerides And Diglycerides), Monocalcium Phosphate, Cultured Wheat Flour, Calcium Propionate (A Preservative), Guar Gum, Ascorbic Acid, Datem, Calcium Sulfate, Enzymes, Turmeric Color, Annatto Color, Sesame Seeds.",{},,,,,,
"Sara Lee Artesano, Smooth Multigrain Pre-sliced Bread",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b65348c7-1447-4ec5-866d-93434fa9e107.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_10f3c6d6-9662-4b15-8cf1-614ffff521ec.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_195af45a-ff03-4c2b-ab53-0a46e607b27a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ede93716-4ccb-429c-b060-156e6f501e3b.jpg 4x","Bring the distinguished taste of an artisan-style bakery home to your family with Sara Lee Artesano Smooth Multigrain Bread. With its rich flavor and distinctly creamy character, all the flavors you love come together with this artisan-style multi grain bread. Baked with the goodness you’d expect from one of America’s most trusted names in bread, Sara Lee Artesano bread elevates everything you create with it. This artisan-style sandwich bread is made without any preservatives, artificial colors or artificial flavors and, like all Sara Lee sliced bread, it is made with no high fructose corn syrup, so you can trust that you’re sharing only the best with your family. From hearty avocado toast to mouthwatering paninis and scrumptious grilled cheese sandwiches, you can count on Sara Lee bread to provide superior taste and quality. Enjoy Sara Lee Artesano multigrain bread right out of the bag for convenient meals to fit your busy schedule. Make the routine remarkable with Sara Lee Artesano Smooth Multigrain Bakery Bread.","Enriched Wheat Flour [flour, Malted Barley Flour, Reduced Iron, Niacin, Thiamin Mononitrate (vitamin B1), Riboflavin (vitamin B2), Folic Acid], Water, Sugar, Vegetable Oil (soybean), Wheat Gluten, Yeast, Oats, Triticale, Whole Wheat, Sea Salt, Rye, Barley, Millet, Buckwheat, Brown Rice, Contains 0.5% Or Less Of Each Of The Following: Cultured Wheat Flour, Molasses, Natural Flavors, Soy Lecithin, Malt Extract (barley), Grain Vinegar, Citric Acid, Sesame Seeds","Our bakery products retain their best quality if stored at room temperature. for best results, please use by date on package. we are committed to providing you with quality products and welcome your questions and comments. call 1-800-984-0989, consumer relations department. when writing, please include the proof-of-purchase (bar code) and stamped date code.","Contains wheat, soy, sesame. Made in a bakery that may also use milk, hazelnuts (filberts).",,,,,
Pepperidge Farm Sweet Hawaiian Slider Buns,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_82ba6fa8-285c-41d0-9199-25f45061ec7c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_20250801-3b03-47bb-930a-ef6c435dcb43.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ca81434b-5846-41f0-aa0a-aacb74498ae0.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_edfa7170-2301-4de1-9ee2-06794ffee690.jpg 4x","At Pepperidge Farm, we have been baking delicious breads inspired by small-batch recipes and crafted with premium ingredients for over 80 years. For us, baking is more than a job, it’s a real passion. Our dedication shows in the care we put into every detail. Pepperidge Farm Bakery Classics stand for quality and our Sweet Hawaiian Slider Buns stay true to the classic recipe you know and love. We use quality ingredients for delicious, versatile buns baked with a touch of sweetness. They’re perfect for mini burgers, or pulled pork or chicken sandwiches at your next tailgate. No other bun will do. Our barbecue-ready slider buns make your meals a little more special. Enjoy the great taste of our 15-oz. pack of 12 delicious Pepperidge Farm slider buns.","Enriched Wheat Flour (flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Sugar, Wheat Gluten, Yeast, Vegetable Oils (soybean And/or Canola), Contains 2% Or Less Of: Salt, Monoglycerides, Calcium Propionate And Sorbic Acid To Extend Freshness, Datem, Cellulose Gum, Annatto And Turmeric Extracts For Color, Baking Soda, Natural Flavors, Sodium Stearoyl Lactylate, Corn Flour, Malted Barley Flour, Sucralose, Nonfat Milk, Sesame Seeds","Heat: Toast in a pan, on the grill, or in a toaster for a delightful crispness. Butter/Mayonnaise Olive Oil: Spread on buns then heat. Kick it up a notch by infusing herbs, spices, or garlic. Cheese Crisp: Heat a non-stick pan, melt a round slice of cheese in pan, place bun on top until cheese adheres and is crispy.,Signature Pairing! Sweet Hawaiian Slider Buns. Pulled pork with red onions & pickles.","Contains: wheat, milk, sesame seeds.",,,,,
Martin's Sandwich Potato Rolls,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f4a1ad53-7a8a-41b4-a1c5-339ea73c98dd.png 4x,"Martin's Famous Potato Sandwich Rolls have been setting the gold standard for potato rolls since 1955. The sweet, buttery taste, soft texture, and distinctive golden color make them an instant favorite with both children and adults. Martin's Sandwich Potato Rolls, made with only high quality ingredients such as potatoes, enriched wheat flour and nonfat milk, are perfect for any sandwich that you want to be a winner or ""Famous""! It’s the perfect size for all your regular summer grilling needs, able to stand up to a big, juicy patty with all your favorite fixings. Its subtle sweetness perfectly complements that salty burger or tangy barbecue, and its soft, plush texture adds just the right amount of bite without throwing off the meat-to-bun ratio. Shelf-stable and ready to eat.,Made with high quality ingredients such as high protein wheat flour, nonfat milk, potatoes, real cane sugar, yeast, and real butter. Better ingredients make better bread!,-Non-GMO (We source non-GMO ingredients. For more information, go to the website.,-Soft and tastes great!,-Classic Cheeseburger Bun!,-Enriched bread. Made with unbleached flour.,-No high fructose corn syrup.,-No artificial dyes.,No trans fats; no cholesterol.,-Perfect for burgers, sloppy joes, pulled pork, and more! The sweet, buttery taste and soft texture make a great sandwich taste even better; Made with high protein wheat flour, nonfat milk, potatoes, real cane sugar, yeast, sunflower oil, and butter; The best ingredients make the best bread and rolls!,-We believe that our high quality ingredients and our dedication to excellence are what has made Martin's Famous Potato Rolls the preferred choice in America for more than 60 years!,-American family owned and operated; Because quality is a family tradition, we pride ourselves in baking a nutritious bread that tastes just as good as it is good for you.,-Martin's Potato Rolls, Cheeseburger Bun, BBQ Buns, Potato Rolls, Best Bun for Burgers, Best Rolls for Hamburgers, Best Burger Buns, Best Grilling Buns, Best Potato Bread Rolls, Favorite Smashburger Bun,-Per 1 Roll Serving: 130 calories; 0.5 g sat fat (3% DV); 170 mg sodium (7% DV); 5 g sugars.,-Shelf Stable, Store at Ambient Temperature.,-Regular.","Unbleached Enriched Wheat Flour (Flour, Ferrous Sulfate, Niacin, Thiamin, Riboflavin, Folic Acid), Nonfat Milk, Reconstituted Potatoes (From Potato Flour), Yeast, Sugar, Cane Sugar Syrup, Wheat Gluten, Sunflower Oil, Contains 2 Percent Or Less Of Each Of The Following: Salt, Butter, Dough Conditioners (Sodium Stearoyl Lactylate, Monoglycerides And Diglycerides), Monocalcium Phosphate, Cultured Wheat Flour, Calcium Propionate (A Preservative), Guar Gum, Ascorbic Acid, Datem, Calcium Sulfate, Enzymes, Turmeric Color, Annatto Color, Sesame Seeds.",{},,,,,,
Martin's Long Potato Rolls,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_153099a2-4d07-49f3-a7d3-564d2b77523c.png 4x,"Martin's Long Potato Rolls It's no wonder why these are one of the top-selling hot dog buns in the country. High-quality ingredients such as enriched wheat, nonfat milk and potatoes give you the soft, squishy, and slightly sweet taste you know and love, which makes them perfect for your hot dog, sausage, or mini hoagie. Our regular long Potato Rolls are a top choice for restaurants and hot dog carts alike, so there's no reason not to make them your top choice, too! They're the perfect size for all of your grilling needs and have the perfect meat-to-bun ratio. We believe that our high quality ingredients and our dedication to excellence are what has made Martin's Famous Potato Rolls the preferred choice in America for more than 60 years! Shelf-stable and ready to eat!,-Made with high quality ingredients such as high protein wheat flour, nonfat milk, potatoes, real cane sugar, yeast, and real butter. Better ingredients make better bread!,-Per 1 Roll Serving: 140 calories; 0.5 g sat fat (3% DV); 170 mg sodium (7% DV); 5 g sugars.,-For hot dogs and so much more; The sweet, buttery taste and soft texture makes a good sandwich great; Made with high protein wheat flour, nonfat milk, potatoes, real cane sugar, yeast, sunflower oil, and butter; The best ingredients make the best bread; Delicious and wholesome.,-American family owned and operated; Because quality is a family tradition, we pride ourselves in baking a nutritious bread that tastes just as good as it is good for you.,-Classic Hot Dog Bun!,-Enriched bread. Made with unbleached flour.,-Non-GMO (We source non-GMO ingredients. For more information, go to our website.,-Soft and tastes great!,-No high fructose corn syrup.,-No artificial dyes.,-No trans fats; no cholesterol.,-We believe that our high quality ingredients and our dedication to excellence are what has made Martin's Famous Potato Rolls the preferred choice in America for more than 60 years!,-Regular Hot Dog Roll, Hot Dog Bun, Potato Roll, Potato Bun, Long Roll, Long Potato Roll, Lobster Roll.,-Shelf-stable and ready to eat!","Unbleached Enriched Wheat Flour (Flour, Ferrous Sulfate, Niacin, Thiamin, Riboflavin, Folic Acid), Nonfat Milk, Reconstituted Potatoes (From Potato Flour), Yeast, Sugar, Cane Sugar Syrup, Wheat Gluten, Sunflower Oil, Contains 2 Percent Or Less Of Each Of The Following: Salt, Butter, Dough Conditioners (Sodium Stearoyl Lactylate, Monoglycerides And Diglycerides), Monocalcium Phosphate, Cultured Wheat Flour, Calcium Propionate (A Preservative), Guar Gum, Ascorbic Acid, Datem, Calcium Sulfate, Enzymes, Turmeric Color, Annatto Color, Sesame Seeds.",{},,,,,,
"Bimbo 20 count, White Bread",,$3.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f2dfb3e3-3eb1-43a0-9905-5edcd9f9ea85.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a40d0c87-09a1-4781-992a-8c827d3ec6d0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3eea23be-953f-4ac4-b3ba-60ffc2acc705.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c22a523f-42b7-4a56-a149-321b4bc1e0fb.png 4x","Bimbo Bread (pronounced ""Beembo"") has been bringing families together for four generations. A family owned business since 1945, Bimbo relies on its own recipe to make sure that Moms, Dads, and Kids can get the delicious taste and texture of Bimbo Soft White Bread. Packed with goodness, baked with love. This item is Shelf Stable. Size Description: Regular.","Enriched Wheat Flour [flour, Malted Barley Flour, Reduced Iron, Niacin, Thiamin Mononitrate (vitamin B1), Riboflavin (vitamin B2), Folic Acid], Water, Sugar, Yeast, Calcium Sulfate, Vegetable Oil (soybean), Salt, Wheat Gluten, Preservatives (calcium Propionate, Sorbic Acid), Enrichment (calcium Sulfate, Vitamin E Acetate, Vitamin A Palmitate, Vitamin D3), Monoglycerides, Datem, Soy Lecithin, Ferrous Sulfate, Citric Acid, Grain Vinegar, Monocalcium Phosphate, Sesame Seeds","Our bakery products retain their best quality if stored at room temperature. for best results, please use by date on package. we are committed to providing you with quality products and welcome your questions and comments. please contact us at 1-800-984-0989. when contacting us, please include the proof-of-purchase (bar code) and stamped date code.","Contains wheat, soy, sesame.,made in a bakery that may also use milk, tree nuts.",,,,,
"Guerrero Tortillas, Zero Net Carbs, Chipotle",$4.59,$6.39, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b19f75d8-c351-44d0-9f40-8d6a15d261a2.jpeg 4x,"New. Guerrero Zero Net Carbs tortillas help keep your nutritional goals on track while enjoying the authentic taste that brings A little piece of Mexico to your table.,• High Fiber,• Keto,• Kosher","Modified Wheat Starch, Water, Vital Wheat Gluten, Wheat Gluten Isolate, Vegetable Shortening (interesterified And Hydrogenated Soybean Oils), Seasoning (spices, Paprika, Corn Maltodextrin, Tomato Powder, Salt, Onion Powder, Garlic Powder, Natural Flavor), Salt, Distilled Monoglyceride, Calcium Propionate (to Maintain Freshness), Sodium Acid Pyrophosphate, Baking Soda, Sorbic Acid (to Maintain Freshness), Fumaric Acid, Cellulose Gum","Heating Instructions: Tortillas may be heated on the stove top or in the microwave.,For freshness refrigerate after opening.",Contains: wheat.,,,,,
"Thomas’ 6 count, Whole Wheat Pre-sliced Bagels",,$6.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9c069341-ebd2-4cfb-a37f-0f23d7308ced.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_12844102-a8cf-466e-84ab-6f13866a9977.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_73d9146b-f43b-4ccf-af3c-e3a61cd792cc.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_326fa29f-bffe-48bf-82ad-6fceb7f03866.png 4x","Start your day off right with Thomas' 100% Whole Wheat Bagels. These Whole Wheat Bagels are a delicious and healthy way to start your day, with whole wheat as the first ingredient. Thomas' Bagels are an easy breakfast you can feel good about, made with high quality ingredients and no high fructose corn syrup. They are also an excellent source of fiber. These bagels are pre-sliced, making them a convenient and versatile choice for breakfast or as an on the go snack. Toast and add your favorite topping, load one up with eggs, cheese and bacon for a breakfast sandwich worthy of a weekend brunch, or top with sauce and cheese for scrumptious pizza bagels. Out of the bag or out of the toaster, Thomas’ bagels are a quality breakfast food you and your family will love. Start your day the right way with bagels from the breakfast food brand with more than 140 years of experience, beginning with the original Nooks and Crannies English Muffins. Thomas’ delivers delicious tastes for an easy breakfast like no other. This item is Shelf Stable. Size Description: Regular. Product Type: Wheat Bagel","Whole Wheat Flour, Water, Sugar, Wheat Gluten, Yeast, Wheat Bran, Cornmeal, Salt, Calcium Propionate And Sorbic Acid (to Preserve Freshness), Monoglycerides, Datem, Citric Acid, Guar Gum, Maltodextrin, Vegetable Oil (soybean), Cellulose Gum, Cornstarch, Soy Lecithin, Sesame Seeds","We welcome your questions and comments about this product. please contact us at 1-800-984-0989. when contacting us, please include the proof-of-purchase (bar code) and stamped date code.","Contains wheat, soy, sesame.,made in a bakery that may also use milk, egg, tree nuts.",,,,,
"Joseph's Flax, Lavash Bread",,$4.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b9394481-1705-41a1-84db-3e3e1338fe43.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8f0082e4-d94b-41b3-9ce8-56cb5ef15247.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_84840417-bac6-4a10-95be-fb386176a8af.jpg 4x","Joseph's Flax, oat bran and whole wheat Lavash flat breads are one of the healthiest bread options around. Great for flatbread pizzas, roll-ups, sandwiches, appetizer spreads and more! Joseph’s bakery, a family-owned business led by the third generation, has been making fresh, authentic, and healthy breads for over 50 years.,• 1.5g fat per serving,• 6g net Carbs and 60 calories per serving,• Good source of omega-3 ala, kosher and vegan,• Serve straight from the package, warm in oven, toaster, air fryer, or on stove top","Water, Whole Wheat Flour, Wheat Gluten, Oat Fiber, Corn Starch, Defatted Soy Flour, Soy Protein Isolate, Soybean Oil, Enriched Wheat Flour [wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Salt, Calcium Sulfate, Sodium Acid Pyrophosphate, Flaxseed, 2% Or Less Of Each Of The Following: Dextrose, Sodium Bicarbonate, Calcium Propionate, Potassium Sorbate, Fumaric Acid, Monoglyceride, Sodium Metabisulfite, L-cysteine (plant-based), Ascorbic Acid, Enzymes, Oat Bran, Yeast, Microcrystalline Cellulose, Corn Starch",Store at room temperature.,"Contains: wheat, soy",,,,,
Oroweat / Arnold 12 Grain Bread,,$5.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a3abec5d-d30d-446f-a457-79b1524fb254.png 4x,"Oroweat Whole Grains 12 Grains and Seeds Bread is baked with the goodness of grains, making it a simple choice that supports your goal of living a balanced life. Filled with a unique blend of grains and seeds, this whole grain bread loaf gives your favorite sandwiches a rich, nutritional flavor. Free from artificial colors, flavors and preservatives, as well as high fructose corn syrup, this loaf of bread delivers nutrition in every bite. With 18 grams of whole grains, 5 grams of protein and 4 grams of fiber per slice, this sliced bread is good source of fiber. Oroweat whole grain bread provides a great foundation for savory egg salad sandwiches and other tasty meals whether you are at home, at work or need on the go snacks. This sandwich bread is also great for peanut butter and jelly or deli sandwiches as part of a school lunch. Enjoy a slice of Oroweat Whole Grains 12 Grains and Seeds Bread as your morning toast topped with butter and jelly or use it in other kitchen creations. Oroweat Whole Grains Bread offers delicious nutrition for your balanced life from an expert name in bread. This item is Shelf Stable. Size Description: Regular.","Whole Wheat Flour, Water, Whole Grains [wheat, Rye, Corn, Oats, Millet, Triticale, Brown Rice, Barley, Buckwheat, Kamut (khorasan Wheat), Teff], Wheat Gluten, Sugar, Sunflower Seeds, Brown And Golden Flaxseed, Oat Fiber, Vegetable Oil (soybean), Yeast, Sea Salt, Cultured Wheat Flour, Natural Flavors, Soy Lecithin, Black Chia Seeds, Kaniwa Seeds, Poppy Seeds, Grain Vinegar, Citric Acid, Soy, Whey, Hazelnuts (filberts)","Our bakery products retain their best quality if stored at room temperature. for best results, please use by date on package. we are committed to providing you with quality products and welcome your questions and comments. please contact us at 1-800-984-0989. when contacting us, please include the proof-of-purchase (bar code) and stamped date code.","Contains wheat, soy, milk, hazelnuts (filberts).,made in a bakery that may also use egg, sesame.",,,,,
