Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,Peanut Free,Treenut Free,Soy Free
"Butterfinger Crispety, Crunchety, Peanut-Buttery Chocolate-y Candy Bar",,$1.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8a77d16a-3e2e-4749-bf84-8ea72b9c3219.jpeg 4x,"It's time to get your treat on with Butterfinger Full Size candy bars. These perfectly full sized, peanut-buttery, chocolatey bars are big on taste. Packed with the crispety, crunchety, peanut-buttery taste everyone knows and loves, these individually wrapped candy treats are easy to snack on and enjoy. Take these delicious peanut-buttery, chocolatey bars anywhere and share with anyone. They're great for home or the office, parties, get-togethers or a dessert sweet treat. Butterfinger is made with no artificial flavors or colors and is gluten-free. Butterfinger Full Size candy bars are an irresistible treat you love to share.","Corn Syrup, Sugar, Peanuts, Vegetable Oil (palm Kernel And Palm Oil), Peanut Flour, Nonfat Milk, Less Than 2% Of Cocoa, Milk, Salt, Soy Lecithin, Natural Flavor, Annatto Color",250 Calories Per Bar,"Contains: milk, peanut, soy.",Gluten Free,,,,
"Oreo Chocolate Sandwich Cookies, Family Size",,$7.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3ad3fdb2-dcc8-4549-bd35-0c33468c1ae2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_204dd0bd-1c8a-4a23-8eb6-e1d5e6dd5062.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bdfe3c64-6b80-4c30-b8d7-045a1614f51c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d64f9775-5d93-41bb-8c77-f9abf1469ebb.jpg 4x","Take a delicious break with OREO Chocolate Sandwich Cookies. Supremely dunkable, OREO cookies sandwich original OREO creme filling between two Always Made with Real Cocoa chocolate wafers-making them milk's favorite cookie. Original OREO chocolate sandwich cookies are great for serving as a dessert, with ice cream, as party snacks or for packing sweet snacks with lunch at school or work. You can even mix these bulk snack cookies into your favorite dessert recipe or cheesecake recipe for something a little extra special. The resealable pack of OREO cookies with easy-pull tab keeps chocolate cookies fresh and ready to share.,• One 18.12 oz family size packs of OREO Chocolate Sandwich Cookies (packaging may vary).,• Chocolate wafers Always Made with Real Cocoa and filled with original OREO creme.,• Certified kosher OREO sandwich cookies are supremely dunkable, and shareable and are great chocolate cookies for mixing into your favorite dessert recipes.,• Whether you TWIST, LICK, or DUNK, OREO cookies are great lunch snacks for adults, office snacks and after-school sweet treats for kids.,• Family size resealable pack with easy-pull tab keeps bulk snack cookies fresh and is great for snacking, sharing, or traveling.","Unbleached Enriched Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate [vitamin B1], Riboflavin [vitamin B2], Folic Acid), Sugar, Palm Oil, Soybean And/or Canola Oil, Cocoa (processed With Alkali), High Fructose Corn Syrup, Leavening (baking Soda And/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor.","For best when used by information, please see date printed on package.","Contains: wheat, soy.",,,,,
"Cheetos Crunchy Cheese Flavored Snacks, Flamin' Hot Flavored",,$2.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2dd1584f-0e61-4df5-a6ce-6a494f005e8f.jpeg 4x,"CHEETOS snacks are the much-loved cheesy treats that are fun for everyone! You just can't eat a CHEETOS snack without licking the ""cheetle"" off your fingertips. And wherever the CHEETOS brand and CHESTER CHEETAH go, cheesy smiles are sure to follow.","Enriched Corn Meal (corn Meal, Ferrous Sulfate, Niacin, Thiamin Mononitrate, Riboflavin, Folic Acid), Vegetable Oil (corn, Canola, And/or Sunflower Oil), And Less Than 2% Of Salt, Maltodextrin (made From Corn), Yeast Extract, Monosodium Glutamate, Potassium Salt, Citric Acid, Sugar, Artificial Color (red 40 Lake, Yellow 6 Lake, Yellow 6, Yellow 5), Cheddar Cheese (milk, Cheese Cultures, Salt, Enz",Guaranteed fresh until printed date.,Contains milk ingredients.,Gluten Free,,,,
Swanson's Chicken Broth,,$5.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e78bc834-42df-44ae-84ca-110abeb1a68c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fe4f55ad-a5c5-45ea-9efe-2e6145a5dd4c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7c8354fc-d419-493e-9776-2895f7fcb70b.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6f45bb64-7621-4b7e-b297-923df7839785.jpg 4x","Elevate your homemade meals with the rich, full-bodied flavor of Swanson® 100% Natural Chicken Broth. Swanson® Chicken Broth brings together the perfectly balanced flavors of farm-raised chicken, vegetables picked at the peak of freshness, and high-quality seasonings in a convenient recyclable carton. And just like homemade, our broth uses only 100% natural, non-GMO ingredients, with no MSG added,* no artificial flavors or colors, and no preservatives. More convenient than chicken bouillon, this fat-free, gluten-free chicken broth is a versatile ingredient for your everyday cooking, adding flavor and moisture to both entrees and side dishes. It’s great as a soup base, and it can be used instead of water to boost rich flavor in rice, pasta and veggies. Swanson® Chicken Broth is a must-have for your holiday cooking, bringing richer, elevated homemade flavor to mashed potatoes, stuffing and more. It’s not just any broth. It’s Swanson®. (*Glutamate occurs naturally in ingredients in this product)","Chicken Stock, Salt, Natural Flavoring, Mirepoix (carrots, Celery, Onions), Chicken Fat, Yeast Extract",Shake Carton Before Using.,"DO NOT PURCHASE IF TAMPER EVIDENT RING IS BROKEN.,EASY TO OPEN CAP - NO PULL TAB! TWIST TO BREAK INNER FRESHNESS SEAL AND TAMPER EVIDENT RING.",Gluten Free,,,,
Campbell's SpaghettiOs Canned Pasta with Meatballs,,$3.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6c32c99f-9984-48de-aeee-c2256b6fb1c3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_58311b3a-b14b-4d68-8de1-4e04038af897.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c2d334e7-b4f6-47d7-b265-f7879e33be64.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9442a92b-4881-4101-ae47-b25c5da74799.jpg 4x","Dig into a dish the whole family will enjoy with SpaghettiOs® Canned Pasta with Meatballs. Each delicious bite of this canned pasta and meatballs features the classic o-shaped pasta you know and love to add some fun to a lunch. This canned pasta puts a yummy spin on original SpaghettiOs® with the addition of savory meatballs, making it a delicious part of any meal. One cup of SpaghettiOs® canned pasta and meatballs contains 1/2 cup of vegetables and 10 grams of protein as part of a lunch. Break out this convenient canned food when you're craving something at lunchtime. This microwave pasta is ready in as little as 3 minutes. Just heat in a microwave-safe bowl on high for 1 1/2 to 2 minutes, let stand for 1 minute, then stir. Or, cook up this fun-loving pasta on the stove. The can is recyclable for easy disposal. Add character to every bite with SpaghettiOs®: the neat round spaghetti you can eat with a spoon.","Water, Tomato Puree (water, Tomato Paste), Meatballs Made With Chicken, Beef Added (chicken, Mechanically Separated Chicken, Water, Beef, Bread Crumbs [enriched Wheat Flour (wheat Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid), Dextrose, Salt, Yeast, Soybean Oil], Soy Protein Concentrate, Salt, Dehydrated Onions, Dehydrated Garlic, Flavoring [includes Sage Extract]), Enriched Pasta (wheat Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid), High Fructose Corn Syrup, Contain Less Than 2% Of: Salt, Enzyme Modified Cheddar Cheese (cheddar Cheese [pasteurized Milk, Cultures, Salt, Enzymes, Calcium Chloride], Water, Disodium Phosphate, Enzymes), Vegetable Oil, Citric Acid, Yeast Extract, Enzyme Modified Butter, Natural Flavoring, Nonfat Milk","Microwave: Microwave Ovens Vary. Time Given Is Approximate.,1. Heat, Covered, In Microwavable Bowl On High 1 1/2 To 2 Min. Or Until Hot.,2. Careful, Leave In Microwave 1 Min., Then Stir.,3. Stir And Serve.,Stove: Heat, Stirring Occasionally.","Contains: wheat, milk, soy.",,,,,
Pepperidge Farm Goldfish Flavor Blasted Xtra Cheddar Cheese Crackers,$4.09,$4.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_81b92564-50c8-468f-ab64-ffd22d3e4791.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c904e1ed-a1c4-41b1-9d1f-5d2a0ca65ebf.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_71b76a38-12a6-4a28-ac79-a1d98171cde7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d8313b17-87d8-4950-b928-0a84ef2a2168.jpg 4x","Kick snack time up a notch with the intense flavor of Pepperidge Farm Goldfish Flavor Blasted Xtra Cheddar Cheese Crackers, the fun, fish-shaped snack crackers with a smile. Packed with extra cheesy flavor, these baked cheese snacks are made with ingredients you can feel good about, including real Cheddar cheese and no artificial flavors or preservatives. The fun, bite-sized shape of these extra cheddar Goldfish crackers makes them the perfect at-home or on-the-go snacks for kids and adults. Crunchy and cheesy with a big, bold flavor, they’re a munchable must-have for school lunches, study sessions, road trips, movie nights and more. Make meals more exciting by serving Flavor Blasted Goldfish Xtra Cheddar Crackers with a sandwich and fruit as part of a balanced lunch, or try them as soup crackers or salad croutons for dinner. You can even crumble them up and use them to bread chicken breasts for a cheesy twist on a classic. Each satisfying serving of 51 Flavor Blasted Goldfish contains 140 calories and 5 grams of fat. This 6.6-ounce bag contains roughly 6 servings and is the ideal size for snacking alone or sharing. Goldfish snack crackers are also available in other cheesy flavors, including Cheddar Jack’d and Cheesy Pizza. Go for the handful with Goldfish.","Enriched Wheat Flour (flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Cheddar Cheese ([cultured Milk, Salt, Enzymes], Annatto), Vegetable Oils (canola, Sunflower And/or Soybean), Salt, Contains 2% Or Less Of: Sugar, Yeast Extract, Whey, Corn Flour, Autolyzed Yeast Extract, Torula Yeast, Paprika Extract (color), Spices, Celery, Enzyme Modified Cheddar Cheese (milk, Cultures, Salt, Enzymes), Onion Powder, Garlic Powder, Citric Acid, Lactic Acid, Calcium Lactate, Natural Flavor, Milkfat, Monocalcium Phosphate, Baking Soda",{},"Contains: wheat, milk.",,,,,
Campbell's SpaghettiOs Original Canned Pasta,,$3.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0b9d32d1-5882-4c2d-893e-bb26fbaddb43.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_255d1947-bce4-40ae-94b7-f0cc384d8a68.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0c8ababf-91ba-464c-9057-371c05415017.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7dc7fb1a-b9c7-4a0d-8273-5ca6e890d38b.jpg 4x","Dig into a dish the whole family will enjoy with SpaghettiOs® Original Canned Pasta. Each delicious bite of this canned pasta features the classic o-shaped pasta you know and love to add some fun to lunchtime. This canned pasta puts a yummy spin on traditional tomato sauce with a tomato and cheese combo that makes a great addition to any meal. One cup of SpaghettiOs® Canned Pasta contains 1/2 a cup of vegetables and 4 essential nutrients in the pasta as part of a lunch. Break out this convenient canned food when you're craving lunch, or prepare it as an entree. This microwave pasta is ready in as little as 3 minutes. Just heat in a microwave-safe bowl on high for 1 1/2 to 2 minutes, let stand for 1 minute, then stir. Or, cook up this fun-loving pasta on the stove. The can is recyclable for easy disposal. Add character to every bite with SpaghettiOs®: the neat round pasta you can eat with a spoon.","Water, Tomato Puree (water, Tomato Paste), Enriched Pasta (wheat Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid), High Fructose Corn Syrup, Contains Less Than 2% Of: Salt, Enzyme Modified Cheddar Cheese (cheddar Cheese [cultured Milk, Salt, Enzymes, Calcium Chloride], Water, Disodium Phosphate, Enzymes), Vegetable Oil (corn, Canola, And/or Soybean), Enzyme Modified Butter, Beta Carotene For Color, Citric Acid, Paprika Extract, Skim Milk, Natural Flavoring","Microwave: Microwave Ovens Vary. Time Given Is Approximate.,1. Heat, Covered, In Microwavable Bowl On High 1 1/2 To 2 Min. Or Until Hot.,2. Careful, Leave In Microwave 1 Min., Then Stir.,Stove: Heat, Stirring Occasionally.","Contains: wheat, milk.",,,,,
"Jack Link's Beef Jerky, Teriyaki, Meat Snacks",,$8.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f563a477-073e-4b9b-b918-3d291304e06d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_452eeecf-ba39-4864-8248-de602ff79c18.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2f730268-493c-46ab-a3b5-c874d989538d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bde5bc5c-298e-4e70-a5d5-0f2c7d9cd344.jpg 4x","Sasquatch lives in the forest because he’s not too keen on civilization. But something he is keen on? Teriyaki Beef Jerky. It’s sweet, savory, and not spicy at all, making it a great snack choice for all ages! Taste our signature sweet and salty Teriyaki sauce made with real ingredients like soy sauce, ginger, and sweet brown sugar. Fill your pantry, your lunchbox, and your pockets with a tasty snack. Believe us, as fellow adventurers, we won’t judge! Even when you’re on the go, it’s easy to reach for our ready-to-eat beef jerky – and besides, Jack Link’s packaging is resealable, so each bite tastes as fresh as the last! When you are looking for a sweet snack, eat something more wholesome than your kids' leftover Halloween candy. At 11g of protein and just 80 calories per serving, you can enjoy biting into Jack Link’s Teriyaki Beef Jerky., MADE WITH 100% BEEF: Our lean cuts of beef are part of why our beef jerky is so tender and delicious, 11G OF PROTEIN AND 80 CALORIES PER SERVING: Our Original Beef Jerky is a good source of protein that satisfies hunger and taste buds, SWEET & SAVORY FLAVOR: Our carefully chosen cuts of beef are marinated in a real Teriyaki recipe that includes, soy sauce, ginger, and brown sugar, 2.85 OZ AND RESEALABLE PACKAGING: Jack Link’s packaging is designed with busy lifestyles in mind. Our half-pounder bag is resealable to ensure your beef jerky stays portable and keeps air moisture out, NO NONSENSE: No nitrates or nitrites except for those naturally occurring in sea salt and cultured celery extract","Beef, Brown Sugar, Water, Soy Sauce (water, Wheat, Soybeans, Salt), Contains 2% Or Less Of Sea Salt, Salt, Flavors, Beef Stock, Cultured Celery Extract, Pineapple Powder.","After opening, refrigerate or use within three days.","Contains: soy, wheat",,,,,
M&M's Peanut Chocolate Candies,,$2.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a71a5ba8-470b-454b-89aa-1eccae722640.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e1e24b82-324a-4712-b2e9-85026256412d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e3bc8673-b7ac-4a78-a823-27438d173d96.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3ce0441e-20f5-45a1-9d1d-cbb24a98191e.jpg 4x","M&M'S Peanut Chocolate Candy is a little nutty, a lot tasty and always full of fun. Enjoy roasted peanuts covered in delicious chocolate and a colorful candy shell. These sharing-sized chocolate candy boxes are perfect for movie night, the home game or just sharing with friends and family. Best of all, this chocolate box features a reclosable pack so you can take everyone's favorite treat on-the-go. Add colorful fun to everyday celebrations with M&M'S Chocolate.,•Contains one (1) 3.1-ounce boxes of M&M'S Peanut Chocolate Candy,•Made with real peanuts and milk chocolate and surrounded by a colorful candy shell,•Each box of chocolate and peanut candy is a perfect addition to your movie date,•Each theater box contains a convenient re-closeable pack,•Peanut M&M'S Chocolate Candy is a little nutty, a lot tasty and always full of fun","Milk Chocolate (sugar, Chocolate, Skim Milk, Cocoa Butter, Lactose, Milkfat, Peanuts, Soy Lecithin, Salt, Natural Flavor), Peanuts, Sugar, Cornstarch; Less Than 1% Of: Palm Oil, Corn Syrup, Dextrin, Colors (includes Blue 1 Lake, Yellow 6, Red 40, Yellow 5, Blue 1, Yellow 6 Lake, Red 40 Lake, Yellow 5 Lake, Blue 2 Lake, Blue 2), Carnauba Wax, Gum Acacia.",{},"Contains peanuts, milk and soy. May contain tree nuts.",,,,,
"Oreo Double Stuf Chocolate Sandwich Cookies, Family Size",,$7.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d7f020bf-40c5-4342-8586-bc43451a6843.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ed5e3498-e812-49d5-b0e8-fa9b58968707.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b0bab03e-e63c-49a5-8326-aa6dadd8bf91.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2479ec1d-2556-422c-b3f3-25eb4f1bf8a7.jpg 4x","Take a delicious break with OREO Double Stuf Chocolate Sandwich Cookies, Supremely dunkable, OREO Double Stuf cookies are stuffed with twice as much original OREO creme between two Always Made with Real Cocoa chocolate wafers--making them milk's favorite cookie. OREO chocolate sandwich cookies are great for serving as a dessert, with ice cream, as party snacks or with lunch at school or work. You can even mix these bulk snack cookies into your favorite dessert recipes or cheesecake recipes. The resealable pack of OREO cookies with easy-pull tab keeps bulk chocolate cookies fresh and ready to share.,• One 18.71 oz family size pack of OREO Double Stuf Chocolate Sandwich Cookies (packaging may vary).,• Chocolate wafer cookies Always Made with Real Cocoa stuffed with twice the OREO creme.,• Certified kosher OREO sandwich cookies are supremely dunkable, and are great for mixing into your favorite dessert recipe.,• Whether you TWIST, LICK, or DUNK, OREO cookies are great lunch snacks for adults, office snacks and after-school sweet treats for kids.,• Resealable pack with easy-pull tab keeps bulk snack cookies fresh and is great for snacking, sharing, or traveling.","Sugar, Unbleached Enriched Flour Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate [vitamin B1], Riboflavin [vitamin B2], Folic Acid), Palm Oil, Soybean And/or Canola Oil, Cocoa (processed With Alkali), High Fructose Corn Syrup, Leavening (baking Soda And/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor.","Slit appears when opened.,For best when used by information, please see date printed on package.","Contains: wheat, soy.",,,,,
Twizzlers Strawberry Flavored Licorice Style Low Fat Candy,,$5.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bd799a60-1ce3-4025-81a7-5c4369a3e1ca.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bfdf9dff-55bc-461a-b1e2-fcdd9b1a4f6b.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4235820b-cd09-4582-9a51-b19c0ee4fa14.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e5ddc76c-dcf1-4909-9412-3d99086c283b.jpg 4x","There's no party like a TWIZZLERS candy party! Seriously though, TWIZZLERS Twists strawberry flavored chewy candies are too fun not to enjoy with family and friends at every movie marathon, birthday party and tailgate. With a bag of strawberry flavored chewy candies ready for action, you'll never find yourself without a delicious shareable snack. Bite both ends of a TWIZZLERS Twists candy off to create a straw, then dip your straw into a cold glass of milk, a steaming hot chocolate or a frothy milkshake. If you're more into eating a couple of these chewy treats on their own, you'll be ready to go the second you open the bag. Keep your pantry stocked with kosher certified, low fat TWIZZLERS Twists candies, store some in your work desk, take a bag on a road trip or bring a pack to your next party gathering. Looking for an even greater adventure? For a unique twist, melt several white creme or milk chocolate bars, dip your TWIZZLERS candies in the melted gooeyness, then cover each piece in sprinkles and let the new treats cool! They even make scrumptious holiday treats as Christmas stocking stuffers, Halloween trick-or-treat candy, Easter basket fillers and Valentine's Day presents.,• Contains one (1) 16-ounce bag of TWIZZLERS Twists Strawberry Flavored Chewy Candy,• A perfect movie marathon treat and classic everyday, strawberry flavored chewy snack that provides long-lasting goodness,• Low fat, kosher certified, strawberry flavored candy in a bag sealed for sweet freshness,• Use TWIZZLERS candy for filling birthday and retirement party dessert tables or bridal and baby shower candy dishes,• Chewy TWIZZLERS Twists candies with the ""Twist You Can't Resist"" to enjoy as Christmas, Valentine's Day, Halloween and Easter candy,• Find out why TWIZZLERS Twists candies are the best kind of straws by eating some yourself","Corn Syrup, Enriched Wheat Flour (flour, Niacin, Ferrous Sulfate, Thiamin Mononitrate, Riboflavin, Folic Acid), Sugar Cornstarch, Contains 2% Or Less Of: Palm Oil Salt, Artificial Flavor, Citric Acid, Mineral Oil. Artificial Color (red 40), Lecithin (soy).",{},"Contains: wheat, soy.",,,,,
"Doritos Tortilla Chips, Nacho Cheese Flavored, Minis",,$4.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_84af1e17-0ae0-47e2-bc2d-1f3d84f2af3f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bbf02ae8-7c62-4b58-8b5d-141d6fc073bc.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0a80f63b-9868-409c-b687-d154dcfc4a24.png 4x",Another level of flavor. Same bold flavor. Now mini size.,"Corn, Vegetable Oil (corn, Canola, Soybean, And/or Sunflower Oil), Corn Maltodextrin, And Less Than 2% Of Cheddar Cheese (milk, Cheese Cultures, Salt, Enzymes), Salt, Whey, Monosodium Glutamate, Buttermilk, Romano Cheese (milk, Cheese Cultures, Salt, Enzymes), Whey Protein Concentrate, Onion Powder, Potassium Salt, Corn Flour, Natural And Artificial Flavors, Dextrose, Tomato Powder, Lactose, Spic",{},Contains milk ingredients.,,,,,
"Cheetos Crunchy, Cheese Flavored Snacks",,$2.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c98c917c-c1ab-4ec8-9131-506fd26d26bb.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_171f2609-ccf1-4431-87c1-1352291e8a61.png 4x","CHEETOS snacks are the much-loved cheesy treats that are fun for everyone! You just can't eat a CHEETOS snack without licking the ""cheetle"" off your fingertips. And wherever the CHEETOS brand and CHESTER CHEETAH go, cheesy smiles are sure to follow.","Enriched Corn Meal (corn Meal, Ferrous Sulfate, Niacin, Thiamin Mononitrate, Riboflavin, Folic Acid), Vegetable Oil (corn, Canola, And/or Sunflower Oil), Whey, Cheddar Cheese (milk, Cheese Cultures, Salt, Enzymes), Salt, Corn Maltodextrin, Natural And Artificial Flavors, Whey Protein Concentrate, Monosodium Glutamate, Lactic Acid, Citric Acid, And Artificial Color (yellow 6). Contains Milk Ingred",Guaranteed fresh until printed date.,Contains milk ingredients.,Gluten Free,,,,
"Hershey's Milk Chocolate Candy Bars, 1.55 oz (6 Count)",,$9.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_eddb0d13-cdf0-4501-b894-c86301dcc650.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_25965096-de50-4813-9903-6cb07d5fdbdc.png 4x","There's happy, and then there's HERSHEY'S happy. Made of the delectable, creamy milk chocolate that's been a classic for decades, HERSHEY'S milk chocolate bars make life more delicious, whether they're enjoyed alone or shared with loved ones. These full size candies are the perfect treat for countless special holidays and everyday occasions. Keep a pack on hand for guests and store some in your pantry for convenient snacking when the mood strikes. Show up to movie night with a pack of HERSHEY'S bars to please the whole crowd and perfect the night's sweet snack selection. You can even sweeten up your favorite baked desserts with these chocolates by topping cupcakes, brownies and cookies with a section or two. Everyone is excited when they're reaching for HERSHEY'S milk chocolate, and now you can be, too! Add them to your holiday festivities, too! Stuff Christmas stockings, fill Easter baskets, stock Halloween candy bowls and trick-or-treat bags and create Valentine's Day gift bags with sweet treats for everyone on your list. Make each holiday and all of the ordinary moments in between a little more special with delicious HERSHEY'S milk chocolate candy bars to share and enjoy with those you love the most!","Milk Chocolate (sugar, Milk, Chocolate, Cocoa Butter, Milk Fat, Lecithin (soy), Pgpr, Natural Flavor).","Campfire: 1. Roast one large marshmallow. 2. Place half a Hershey's Milk Chocolate Bar on a graham, place roasted marshmallow in the middle and top with the other graham. Grill: 1. Preheat grill to medium-hot. 2. Lightly wrap built S'more in aluminum foil, place on grill. 3. Grill 4 to 5 minutes until marshmallow is melted. Toaster Oven: 1. Build a S'more without the top graham and cook on a tray at 350 degrees until marshmallow begins to brown. 2. Top with the other graham half and gently press. Microwave Oven: 1. Build a S'more without the top graham. 2. Cook on a plate in the microwave (10-15 seconds). 3. Top with the other graham half and gently press.","Contains: milk, soy.",Gluten Free,,,,
"CADBURY DAIRY MILK CARAMELLO Milk Chocolate Caramel Candy Bar, 4 oz",$3.49,$4.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_31c28397-9c61-443a-a2b8-c12fcdd14885.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4ce1d42e-22db-4d75-8fca-25d790c786a6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_42c65d48-58fe-42c8-973c-65331ea9bb48.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b3e48883-c64c-40d4-92f7-1a35cbb66aee.jpg 4x","CADBURY DAIRY MILK CARAMELLO candy bars are made with rich and creamy milk chocolate filled with a deliciously smooth caramel. These bars are great for keeping your kitchen pantry or desk drawer stocked with sweet treats for easy access throughout the day. Whether you enjoy this delicious milk chocolate candy alone or share it with co-workers, friends and family members, it's sure to live up to your highest dessert expectations from the very first bite. Share and savor each taste of sweet and creamy caramel chocolate goodness chilled in the fridge, added to baked goods, paired with popcorn at movie night or enjoyed straight from the wrapper for a treat like no other. Throw a few sections on top of your best brownies, cookies or ice cream sundaes for an extra decadent dessert those around you will love after lunch or dinner. Looking for a delicious, chocolatey way to celebrate special occasions? Use CADBURY DAIRY MILK CARAMELLO treats to stuff Christmas stockings, fill springtime Easter baskets, pass out for Halloween trick-or-treating nights and share with loved ones on Valentine's Day. Have a bite of this dreamy chocolate and caramel treat for yourself and you'll understand why it's beloved by so many!","Milk Chocolate (sugar, Milk, Cocoa Butter, Chocolate, Lactose, Lecithin (soy), Pgpr, Natural & Artificial Flavor), Corn Syrup, Invert Sugar, Vegetable Oil (palm Kernel Oil, Palm Oil), Contains 2% Or Less Of: Skim Milk, Artificial Flavor, Baking Soda, Salt.",Lift & pull.,"Contains: milk, soy. Manufactured on the same equipment that processes almonds.",,,,,
