Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,Soy Free,Peanut Free,Treenut Free,"Enjoy the delicious taste of chorizo with El Burrito Organic Soyrizo Meatless Soy Chorizo. Made with non-GMO soybeans and free of cholesterol and preservatives, this vegan product has 60% less fat than traditional chorizo. The seasoning blend includes spices, chile pepper, onion powder, garlic powder, and sea salt for a flavor that's hard to resist. This gluten-free and kosher product is also organic and vegetarian. Quick fry on high heat after removing the casing and savor the rich aroma. With only 90 calories per serving, this product is a healthy addition to your meal. Get yours today through Instacart for same-day delivery or pickup!","Craving a meat alternative that is both delicious and healthy? Look no further than Upton's Naturals Lightly Seasoned Shredded Jackfruit. This vegan and vegetarian option is made with only natural ingredients, including organic jackfruit, garlic, and onion. Plus, it's gluten-free and low in fat for guilt-free indulgence. With five grams of fiber per serving, this shredded jackfruit is perfect for adding to tacos or salads for a filling meal. Each container has two servings so you can enjoy it now and later. Order it today on Instacart for same-day delivery or pickup!",Egg Free,Fish Free,Wheat Free,"For a protein-packed meal that's sure to satisfy, try Wildwood Grilling Tofu, Organic, High Protein, Super Firm. Made with organic soybeans and gluten-free ingredients like magnesium chloride and calcium sulfate, this tofu is super firm and perfect for grilling or pan-frying. With 14 grams of protein per serving and only 130 calories, it's a great choice for vegetarians and vegans looking to boost their protein intake. Keep it refrigerated as it's perishable. You'll love the taste and texture of this organic tofu in your favorite recipes. Get it delivered to your doorstep or pick it up at a store with Instacart same-day delivery or pickup.",Milk Free
Sprouts Organic Extra Firm Tofu,,$2.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cc6edd69-04fa-4d71-bfc6-33517711f0cf.png 4x,,"WATER, ORGANIC SOYBEANS, CONTAINS LESS THAN 2% OF CALCIUM SULFATE, MAGNESIUM CHLORIDE.",,,Gluten Free,,,,,,,,,,,
Sprouts Organic Firm Tofu,,$2.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_beaac16c-8e8a-468d-bbf9-dda0ec05e09a.png 4x,,"Filtered Water, Organic Soybeans, Calcium Sulfate, Glucono Delta Lactone, Nigari (magnesium Chloride).",,Contains: soy,Gluten Free,,,,,,,,,,,
"Tofurky Tempeh, Smoky Maple Bacon, Treehouse",,$5.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aa2ed254-5e97-4a0e-97e2-3ea57797ef9a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f3c2052f-7902-4d33-af9e-7bcd24597ba0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f8491a95-9e17-4d3c-8ae5-f9736391f4c0.png 4x","Tofurky® Tempeh Marinated Strips Smokey Maple Bacon.,Made with organic soybeans.,Vegan.,Family owned & independent since 1980.","Organic Soybeans, Water, Shoyu Soy Sauce (water, Non-gmo Soybeans, Wheat, Salt, Culture), Molasses, Maple Syrup, Natural Smoke Flavor, Autolyzed Yeast Extract, Salt, Organic Apple Cider Vinegar, Starter Culture (rhizopus Oligosporus).","How to Cook: On a stovetop, heat 1 to 2 tbsp oil in pan (cast iron is best). Add tempeh strips to hot oil and cook 1 1/2 to 2 min. each side until nicely browned, or 160 degrees.,Keep refrigerated. Ok to freeze.","Contains: soy, wheat.",,,,,,,,,,,,
RollinGreens Classic Salt & Pepper Plant-Based Me'eat,$7.99,$8.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c9f71b8d-4a15-4d86-98f3-6bd07134a268.png 4x,,"Pea Protein, Onion Powder, Garlic Powder, Agar-agar, Sea Salt, Color (apple Juice, Carrot Juice), Spices (black Pepper, Thyme, Oregano, Sage, Basil)","Cooking Instructions: 1. Add 2 cups of water and 2 tbsp of olive oil or your preferred oil to a pan or pot and turn heat to high. 2. Bring water to a boil. 3. Add Me' Eat contents to boiling water and stir thoroughly. 4. Reduce heat to Medium-low. 5. Let cook for 7-10 minutes or until water evaporates, stir occasionally. 6. Remove from heat and allow to cool for 1 - 2 minutes.",,Gluten Free,,,,,,,,,,,
Sprouts Extra Firm Tofu,,$1.69, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a924dbef-63c3-4c7d-8ed4-bfeb962f48dc.png 4x,,"WATER, SOYBEANS, CONTAINS LESS THAN 2% OF CALCIUM SULFATE, MAGNESIUM CHLORIDE.",,Contains: Soy,Gluten Free,,,,,,,,,,,
"Lightlife Deli Slices, Plant-Based, Korean BBQ",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d2380709-7b06-44a2-bc76-e31fa6850c6d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_89799b3e-2e29-4ef2-b66e-a21f65c686bb.png 4x",,"Water, Wheat Gluten, Soy Protein Isolate, Soybean Oil, Contains Less Than 2% Of: Sugar, Brown Sugar, Salt, Garlic Powder, Wheat Starch, Spices, Natural Flavor, Carrageenan, Yeast Extract, Soy Sauce (soybeans, Salt), Sesame Oil, Gum Arabic, Maltodextrin, Dehydrated Garlic, Lime Juice Solids, Malic Acid, Spice Extractives",Keep refrigerated,"Contains: soy, wheat.",,,,,,,,,,,,
"Upton's Naturals Jackfruit, Chili Lime",,$6.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_56e00ff1-d535-4bf6-b50c-308cb83e99bd.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ac957efa-3487-42ca-b8e3-5998a700baa9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_787c7079-e5fe-4146-9cfd-9e5747647e4b.png 4x","Upton's Naturals Chili Lim Carnitas.,New.,Jackfruit.,100% vegan.,Free of gluten, soy, & oil.,Good source of fiber.,Cholesterol free.,Net wt 10.6 oz (300g).","Ingredients: Ackfruit, Onion, Chili, Vinegar, Sugar, Lime, Sea Salt, Garlic, Black Pepper, Cumin, Coriander.","Knead pouch to mix sauce Into jackfruit. Remove product from pouch, place in pan over medium heat with a small amount of oil (optional) and cook for 8-10 minutes or until thoroughly heated, stirring occasionally. Taste before serving to ensure the sauce has fully caramelized. For finer shreds, break up in pan. Note: Natural jackfruit & sauce color variations may occur.,Use Jackfruit to easily make these dishes: Sandwiches; Tacos; Salads; Over rice. But the possibilities are endless.,May be stored with or without refrigeration. Refrigeration required after opening.,Enjoy within 5 days of opening.","Processed on dedicated allergen-free equipment in a facility that also produces peanuts, sesame, soy, and wheat.",,,,,,,,,,,,
Sprouts Firm Tofu,,$1.69, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0b3091d5-ad86-4ca1-8d60-60fbf3a9b6b3.png 4x,,"WATER, SOYBEANS, CONTAINS LESS THAN 2% OF CALCIUM SULFATE, MAGNESIUM CHLORIDE.",,Contains: Soy,Gluten Free,,,,,,,,,,,
"Plant Boss Plant Crumbles, Organic, Unseasoned",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d2b04a0d-d6ad-4111-97c3-1a5f1455442f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c7c537c9-ebaa-4834-9df7-db394d3b13a9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_25878319-8774-40c6-ab22-b9c0c99dca3d.png 4x","Replace 1 lb ground meat. Prepare it fresh - sooo easy! Your plant-based happy place! Behold the power of plant-based foods; to satisfy our hunger, nourish our bodies and safeguard our planet. Plant Boss meals are proof. Crafted with meatless crumbles made from organic yellow peas grown in North America, 10,000% meat-free and overflowing with amazing flavor. Plant Boss Unseasoned plant crumbles feature organic meatless crumbles that you can customized with the seasonings of your choice. Zero soy, 18g of protein per serving and super-easy to prepare - it's plant-based perfection! Enjoy Plant Boss plant-crumbles in soups, salads, pasta sauce, chili, casseroles and everywhere else you would typically use ground meat crumbles. The mighty plant-based meal starts here! About Us: Plant Boos meals are made by Frontier Co-op, a small Iowa cooperative founded in 1976. We love plants! We are committed to plants for a healthier world and are very excited to bring you these organic plant-based meal starters.,• Organic,• Soy Free,• Vegan,• Kosher,• Plant-Based",Organic Textured Pea Protein.,"You Will Need: 2 tbsp. oil (sunflower, vegetable, canola, etc.) 2 cups cool water. 12-inch skillet. Countdown to Wow: 3. Stir crumbles into 2 cups water and add seasonings you prefer. Let soak 3 minutes. 2. Heat oil in skillet over medium heat for 1 to 2 minutes. 1. Add crumbles and water mixture to pan. Stir occasionally and cook for 15 to 20 minutes, until moisture is absorbed. Cheers!,Open here.",,,,,,,,,,,,,
Actual Veggies Sweet Potato Veggie Burger,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9a3e0fc9-bcb7-478e-9902-cb5bb8736e57.png 4x,"At Actual Veggies, our goal was to bring back real food. We believe in using premium whole foods you can actually see and taste. Never any oils, fillers or junk! We are on a mission to prove veggies taste amazing in their natural form. This crave-worthy burger is made with sweet potato, white bean, carrot, cauliflower and veggies galore! Enjoy on a bun with your favorite burger toppings, in a salad or wrap. A nutritious and tasty meal the whole family will love!","Sweet Potato, White Bean, Oat, Carrot, Cauliflower, Yellow Onion, Red Pepper, Chickpea Flour, Cannellini Bean, Lemon, Ovata Seed, Oat Flour, Spice Blend (Kosher Salt, Turmeric, Garlic Powder, Chili Powder, Onion Powder, Cumin, Black Pepper)","Safe Handling Instructions: This product was prepared from inspected and passed meat and/or poultry. Some food products may contain bacteria that could cause illness if the product is mishandled or cooked improperly. For your protection, follow these safe handling instructions. Keep refrigerated or frozen. Thaw in refrigerator or microwave. Keep raw meat and poultry separate from other foods. Wash working surfaces (including cutting boards), utensils and hands after touching raw meat or poultry. Cook thoroughly. Keep hot foods hot. Refrigerate leftovers immediately or discard.,Recommended Cooking Instructions: Thaw in the refrigerator before cooking and consume within 10 days. If cooking from frozen add an additional 2 to 3 minutes to the cook time. Season with salt & pepper to your liking. Skillet or Grill: Pre-heat non-stick pan or grill with a light amount of oil over medium to high heat and cook each side for 3 to 5 minutes. Air-fryer: Pre-heat to 400 degrees and cook each side for 4 minutes. Oven: Pre-heat oven to 425 degrees and cook for 12 to 14 minutes.,Toppings: Try adding caramelized onion, yogurt sauce & alfalfa sprouts.,Keep frozen.","Safe handling instructions:,some raw products may contain bacteria that can cause illness if mishandled, or cooked improperly.,keep refrigerated or frozen. Thaw in refrigerator.,keep raw product separate from other foods. Wash working surfaces (including cutting boards), utensils, and hands after touching raw product.,cook thoroughly to an internal temperature of 165°.,keep hot foods hot. Refrigerate leftovers or discard.",,,,,,,,,,,,
"Franklin Farms Tuna, Plant-Based, Original",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_817348a9-0ba1-4fcb-a0f3-8ba5887a374d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_44695729-8936-4a85-945a-473f4fadd54e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f25ce7ed-b810-4017-b77a-a15ddd49eb70.png 4x",,"Water, Soy Protein Concentrate, Plant-based Textured Protein (soy Protein Isolate, Corn Starch, Vital Wheat Gluten), Canola Oil, Flavors (maltodextrin, Yeast Extract, Natural Flavors, Torula Yeast, Sunflower Oil, Gum Arabic, Smoke, Vinegar Powder), Hydrolyzed Soy Protein, Corn Starch, Citric Acid, Vital Wheat Gluten, Yeast Extract, Soy Protein Isolates, Cane Sugar, Fermented Rice Flour (color)",Perishable. Keep refrigerated.,Contains: soy and wheat.,,,,,,,,,,,,
Tofurky Roast Beef Style Ultra Thin Deli Slices,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6bae95dd-0361-4da5-9045-1e7aec027998.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1b4073ac-50af-4d78-8dbd-63b0faa7d1fa.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_813943f6-3c1c-4d6f-b4cc-0bb85866e127.png 4x","Still family owned & independent since 1980. Our hearty roast beef deli slices show up with big, satisfying flavor. Sandwich fanatics, we get you. Dreamers of crusty bread, crunchy pickles and drippy dressing. You're makers of awesome, we celebrate you daily. Yum for all! Friendliest Food on the Plate: Good food is kind to people, animals, the environment and especially tastebuds. That's exactly the kind of food we've been making at Tofurky for more than 35 years. Recycle it. Certified B Corporation.","Water, Vital Wheat Gluten, Tofu (water, Soybeans, Magnesium Chloride, Calcium Chloride), Expeller Pressed Canola Oil, Natural Flavor, Garlic Puree, Contains Less Than 2% Of Sea Salt, Spices, Onion Powder, Garbanzo Bean Flour, White Bean Flour, Cornstarch, Oat Fiber, Lemon Juice Concentrate, Natural Smoke Flavor, Color (annatto), Sunflower Oil, Potassium Chloride, Gum Arabic, Xanthan Gum.",Keep refrigerated / ok to freeze.,"Contains: soy, wheat.",,,,,,,,,,,,
Franklin Farms Lemon Pepper Tofu Bites,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a6137665-74d0-4252-899d-3bdb7a5b0940.png 4x,"Plant based. Experience a new way of eating tofu with our Lemon Pepper Tofu Bites! They're ready-to-eat, bite-sized and packed with 10 grams of protein per serving! Marinated in a zesty, citrus seasoning, our Lemon Pepper Tofu Bites offer a vibrant flavor in every bite!","Tofu (water, Soybeans, Calcium Sulfate, Glucono Delta-lactone), Sugar, Salt, Lemon Peel, Onion Powder, Garlic Powder, Spices, Maltodextrin, White Distilled Vinegar, Citric Acid, Lemon Juice Solids, Natural Flavors, Gum Arabic, Turmeric Extract.","Heating Instructions: Tofu is precooked and can be served hot or cold. To Saute or Stir Fry: Lightly oil the pan and use low to medium heat to prevent sticking. To Microwave: Place on a microwaveable dish and heat on high for about 20-30 seconds. (Microwave times may vary).,Serve hot or cold.,Perishable. Keep refrigerated.",Contains: soy.,,,,,,,,,,,,
"Beyond Meat Beyond Beef, Plant-Based Ground",,$6.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d4248421-f218-4349-a082-3611bf87fdac.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_10c8d1b8-4dde-4f86-820c-c5164f781e78.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fbe4dba2-2269-4a32-9a19-fc24ed4cdb4e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7d4771fb-51c3-4b60-8aa1-15925c5b68d6.jpg 4x","If you can name it, Beyond Beef can make it - from tacos and empanadas to sliders and beyond. Beyond Beef is an excellent source of protein (21g per serving), has 0mg cholesterol per serving, and is lower in saturated fat (75% less than 80/20 beef per serving). Made from plant-based ingredients - like peas and rice - Beyond Beef has no GMOs, soy or gluten. Each 12oz package is also a convenient one-to-one swap for all of your favorite recipes. (Contains 14g Total Fat per serving)","Water, Yellow Pea Protein*, Avocado Oil, Natural Flavors, Brown Rice Protein, Red Lentil Protein, 2% or less of Methylcellulose, Potato Starch, Pea Starch, Potassium Lactate (to preserve freshness), Faba Bean Protein, Apple Extract, Pomegranate Concentrate, Potassium Salt, Spice, Vinegar, Vegetable Juice Color (with Beet).","STORAGE & PREP,Keep refrigerated and use within 3 days of opening. Cook thoroughly before serving. If purchased frozen,,thaw in the refrigerator before cooking. Consume within 14 days of thawing or refer to retailers applied ‘best,by’ date sticker.,COOK METHOD,Use Beyond Beef® in your favorite dishes like tacos and chili to meatballs and burgers.,Cook time may vary depending on equipment and cook conditions. Always cook to an internal temperature,of 165F,NOT RECOMMENDED Microwaving, boiling or deep frying.",*Peas are legumes. People with severe allergies to legumes like peanuts should be cautious when introducing pea protein into their diet because of the possibility of a pea allergy. Contains no peanuts or tree nuts.,"Gluten Free,Milk Free,Peanut Free,Soy Free",,,,,,,,,,,
Sprouts Organic High Protein Super Firm Tofu,,$2.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8c303872-a16d-4c79-a8a2-b67713f39715.png 4x,,"WATER, ORGANIC SOYBEANS, LESS THAN 2% OF MAGNESIUM CHLORIDE, CALCIUM SULFATE.",,Allergens Soy / Soybeans,Gluten Free,,,,,,,,,,,
Franklin Farms Seitan Cubes,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_72c6b87c-453b-48b1-b567-8a23c3c5cd47.png 4x,"Seasoned wheat protein 13 g per serving. 0 g of fat per serving. Non GMO Project verified. nongmoproject.org. Plant based. Turn your favorite recipes into delicious meatless dishes with our versatile sietan cubes, a tender food made of wheat! Seitan is ready-to-eat and packed with 13 grams of protein per serving! Mildly seasoned seitan strips provide the same texture and mouth feel that chicken or beef would have with 0 grams of fat per serving! They are great for stews, soups and grilled kabobs. Here’s to your good health and great taste. franklinfarms.com. Facebook. Instagram. Visit us at franklinfarms.com. online recipes available at (at)franklinfarmsfoods. Questions or comments? Email us at info(at)franklinfarms.com","Filtered Water, Vital Wheat Gluten, Soy Sauce (water, Soybeans, Wheat, Salt), Defatted Soy Flour, Garbanzo Bean Flour, Garlic.","Heating Instruction: Seitan is precooked. Add this ingredient last since it only needs to be warmed. Saute or pan fry: Lightly oil the pan and use low heat to prevent sticking. In The Microwave: Heat on high for about 20-30 seconds. (Microwave times may vary). Seitan cubes can also be baked or steamed.,Perishable. Keep refrigerate.","Contains: wheat, soy.",,,,,,,,,,,,
Franklin Farms Cuban Style Black Bean & Plantain Balls,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e20273fa-0421-46ee-ad5d-de1e38739ab1.png 4x,,"Filtered Water, Blackbeans, Brown Rice, Fried Plantain (plantains, Vegetable Oil), Textured Soy Protein, Canola Oil, Pineapple, Tomato Paste, Chipotle In Adobo (chipotle Pepper, Water, Tomato Puree, Vinegar, Soybean Oil, Salt, Sugar, Onion, Garlic Powder Spices), Ginger Puree (ginger, Water), Methylcellulose, Organic Tamari (water, Organic Soybeans, Salt), Chili Powder (chili Pepper, Salt, Garlic, Cumin, Spices), Sea Salt, Black Pepper, Vinegar Powder, Dehydrated Garlic, Dehydrated Onion, Spices","Cooking Instructions: Oven: Pre-heat oven to 375 degrees F. Lightly coat. balls with vegetable oil and place on a non-stick baking sheet. Bake for 8-10 minutes, shaking pan halfway through to brown evenly. Stove Top: Heat skillet on stove with 3-4 tbsp. vegetable oil. Place balls in pan and cook for 6-8 minutes over medium heat, while turning Falafels to brown evenly. Microwave: Arrange balls on a microwave safe plate. Microwave on high for 2 minutes. (Microwave times vary). Deep Fry: If frozen, defrost balls in refrigerator. Heat oil in a deep skillet or pot until 350 degrees F. Insert Falafels and cook 2-3 minutes. Move the balls to a paper towel to absorb excess oil. Consume or freeze within 3 days of opening package. Keep Refrigerated. May be frozen. Product should always be cooked to a minimum internal temperature of 165 degrees F.,Keep refrigerated.",Contain: soy,,,,,,,,,,,,
"Lightlife Burger, Plant-Based",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_df365352-03cc-4966-908a-faa7bd372842.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_348808a8-0a4f-4586-bb25-a3085c24fcb6.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a7f9121c-37aa-432e-9c4f-743fb0b7b580.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5eceaed4-23f8-4557-983f-cf88ea054f78.png 4x","No artificial flavors. 20 g protein per serving. Soy free. Gluten free. Certified Vegan. vegan.org. Non GMO Project verified. nongmorproject.org. Ingredients you know and taste you'll love. Our plant-based burger is made to love with simple ingredients. The result? A deliciously guilt-free burger that tastes as good as it sizzles. Stack it with your favorite fixings and find balance in every bite. What we're made of. Water; coconut oil; garlic powder; pea protein; beet powder; canola oil. Lightlife.com. how2recycleinfo. Toll-Free, M-F, 9-5 EST 1-800-769-3279. Find recipes at Lightlife.com. 100% recycled material. Carbon zero (Learn more about our commitment to carbon neutrally. Lightlife.com/carbonnuetral). Made by a carbon neutral company. Made in Canada.","Water, Pea Protein, Canola Oil, Coconut Oil, Natural Flavors, Less Than 2% Of Modified Cellulose (from Plant Fiber), Sea Salt, Vinegar, Beet Powder (color), Cane Sugar, Cherry Powder (to Promote Color Retention).","How to Prepare: From Refrigerated: BBQ: Fire up the grill to medium heat. Cook burgers for 4-5 minutes on each side until they've reached a minimum internal temperature of 165 degrees F. Pan Fry: Bring nonstick pan to medium heat. Add a drizzle of oil and cook burgers for 9-10 minutes, turning frequently. Brown evenly and cook to a minimum internal temperature of 165 degrees F. From Frozen: BBQ: Fire up the grill to medium heat. Cook burgers for 5-6 minutes on each side until they've reached a minimum internal temperature of 165 degrees F. Pan Fry: Bring nonstick pan to a medium heat. Add a drizzle of oil and cook burgers for 11-12 minutes, turning frequently. Brown evenly and cook to a minimum internal temperature of 165 degrees F. For Food Safety and Quality: Keep refrigerated if purchased frozen. Use product within 10 days of thawing. Use or freeze within 3 days of opening.,Keep refrigerated.",This product contains pea protein and may not be suitable for people with a peanut allergy.,,,,,,,,,,,,
"O Organics Tofu, Super Firm",,$4.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_13847680-f5d2-46e7-a7a7-058fac7d6826.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ba29d5a4-3627-418d-b400-512993192f05.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_01454b73-9361-42ca-9ea6-b92216a1a48e.png 4x",,"Water, Organic Soybeans, Coagulants (calcium Sulfate, And/or Nigari [magnesium Chloride] And/or Glucono Delta-lactone).","Perishable. Keep refrigerated. Place remaining portion in airtight container with fresh water, cover and refrigerate. Change water daily and use within 5 days. For quality and freshness, do not freeze.",Contains: soy.,,,,,,,,,,,,
Sprouts Organic Teriyaki Baked Tofu,,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_394b5ed3-0e23-461b-ad45-5edae495bf57.png 4x,,"ORGANIC TOFU (WATER, ORGANIC SOYBEANS, LESS THAN 2% OF: MAGNESIUM CHLORIDE, CALCIUM SULFATE), ORGANIC TAMARI SOY SAUCE (WATER, ORGANIC SOYBEANS, SALT, ORGANIC ALCOHOL), WATER, CONTAINS 2% OR LESS OF: ORGANIC BROWN RICE SYRUP, ORGANIC CANE SUGAR, ORGANIC TOMATO PASTE, ORGANIC VINEGAR, ORGANIC SALTED SAKE (WATER, ORGANIC RICE, KOJI, SALT), ORGANIC CRUSHED GARLIC, ORGANIC CANOLA OIL, SEA SALT, ORGANIC GINGER PUREE, ORGANIC CARAMEL COLOR.",,Allergens Soy / Soybeans,,,,,,,,,,,,
"Tofurky Chick'n, Plant-Based, Sesame Garlic",,$8.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a643a512-7a0a-4d47-809c-838c178fbe40.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ce7f8a9b-4f57-40a6-a95f-6e282648a798.png 4x","Tofurky® Sesame Garlic Slow Roasted Chick'N.,Still family owned & independent since 1980.,No cholesterol.,Low saturated fat.,Excellent source of protein.,All vegan.,Nutty & sweet.,Zesty.,Plant-based.,Non-GMO ingredients.,Net wt. 8 oz. (227g).","Water, Vital Wheat Gluten, Tofu (water, Soybeans, Magnesium Chloride, Calcium Chloride), Expeller Pressed Canola Oil, Sesame Oil, Rice Wine Vinegar, Agave Syrup, Soy Sauce (water, Soybeans, Wheat, Salt), Natural Flavors, Contains Less Than 2% Of Cornstarch, Oat Fiber, Cane Sugar, Sea Salt, Spices, Red Chili Flakes, Ginger, Garlic Puree, Granulated Garlic, Onion Powder, Natural Smoke Flavor, Sunflower Oil, Celery Seed Oil, Calcium Lactate, Acetic Acid, Citric Acid, Potassium Chloride, Titanium Dioxide (for Color), Gum Arabic, Xanthan Gum.","Microwave: Remove Chick'n from box. Poke 2-3 holes in microwave friendly pouch and heat on high for 60 seconds. Let cool and toss with your favorite ingredients! Stovetop: Sautee in a skillet with 2 T. oil, on high for 2 minutes per side. After lightly searing, let cool and enjoy!,Keep refrigerated / ok to freeze.","Contains: wheat, soy, sesame.",,,,,,,,,,,,
"Field Roast Deli Slices, Mushroom & Balsamic, Plant-Based",,$4.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_95d576ee-0ebb-42b1-95fc-ecc6e0184818.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6d38f1bd-dd8e-4eb3-99a0-4ee423656378.png 4x","Discover a world of flavor. Ready to eat. A taste as bold as you. Our mushroom & balsamic plant-based deli slices add a savory, rich taste to everything from a gourmet charcuterie platter to your cold or panini-pressed sandwich. Indulge in the earthy flavors. Crafted with balsamic vinegar, and shiitake & porcini mushrooms. Carbon Zero (Learn more about our commitment to carbon neutrality: fieldroast.com/carbonneutral): Made by a carbon neutral company.","Filtered Water, Vital Wheat Gluten, Mushrooms, Barley Malt Extract, Expeller Pressed Safflower Oil, Yeast Extract (yeast, Natural Flavor, Salt), Balsamic Vinegar, Garlic, Shiitake Mushrooms, Onion Powder, Porcini Mushroom Powder, Yellow Pea Flour, Cultured Cane Sugar, Vinegar, Sea Salt, Spices, Celery Seed.","Serve & Savor. Prepare Hot: Perfect in melt sandwiches (Reubens, paninis, grilled cheese with our Chao plant-based cheese), quesadillas and stir - fries. Eat Cold: Delicious in cold sandwiches, wraps and salads. Enjoy: May have been previously frozen. Okay to refreeze.,Keep refrigerated. May have been previously frozen. Okay to refreeze.",Contains: wheat. Manufactured in a facility that processes tree nuts.,,,,,,,,,,,,
"Urban Accents Ground Veggie Meatless Mix, Plant Based, Sloppy Joe",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7c553753-73f3-48c7-a98d-9d99fb1ee311.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2470d36e-687d-4499-8e5f-911df952fcdf.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c6fc38f4-3323-4f60-9b2e-51959e85745f.png 4x","Classic honey bbq. Natural flavors. 8 g plant protein per serving. Gluten free. Vegetarian friendly. Ready in 15 minutes. Replaces 1 lb ground meat. Your culinary wingman. Makes approx 4 sloppy joes. urbanaccents.com. Facebook. Instagram. Pinterest. For videos, recipes and other good stuff visit urbanaccents.com. Product of USA.","Ingredients: Textured Soy Flour, Granulated Honey (sugar, Honey), Chipotle Chili Peppers, Garlic, Salt, Onion, Oregano, Natural Smoke Essence.","Honey BBQ Sloppy Joes: Soy-based meatless crumbles, blended in small batches with our custom spices, create flavorful vegetarian sloppy joes. You Will Need: 1 cup hot water. 3 tbsp oil. 1 green pepper, chopped. 1 small onion, chopped. 1/2 cup ketchup. 1. Combine contents of pouch with water. Let sit for 5 min. 2. Heat oil in a pan. Saute pepper and onion until softened. 3. Stir in meatless mix, cook for 4-6 min or until brown. 4. Add ketchup and saute for 1 min. Serve on burger buns. Microwave Directions: In a microwave safe bowl, mix water & pouch contents. Let sit for 5 minutes. Mix in oil, pepper and onion. Cover bowl and heat on high for 5 min. Stir in ketchup & heat for another min. Serve on burger buns. Kick it up! Serve with cheddar cheese slices and fresh microgreens.,Store rehydrated meatless mix in refrigerator up to 5-7 days.",Contains: soy.,,,,,,,,,,,,
